platform,lifespan_bucket,horizon_label,horizon_hours,life_stage_index,life_stage_bucket,market_count,mean_abs_move_to_final_cents,median_abs_move_to_final_cents,p90_abs_move_to_final_cents,mean_signed_move_to_final_cents,median_staleness_age_hours
kalshi,1-7d,1h,1.0,7,70-80%,18244,1.1357706643279983,0.0,0.0,0.03535408901556676,7.787361111111111
kalshi,1-7d,1h,1.0,8,80-90%,28988,2.2463088174417,0.0,0.0,0.06230164205878295,4.219583333333333
kalshi,1-7d,1h,1.0,9,90-100%,96447,10.849440625421217,0.0,43.0,0.2357149522535693,0.4883333333333333
kalshi,30-180d,30d,720.0,0,0-10%,1231,19.096669374492283,10.0,56.0,-1.8212835093419983,38.97888888888883
kalshi,30-180d,30d,720.0,1,10-20%,914,18.41356673960613,10.0,53.0,-2.192560175054705,70.3391666666667
kalshi,30-180d,30d,720.0,2,20-30%,1190,19.284033613445377,10.0,55.0,-1.5596638655462185,45.320694444444484
kalshi,30-180d,30d,720.0,3,30-40%,1148,15.018292682926829,6.0,47.0,-0.4799651567944251,58.37861111111107
kalshi,30-180d,30d,720.0,4,40-50%,1090,14.996330275229358,6.0,44.0,-0.28623853211009176,64.29472222222222
kalshi,30-180d,30d,720.0,5,50-60%,1157,12.706136560069144,3.0,41.0,0.23595505617977527,62.070833333333326
kalshi,30-180d,30d,720.0,6,60-70%,1284,14.71417445482866,4.0,50.0,1.9042056074766356,39.16638888888889
