platform,lifespan_bucket,horizon_label,horizon_hours,life_stage_index,life_stage_bucket,market_count,mean_abs_move_to_final_cents,median_abs_move_to_final_cents,p90_abs_move_to_final_cents,mean_signed_move_to_final_cents,median_staleness_age_hours
kalshi,30-180d,30d,720.0,7,70-80%,960,17.344791666666666,6.0,54.10000000000002,3.6260416666666666,30.93194444444447
kalshi,30-180d,30d,720.0,8,80-90%,256,16.3984375,8.0,45.5,0.5390625,18.106666666666683
kalshi,30-180d,7d,168.0,0,0-10%,201,6.079601990049751,0.0,15.0,2.1492537313432836,928.6063888888889
kalshi,30-180d,7d,168.0,1,10-20%,186,3.3118279569892475,0.0,7.5,1.881720430107527,1175.1661111111111
kalshi,30-180d,7d,168.0,2,20-30%,224,4.366071428571429,0.0,9.700000000000017,2.4285714285714284,1005.1343055555556
kalshi,30-180d,7d,168.0,3,30-40%,362,3.546961325966851,0.0,8.900000000000034,0.32044198895027626,1028.0427777777777
kalshi,30-180d,7d,168.0,4,40-50%,356,5.623595505617978,0.0,13.5,-2.337078651685393,540.1395833333333
kalshi,30-180d,7d,168.0,5,50-60%,571,5.938704028021016,0.0,14.0,-0.670753064798599,405.3833333333333
kalshi,30-180d,7d,168.0,6,60-70%,958,5.6367432150313155,0.0,15.0,0.8329853862212944,259.0795833333333
kalshi,30-180d,7d,168.0,7,70-80%,2446,10.81807031888798,2.0,36.0,-0.8892068683565004,53.31347222222222
kalshi,30-180d,7d,168.0,8,80-90%,4086,12.136563876651982,3.0,39.0,0.14586392559960842,17.21930555555555
kalshi,30-180d,7d,168.0,9,90-100%,1987,14.521389028686462,4.0,48.0,2.525415198792149,11.428888888888878
kalshi,30-180d,3d,72.0,0,0-10%,172,4.191860465116279,0.0,6.0,1.2965116279069768,1055.5493055555555
kalshi,30-180d,3d,72.0,1,10-20%,156,1.3269230769230769,0.0,1.0,0.4423076923076923,1333.5580555555557
kalshi,30-180d,3d,72.0,2,20-30%,182,2.368131868131868,0.0,3.0,1.3681318681318682,1276.8780555555554
kalshi,30-180d,3d,72.0,3,30-40%,297,1.8754208754208754,0.0,1.0,-0.030303030303030304,1264.681388888889
kalshi,30-180d,3d,72.0,4,40-50%,276,1.8659420289855073,0.0,4.0,-0.9239130434782609,742.8818055555555
kalshi,30-180d,3d,72.0,5,50-60%,407,2.520884520884521,0.0,4.0,-0.5454545454545454,563.1033333333334
kalshi,30-180d,3d,72.0,6,60-70%,629,2.955484896661367,0.0,5.2000000000000455,0.9809220985691574,424.005
kalshi,30-180d,3d,72.0,7,70-80%,940,3.5414893617021277,0.0,8.0,-0.22872340425531915,256.9666666666667
kalshi,30-180d,3d,72.0,8,80-90%,2342,6.055935098206661,0.0,16.90000000000009,0.06532877882152006,77.76083333333332
kalshi,30-180d,3d,72.0,9,90-100%,6153,11.963594994311718,3.0,41.0,0.512270437185113,9.623888888888885
kalshi,30-180d,1d,24.0,0,0-10%,150,2.1333333333333333,0.0,3.0,0.56,1106.6559722222223
kalshi,30-180d,1d,24.0,1,10-20%,142,0.971830985915493,0.0,0.0,0.3380281690140845,1486.7655555555557
kalshi,30-180d,1d,24.0,2,20-30%,162,0.8333333333333334,0.0,0.0,0.25308641975308643,1338.0797222222222
kalshi,30-180d,1d,24.0,3,30-40%,271,0.6826568265682657,0.0,0.0,0.2693726937269373,1320.1366666666668
kalshi,30-180d,1d,24.0,4,40-50%,242,1.0867768595041323,0.0,0.9000000000000057,-0.5413223140495868,815.6451388888888
kalshi,30-180d,1d,24.0,5,50-60%,358,1.2374301675977655,0.0,0.0,0.05307262569832402,621.1918055555556
kalshi,30-180d,1d,24.0,6,60-70%,509,1.2888015717092338,0.0,0.19999999999998863,0.8094302554027505,494.6633333333333
kalshi,30-180d,1d,24.0,7,70-80%,737,1.1682496607869741,0.0,1.0,-0.3812754409769335,333.9175
kalshi,30-180d,1d,24.0,8,80-90%,1204,2.25,0.0,3.0,0.7632890365448505,170.14166666666668
kalshi,30-180d,1d,24.0,9,90-100%,7867,9.008389475022245,1.0,31.0,0.0003813397737384009,9.918333333333337
kalshi,30-180d,6h,6.0,0,0-10%,138,1.181159420289855,0.0,0.0,0.26811594202898553,1135.6518055555557
kalshi,30-180d,6h,6.0,1,10-20%,140,0.9428571428571428,0.0,0.0,0.37142857142857144,1504.7655555555557
kalshi,30-180d,6h,6.0,2,20-30%,147,0.5510204081632653,0.0,0.0,0.4013605442176871,1363.9122222222222
kalshi,30-180d,6h,6.0,3,30-40%,260,0.38846153846153847,0.0,0.0,0.3730769230769231,1355.1618055555555
kalshi,30-180d,6h,6.0,4,40-50%,225,0.4177777777777778,0.0,0.0,-0.18666666666666668,871.4311111111111
kalshi,30-180d,6h,6.0,5,50-60%,328,0.22560975609756098,0.0,0.0,-0.07317073170731707,642.2133333333334
kalshi,30-180d,6h,6.0,6,60-70%,458,0.425764192139738,0.0,0.0,0.27292576419213976,540.5166666666667
kalshi,30-180d,6h,6.0,7,70-80%,649,0.3790446841294299,0.0,0.0,0.06471494607087827,368.0966666666667
kalshi,30-180d,6h,6.0,8,80-90%,962,0.5831600831600832,0.0,0.0,0.21101871101871103,205.7497222222222
kalshi,30-180d,6h,6.0,9,90-100%,8404,6.105544978581627,0.0,20.0,-0.24190861494526417,6.8374999999999995
kalshi,30-180d,1h,1.0,0,0-10%,130,0.06153846153846154,0.0,0.0,-0.015384615384615385,1147.6251388888888
kalshi,30-180d,1h,1.0,1,10-20%,136,0.6544117647058824,0.0,0.0,0.5073529411764706,1518.2408333333333
kalshi,30-180d,1h,1.0,2,20-30%,144,0.0,0.0,0.0,0.0,1368.8006944444446
kalshi,30-180d,1h,1.0,3,30-40%,255,0.00392156862745098,0.0,0.0,-0.00392156862745098,1367.6366666666668
kalshi,30-180d,1h,1.0,4,40-50%,206,0.13592233009708737,0.0,0.0,-0.13592233009708737,899.9593055555556
kalshi,30-180d,1h,1.0,5,50-60%,321,0.09034267912772585,0.0,0.0,0.003115264797507788,646.6038888888888
kalshi,30-180d,1h,1.0,6,60-70%,446,0.08071748878923767,0.0,0.0,0.017937219730941704,543.0281944444444
kalshi,30-180d,1h,1.0,7,70-80%,615,0.06829268292682927,0.0,0.0,-0.06504065040650407,378.31333333333333
kalshi,30-180d,1h,1.0,8,80-90%,901,0.15871254162042175,0.0,0.0,0.09433962264150944,210.00333333333333
kalshi,30-180d,1h,1.0,9,90-100%,8602,3.0203441060218554,0.0,5.0,-0.060799813996744945,8.269444444444444
kalshi,6-24h,6h,6.0,0,0-10%,78987,0.4306784660766962,0.0,0.0,0.14141567599731603,5.1772222222222215
kalshi,6-24h,6h,6.0,1,10-20%,3055,10.951227495908347,0.0,45.0,1.8127659574468085,3.273888888888889
kalshi,6-24h,6h,6.0,2,20-30%,3461,14.441201964750073,1.0,50.0,0.7116440335163248,2.4541666666666675
kalshi,6-24h,6h,6.0,3,30-40%,3005,17.90549084858569,1.0,54.0,-0.09051580698835275,2.0775000000000006
kalshi,6-24h,6h,6.0,4,40-50%,3830,22.609660574412533,14.0,57.0,-0.19869451697127938,0.6969444444444441
kalshi,6-24h,6h,6.0,5,50-60%,5574,28.899533548618585,33.0,58.0,-0.0003588087549336204,0.3190277777777779
kalshi,6-24h,6h,6.0,6,60-70%,5279,24.109490433794278,17.0,59.0,1.3358590642167076,0.4883333333333333
kalshi,6-24h,6h,6.0,7,70-80%,4278,23.370733987844787,16.0,58.0,1.1248246844319776,0.15500000000000025
kalshi,6-24h,1h,1.0,0,0-10%,76386,0.03445657581232163,0.0,0.0,0.010289843688634042,10.193055555555556
kalshi,6-24h,1h,1.0,1,10-20%,2086,0.6212847555129435,0.0,0.0,0.058485139022051776,8.00888888888889
kalshi,6-24h,1h,1.0,2,20-30%,2306,0.6079791847354726,0.0,0.0,0.14397224631396358,6.92986111111111
kalshi,6-24h,1h,1.0,3,30-40%,2358,0.6272264631043257,0.0,0.0,0.03095843935538592,5.247083333333333
kalshi,6-24h,1h,1.0,4,40-50%,2560,0.687109375,0.0,0.0,0.075390625,4.630833333333333
kalshi,6-24h,1h,1.0,5,50-60%,2902,1.045830461750517,0.0,0.0,-0.022398345968297727,4.370833333333334
kalshi,6-24h,1h,1.0,6,60-70%,3592,1.8967149220489978,0.0,0.0,-0.24749443207126948,3.8375
kalshi,6-24h,1h,1.0,7,70-80%,4993,3.4205888243540956,0.0,4.0,-0.12116963749248949,3.2380555555555555
kalshi,6-24h,1h,1.0,8,80-90%,8966,9.166294891813518,0.0,37.0,-0.03669417800579969,0.9554166666666667
kalshi,6-24h,1h,1.0,9,90-100%,16554,19.106801981394224,9.0,54.0,0.19572308807538963,0.050833333333333286
kalshi,7-30d,7d,168.0,0,0-10%,1414,19.718528995756717,9.0,57.0,-2.248939179632249,23.395416666666662
kalshi,7-30d,7d,168.0,1,10-20%,1160,22.66465517241379,14.0,64.0,-2.6232758620689656,12.198472222222222
kalshi,7-30d,7d,168.0,2,20-30%,1265,21.280632411067195,10.0,61.0,0.5375494071146245,14.041111111111121
kalshi,7-30d,7d,168.0,3,30-40%,1191,21.68513853904282,12.0,58.0,-0.889168765743073,14.536111111111097
kalshi,7-30d,7d,168.0,4,40-50%,1665,21.506906906906906,13.0,58.0,-1.6066066066066067,7.3983333333333405
kalshi,7-30d,7d,168.0,5,50-60%,1232,24.01461038961039,16.0,65.0,-0.8425324675324676,6.799861111111099
kalshi,7-30d,7d,168.0,6,60-70%,948,18.835443037974684,8.0,56.0,-0.6286919831223629,12.57541666666667
kalshi,7-30d,7d,168.0,7,70-80%,804,17.053482587064675,8.0,51.0,0.5659203980099502,6.448472222222222
kalshi,7-30d,3d,72.0,0,0-10%,466,7.246781115879829,0.0,29.0,-1.5257510729613735,186.53055555555557
kalshi,7-30d,3d,72.0,1,10-20%,337,12.353115727002967,0.0,48.0,0.39465875370919884,148.67138888888888
kalshi,7-30d,3d,72.0,2,20-30%,518,10.573359073359073,0.0,38.0,-1.5424710424710424,127.79222222222222
kalshi,7-30d,3d,72.0,3,30-40%,965,16.671502590673576,4.0,58.0,0.43316062176165804,45.94722222222222
kalshi,7-30d,3d,72.0,4,40-50%,1477,17.641841570751524,8.0,53.0,0.34461746784021663,27.82694444444445
kalshi,7-30d,3d,72.0,5,50-60%,3696,22.326028138528137,13.0,60.0,0.3179112554112554,6.157222222222224
kalshi,7-30d,3d,72.0,6,60-70%,3758,21.413783927621076,11.0,58.0,-0.13916977115486961,3.010138888888889
kalshi,7-30d,3d,72.0,7,70-80%,3392,21.22110849056604,12.0,57.0,0.17688679245283018,3.1204166666666637
kalshi,7-30d,3d,72.0,8,80-90%,2075,16.837590361445784,6.0,54.600000000000136,0.6853012048192771,4.655833333333334
kalshi,7-30d,1d,24.0,0,0-10%,338,3.002958579881657,0.0,7.300000000000011,-1.334319526627219,253.33333333333331
kalshi,7-30d,1d,24.0,1,10-20%,221,5.547511312217194,0.0,24.0,1.1764705882352942,245.2836111111111
kalshi,7-30d,1d,24.0,2,20-30%,325,3.6215384615384614,0.0,8.0,-0.39692307692307693,222.09472222222223
kalshi,7-30d,1d,24.0,3,30-40%,484,8.022727272727273,0.0,27.69999999999999,1.072314049586777,111.1275
kalshi,7-30d,1d,24.0,4,40-50%,582,10.675257731958762,0.0,44.0,0.6890034364261168,93.565
kalshi,7-30d,1d,24.0,5,50-60%,936,10.922008547008547,0.0,39.0,-0.4668803418803419,60.049166666666665
kalshi,7-30d,1d,24.0,6,60-70%,1360,9.83014705882353,0.0,36.100000000000136,-0.09338235294117647,48.01444444444444
kalshi,7-30d,1d,24.0,7,70-80%,2291,13.439109559144478,0.0,49.0,-0.27018769096464423,26.183611111111112
kalshi,7-30d,1d,24.0,8,80-90%,7742,22.209119090674243,14.0,59.0,0.2465771118574012,2.6984722222222217
kalshi,7-30d,1d,24.0,9,90-100%,4530,20.57924944812362,10.0,57.0,0.19602649006622516,0.8236111111111111
kalshi,7-30d,6h,6.0,0,0-10%,274,0.6715328467153284,0.0,0.0,-0.3795620437956204,287.1622222222222
kalshi,7-30d,6h,6.0,1,10-20%,182,1.7032967032967032,0.0,0.0,0.07692307692307693,298.10583333333335
kalshi,7-30d,6h,6.0,2,20-30%,271,1.1918819188191883,0.0,0.0,0.3726937269372694,263.7427777777778
kalshi,7-30d,6h,6.0,3,30-40%,362,2.6298342541436464,0.0,0.0,0.8397790055248618,159.8511111111111
kalshi,7-30d,6h,6.0,4,40-50%,390,3.071794871794872,0.0,2.1000000000000227,1.1333333333333333,132.6795833333333
kalshi,7-30d,6h,6.0,5,50-60%,574,3.7578397212543555,0.0,11.700000000000045,0.5766550522648084,95.04361111111112
kalshi,7-30d,6h,6.0,6,60-70%,840,2.030952380952381,0.0,2.0,-0.047619047619047616,72.50736111111112
kalshi,7-30d,6h,6.0,7,70-80%,1141,3.1226993865030677,0.0,4.0,0.16739702015775634,51.03194444444444
kalshi,7-30d,6h,6.0,8,80-90%,1986,3.8605236656596174,0.0,8.0,0.7447129909365559,24.950138888888887
kalshi,7-30d,6h,6.0,9,90-100%,14199,21.12423410099303,12.0,59.0,0.06106063807310374,0.6677777777777774
kalshi,7-30d,1h,1.0,0,0-10%,258,0.22868217054263565,0.0,0.0,-0.1434108527131783,294.66527777777776
kalshi,7-30d,1h,1.0,1,10-20%,171,0.5672514619883041,0.0,0.0,0.4853801169590643,305.9013888888889
kalshi,7-30d,1h,1.0,2,20-30%,258,0.2868217054263566,0.0,0.0,-0.2868217054263566,279.60416666666663
kalshi,7-30d,1h,1.0,3,30-40%,334,0.5119760479041916,0.0,0.0,-0.014970059880239521,166.98263888888889
kalshi,7-30d,1h,1.0,4,40-50%,346,0.2832369942196532,0.0,0.0,0.2543352601156069,145.95263888888888
kalshi,7-30d,1h,1.0,5,50-60%,494,0.902834008097166,0.0,0.0,0.30364372469635625,105.26652777777778
kalshi,7-30d,1h,1.0,6,60-70%,726,0.24104683195592286,0.0,0.0,0.15013774104683195,78.8111111111111
kalshi,7-30d,1h,1.0,7,70-80%,983,0.4313326551373347,0.0,0.0,0.0752797558494405,57.20638888888889
kalshi,7-30d,1h,1.0,8,80-90%,1474,0.23405698778833106,0.0,0.0,-0.026458616010854818,31.855694444444442
kalshi,7-30d,1h,1.0,9,90-100%,15747,11.711119578332381,0.0,44.0,0.28672128024385596,0.39583333333333326
kalshi,>180d,30d,720.0,0,0-10%,14,8.214285714285714,0.0,24.500000000000036,3.2142857142857144,5121.990972222222
kalshi,>180d,30d,720.0,1,10-20%,7,0.0,0.0,0.0,0.0,3716.0613888888893
kalshi,>180d,30d,720.0,2,20-30%,29,8.827586206896552,0.0,12.599999999999994,1.5862068965517242,5483.758888888889
kalshi,>180d,30d,720.0,3,30-40%,39,3.7948717948717947,0.0,10.200000000000003,-3.7435897435897436,2971.748888888889
kalshi,>180d,30d,720.0,4,40-50%,41,2.8780487804878048,0.0,7.0,-1.6097560975609757,2153.386111111111
kalshi,>180d,30d,720.0,5,50-60%,56,6.625,0.0,19.0,-0.8035714285714286,2049.5627777777777
kalshi,>180d,30d,720.0,6,60-70%,77,2.6103896103896105,0.0,7.400000000000006,0.3246753246753247,1252.231388888889
kalshi,>180d,30d,720.0,7,70-80%,165,4.363636363636363,0.0,9.599999999999994,-0.4727272727272727,576.1963888888888
kalshi,>180d,30d,720.0,8,80-90%,1059,11.817752596789424,2.0,39.0,1.400377714825307,71.63611111111106
kalshi,>180d,30d,720.0,9,90-100%,372,10.39516129032258,3.0,35.80000000000007,-0.4543010752688172,22.00680555555556
kalshi,>180d,7d,168.0,0,0-10%,12,6.666666666666667,0.0,0.0,6.666666666666667,5673.990972222222
kalshi,>180d,7d,168.0,1,10-20%,5,0.0,0.0,0.0,0.0,4268.061388888889
kalshi,>180d,7d,168.0,2,20-30%,21,0.6666666666666666,0.0,0.0,0.38095238095238093,6448.987222222222
kalshi,>180d,7d,168.0,3,30-40%,32,1.53125,0.0,6.0,-1.53125,3524.2427777777775
kalshi,>180d,7d,168.0,4,40-50%,21,0.6666666666666666,0.0,2.0,-0.19047619047619047,2749.7925
kalshi,>180d,7d,168.0,5,50-60%,32,0.3125,0.0,1.9000000000000021,0.0,2455.8358333333335
kalshi,>180d,7d,168.0,6,60-70%,43,1.5116279069767442,0.0,2.8000000000000043,-0.6744186046511628,1885.8697222222222
kalshi,>180d,7d,168.0,7,70-80%,65,1.0,0.0,1.6000000000000014,-0.9384615384615385,1180.4880555555555
kalshi,>180d,7d,168.0,8,80-90%,244,1.3237704918032787,0.0,1.0,0.5122950819672131,672.7430555555557
kalshi,>180d,7d,168.0,9,90-100%,1434,6.764295676429568,1.0,22.0,1.2161785216178522,49.165833333333325
kalshi,>180d,3d,72.0,0,0-10%,12,6.666666666666667,0.0,0.0,6.666666666666667,5769.990972222222
kalshi,>180d,3d,72.0,1,10-20%,4,0.0,0.0,0.0,0.0,4709.191527777778
kalshi,>180d,3d,72.0,2,20-30%,19,0.0,0.0,0.0,0.0,6544.987222222222
kalshi,>180d,3d,72.0,3,30-40%,28,0.21428571428571427,0.0,0.0,-0.21428571428571427,3638.4325
kalshi,>180d,3d,72.0,4,40-50%,17,0.7058823529411765,0.0,2.4000000000000004,-0.35294117647058826,3034.1188888888887
kalshi,>180d,3d,72.0,5,50-60%,29,0.1724137931034483,0.0,0.0,-0.034482758620689655,2652.5666666666666
kalshi,>180d,3d,72.0,6,60-70%,39,0.9230769230769231,0.0,0.20000000000000284,0.0,2071.2136111111113
kalshi,>180d,3d,72.0,7,70-80%,59,0.8305084745762712,0.0,0.20000000000000284,-0.8305084745762712,1284.5436111111112
kalshi,>180d,3d,72.0,8,80-90%,211,1.2796208530805686,0.0,0.0,0.6824644549763034,769.9255555555555
kalshi,>180d,3d,72.0,9,90-100%,1493,4.6195579370395174,0.0,11.799999999999955,0.7615539182853316,52.91722222222222
kalshi,>180d,1d,24.0,0,0-10%,11,0.0,0.0,0.0,0.0,5853.474444444444
kalshi,>180d,1d,24.0,1,10-20%,4,0.0,0.0,0.0,0.0,4757.191527777778
kalshi,>180d,1d,24.0,2,20-30%,19,0.0,0.0,0.0,0.0,6592.987222222222
kalshi,>180d,1d,24.0,3,30-40%,27,0.0,0.0,0.0,0.0,3668.248888888889
kalshi,>180d,1d,24.0,4,40-50%,16,0.625,0.0,1.5,-0.25,3285.098055555555
kalshi,>180d,1d,24.0,5,50-60%,28,0.10714285714285714,0.0,0.0,-0.10714285714285714,2670.7833333333333
kalshi,>180d,1d,24.0,6,60-70%,37,0.5405405405405406,0.0,0.0,0.43243243243243246,2199.2697222222223
kalshi,>180d,1d,24.0,7,70-80%,51,0.6862745098039216,0.0,0.0,-0.6862745098039216,1445.1755555555555
kalshi,>180d,1d,24.0,8,80-90%,190,0.05263157894736842,0.0,0.0,-0.031578947368421054,816.3059722222222
kalshi,>180d,1d,24.0,9,90-100%,1532,2.9157963446475197,0.0,5.0,0.30613577023498695,46.09611111111111
kalshi,>180d,6h,6.0,0,0-10%,9,0.0,0.0,0.0,0.0,5871.476944444445
kalshi,>180d,6h,6.0,1,10-20%,4,0.0,0.0,0.0,0.0,4775.191527777778
kalshi,>180d,6h,6.0,2,20-30%,19,0.0,0.0,0.0,0.0,6610.987222222222
kalshi,>180d,6h,6.0,3,30-40%,26,0.0,0.0,0.0,0.0,3704.4325
kalshi,>180d,6h,6.0,4,40-50%,14,0.21428571428571427,0.0,0.0,0.21428571428571427,3381.8512499999997
kalshi,>180d,6h,6.0,5,50-60%,27,0.0,0.0,0.0,0.0,2718.5666666666666
kalshi,>180d,6h,6.0,6,60-70%,35,0.5142857142857142,0.0,0.0,0.5142857142857142,2218.6441666666665
kalshi,>180d,6h,6.0,7,70-80%,49,0.02040816326530612,0.0,0.0,-0.02040816326530612,1504.8258333333333
kalshi,>180d,6h,6.0,8,80-90%,180,0.005555555555555556,0.0,0.0,0.005555555555555556,834.3059722222222
