platform,sample_scope,selected_market_count,source_trade_count,impact_bucket,impact_direction,impacted_trade_count,mean_initial_impact_cents,mean_remaining_after_1_trade_cents,mean_remaining_after_5_trades_cents,mean_remaining_after_20_trades_cents,mean_remaining_fraction_after_1_trade,mean_remaining_fraction_after_5_trades,mean_remaining_fraction_after_20_trades
kalshi,top_100_kalshi_markets_by_facet1_liquidity,100,5090947,1c,down,460869,-1.0,-0.4223248305371603,-0.3565086446326899,-0.35842387235787704,0.4223248305371603,0.3565086446326899,0.35842387235787704
kalshi,top_100_kalshi_markets_by_facet1_liquidity,100,5090947,1c,up,458253,1.0,0.7146336194198402,0.6973283084087472,0.7069361336248848,0.7146336194198402,0.6973283084087472,0.7069361336248848
kalshi,top_100_kalshi_markets_by_facet1_liquidity,100,5090947,2-4c,down,180541,-2.217086423582455,-1.071518380866396,-0.8816224569488371,-0.9112445372519261,0.4711838308195927,0.38929153673311523,0.40400287653958616
kalshi,top_100_kalshi_markets_by_facet1_liquidity,100,5090947,2-4c,up,181335,2.2157277966195164,1.577985496456834,1.4602806959494858,1.427478726982954,0.7131657797262893,0.6636382018547639,0.6474033040501929
kalshi,top_100_kalshi_markets_by_facet1_liquidity,100,5090947,5-9c,down,8425,-6.117032640949555,-3.867299703264095,-3.0664688427299702,-2.9572700296735905,0.6313946587537093,0.496258913852386,0.4791900051811035
kalshi,top_100_kalshi_markets_by_facet1_liquidity,100,5090947,5-9c,up,8517,6.120699776916755,4.274040154984149,3.7854878478337444,3.643653868733122,0.7003164539268807,0.6213992183699822,0.598319700468344
kalshi,top_100_kalshi_markets_by_facet1_liquidity,100,5090947,>=10c,down,2262,-15.876657824933687,-9.679487179487179,-7.92263483642794,-7.825375773651635,0.612357764659545,0.4965002050154993,0.481034391047766
kalshi,top_100_kalshi_markets_by_facet1_liquidity,100,5090947,>=10c,up,2245,15.900668151447661,10.723830734966592,9.465033407572383,8.538084632516703,0.6802768170575713,0.6059837114927636,0.5468313537913796
