category_group,liquidity_quintile,liquidity_quintile_label,price_bucket_5c_floor,price_bucket_5c_mid,price_bucket_5c_label,market_count,wins,empirical_win_rate,avg_implied_probability,calibration_gap,empirical_win_rate_ci_low,empirical_win_rate_ci_high
Sports,5,Q5 Highest,60,62.5,60-65,42,26,0.6190476190476191,0.6223809523809524,-0.0033333333333332993,0.46813768219996377,0.7500047910121407
Sports,5,Q5 Highest,65,67.5,65-70,31,12,0.3870967741935484,0.6677419354838711,-0.2806451612903227,0.23732875351271562,0.5617619885886803
Sports,5,Q5 Highest,70,72.5,70-75,20,10,0.5,0.7204999999999999,-0.22049999999999992,0.2992949144298199,0.7007050855701801
Sports,5,Q5 Highest,75,77.5,75-80,45,28,0.6222222222222222,0.7702222222222223,-0.14800000000000002,0.4762967000646754,0.7489211470165014
Sports,5,Q5 Highest,80,82.5,80-85,32,25,0.78125,0.81375,-0.03249999999999997,0.6124466920955516,0.8897630306846815
Sports,5,Q5 Highest,85,87.5,85-90,35,26,0.7428571428571429,0.8731428571428572,-0.13028571428571434,0.5793037572935127,0.8583713127344985
Sports,5,Q5 Highest,90,92.5,90-95,103,92,0.8932038834951457,0.9207766990291262,-0.0275728155339805,0.8188183774260698,0.9393132866448541
Sports,5,Q5 Highest,95,97.5,95-100,14968,14952,0.9989310529128808,0.9894702030999466,0.009460849812934158,0.9982641682313212,0.9993418978120171
Crypto,1,Q1 Lowest,0,2.5,0-5,4117,10,0.002428953121204761,0.020247753218362887,-0.017818800097158125,0.0013199053932626355,0.004465708885141077
Crypto,1,Q1 Lowest,5,7.5,5-10,2167,14,0.006460544531610522,0.0665343793262575,-0.06007383479464698,0.003852298972424924,0.010815560718489419
Crypto,1,Q1 Lowest,10,12.5,10-15,1016,17,0.01673228346456693,0.11657480314960629,-0.09984251968503936,0.010472622082512486,0.02663274800633269
Crypto,1,Q1 Lowest,15,17.5,15-20,620,20,0.03225806451612903,0.16948387096774195,-0.13722580645161292,0.020977446652113423,0.04929936720576331
Crypto,1,Q1 Lowest,20,22.5,20-25,460,40,0.08695652173913043,0.21441304347826087,-0.12745652173913044,0.06450727777591138,0.11624753162453912
Crypto,1,Q1 Lowest,25,27.5,25-30,352,16,0.045454545454545456,0.2683238636363636,-0.22286931818181815,0.028169529274600588,0.07255393869541753
Crypto,1,Q1 Lowest,30,32.5,30-35,243,32,0.13168724279835392,0.3151851851851852,-0.18349794238683126,0.09484676530512468,0.17999183564382396
Crypto,1,Q1 Lowest,35,37.5,35-40,190,38,0.2,0.37094736842105264,-0.17094736842105263,0.14932155946000866,0.26256938654951667
Crypto,1,Q1 Lowest,40,42.5,40-45,190,54,0.28421052631578947,0.4155789473684211,-0.13136842105263163,0.22484739434515574,0.35212679488976584
Crypto,1,Q1 Lowest,45,47.5,45-50,143,44,0.3076923076923077,0.4702097902097902,-0.1625174825174825,0.237902379952512,0.387544359935912
Crypto,1,Q1 Lowest,50,52.5,50-55,164,82,0.5,0.5160365853658536,-0.016036585365853617,0.4243556892194609,0.5756443107805391
Crypto,1,Q1 Lowest,55,57.5,55-60,130,65,0.5,0.5723846153846154,-0.07238461538461538,0.41529081256565625,0.5847091874343437
Crypto,1,Q1 Lowest,60,62.5,60-65,124,86,0.6935483870967742,0.6174193548387097,0.07612903225806456,0.6076039366067905,0.7678607008821021
Crypto,1,Q1 Lowest,65,67.5,65-70,139,100,0.7194244604316546,0.6700719424460432,0.049352517985611466,0.6396078607127861,0.7874386019423506
Crypto,1,Q1 Lowest,70,72.5,70-75,180,144,0.8,0.7172222222222223,0.08277777777777773,0.7355701522001451,0.8518920979108201
Crypto,1,Q1 Lowest,75,77.5,75-80,181,143,0.7900552486187845,0.7699447513812154,0.02011049723756908,0.7250048831642227,0.8430490614023683
Crypto,1,Q1 Lowest,80,82.5,80-85,263,237,0.9011406844106464,0.8186311787072243,0.08250950570342208,0.8590905124357491,0.9316407678443872
Crypto,1,Q1 Lowest,85,87.5,85-90,347,330,0.9510086455331412,0.8706340057636888,0.08037463976945247,0.9229499969032167,0.9691905018289748
Crypto,1,Q1 Lowest,90,92.5,90-95,803,787,0.9800747198007472,0.9223910336239104,0.057683686176836835,0.9678791402194692,0.9876987575983925
Crypto,1,Q1 Lowest,95,97.5,95-100,2217,2174,0.9806044203879116,0.9765042850699143,0.004100135317997355,0.9739773181176565,0.9855688287124462
Crypto,2,Q2 Low-Mid,0,2.5,0-5,4128,29,0.007025193798449613,0.02030765503875969,-0.013282461240310078,0.004895895304397622,0.010071183782080429
Crypto,2,Q2 Low-Mid,5,7.5,5-10,2261,21,0.009287925696594427,0.06693940734188412,-0.0576514816452897,0.006082872546678553,0.01415765994795595
Crypto,2,Q2 Low-Mid,10,12.5,10-15,1285,42,0.03268482490272374,0.11671595330739298,-0.08403112840466925,0.024270677174129195,0.04388478894366216
Crypto,2,Q2 Low-Mid,15,17.5,15-20,742,15,0.02021563342318059,0.16834231805929917,-0.14812668463611858,0.01228846618291522,0.03308524319451826
Crypto,2,Q2 Low-Mid,20,22.5,20-25,575,30,0.05217391304347826,0.21655652173913043,-0.16438260869565216,0.03678761931629887,0.07350438457561213
Crypto,2,Q2 Low-Mid,25,27.5,25-30,444,31,0.06981981981981981,0.2702027027027027,-0.20038288288288286,0.049620229461212,0.09739960969620434
Crypto,2,Q2 Low-Mid,30,32.5,30-35,333,37,0.1111111111111111,0.3131231231231231,-0.20201201201201202,0.08169267758404442,0.14939991905485053
Crypto,2,Q2 Low-Mid,35,37.5,35-40,225,36,0.16,0.3690222222222222,-0.2090222222222222,0.11786653137651733,0.2135487357777064
Crypto,2,Q2 Low-Mid,40,42.5,40-45,191,40,0.2094240837696335,0.4180628272251309,-0.20863874345549738,0.15773195758275677,0.2725745067451896
Crypto,2,Q2 Low-Mid,45,47.5,45-50,153,41,0.2679738562091503,0.471437908496732,-0.2034640522875817,0.2041081712038303,0.3432058067203939
Crypto,2,Q2 Low-Mid,50,52.5,50-55,205,92,0.44878048780487806,0.5138536585365854,-0.06507317073170732,0.38225910972206134,0.5171862115166191
Crypto,2,Q2 Low-Mid,55,57.5,55-60,166,85,0.5120481927710844,0.5710240963855422,-0.058975903614457814,0.43659940817854326,0.5869519479085402
Crypto,2,Q2 Low-Mid,60,62.5,60-65,176,118,0.6704545454545454,0.6168181818181818,0.05363636363636359,0.5980175808980439,0.7356093441293134
Crypto,2,Q2 Low-Mid,65,67.5,65-70,165,112,0.6787878787878788,0.6704242424242425,0.008363636363636351,0.60416908865273,0.7452708597959936
Crypto,2,Q2 Low-Mid,70,72.5,70-75,210,173,0.8238095238095238,0.7161904761904762,0.10761904761904761,0.7665981387829615,0.8693866275113422
Crypto,2,Q2 Low-Mid,75,77.5,75-80,248,213,0.8588709677419355,0.7711693548387096,0.08770161290322587,0.8100500736607826,0.8967434028736739
Crypto,2,Q2 Low-Mid,80,82.5,80-85,321,302,0.940809968847352,0.8197196261682242,0.12109034267912777,0.9094104856968339,0.9617833515456868
Crypto,2,Q2 Low-Mid,85,87.5,85-90,471,440,0.9341825902335457,0.8708067940552017,0.06337579617834399,0.9080917730068381,0.9532480927505009
Crypto,2,Q2 Low-Mid,90,92.5,90-95,894,874,0.9776286353467561,0.9225167785234899,0.05511185682326625,0.9656978637667132,0.9854721421675184
Crypto,2,Q2 Low-Mid,95,97.5,95-100,2712,2668,0.9837758112094396,0.9759255162241888,0.007850294985250805,0.978290949803188,0.9878920558625328
Crypto,3,Q3 Mid,0,2.5,0-5,6138,36,0.005865102639296188,0.020197132616487458,-0.01433202997719127,0.0042396162878883875,0.008108732129302965
Crypto,3,Q3 Mid,5,7.5,5-10,3450,19,0.0055072463768115944,0.06653623188405797,-0.06102898550724637,0.0035285573598586527,0.008585953045019207
Crypto,3,Q3 Mid,10,12.5,10-15,1914,40,0.02089864158829676,0.11658307210031348,-0.09568443051201672,0.015384691910839209,0.028331952884017672
Crypto,3,Q3 Mid,15,17.5,15-20,1077,22,0.02042711234911792,0.16765088207985143,-0.1472237697307335,0.01352781999182571,0.030735465211112437
Crypto,3,Q3 Mid,20,22.5,20-25,705,37,0.0524822695035461,0.21513475177304964,-0.16265248226950355,0.0383128890467033,0.07150233624481457
Crypto,3,Q3 Mid,25,27.5,25-30,522,26,0.04980842911877394,0.2689272030651341,-0.21911877394636017,0.03421418493648755,0.07198053225591411
Crypto,3,Q3 Mid,30,32.5,30-35,372,44,0.11827956989247312,0.31739247311827956,-0.19911290322580644,0.08929964703844004,0.1550628716396414
Crypto,3,Q3 Mid,35,37.5,35-40,255,45,0.17647058823529413,0.37,-0.19352941176470587,0.1345822805982291,0.22796222538535313
Crypto,3,Q3 Mid,40,42.5,40-45,218,51,0.23394495412844038,0.4157339449541284,-0.18178899082568803,0.18265350896249882,0.29445087542708376
Crypto,3,Q3 Mid,45,47.5,45-50,182,56,0.3076923076923077,0.47357142857142853,-0.16587912087912082,0.24519072560612903,0.3781444157185259
Crypto,3,Q3 Mid,50,52.5,50-55,185,73,0.3945945945945946,0.5167567567567568,-0.12216216216216219,0.32699414022643614,0.4664835680751246
Crypto,3,Q3 Mid,55,57.5,55-60,172,88,0.5116279069767442,0.5718023255813953,-0.060174418604651114,0.43748988006104583,0.5852578656373555
Crypto,3,Q3 Mid,60,62.5,60-65,168,103,0.6130952380952381,0.6174404761904762,-0.004345238095238013,0.5377018476937788,0.6834320337412173
Crypto,3,Q3 Mid,65,67.5,65-70,186,142,0.7634408602150538,0.6716666666666667,0.091774193548387,0.6974223122905653,0.8187975257217567
Crypto,3,Q3 Mid,70,72.5,70-75,261,218,0.8352490421455939,0.7173180076628353,0.11793103448275866,0.7854451959642924,0.8753271298334676
Crypto,3,Q3 Mid,75,77.5,75-80,285,241,0.8456140350877193,0.7716491228070176,0.07396491228070168,0.7990952905236476,0.8829394302367969
Crypto,3,Q3 Mid,80,82.5,80-85,402,375,0.9328358208955224,0.8199751243781094,0.11286069651741304,0.9040436351949256,0.9534337648547492
Crypto,3,Q3 Mid,85,87.5,85-90,621,582,0.9371980676328503,0.8710305958132045,0.06616747181964577,0.9152984053551602,0.9537218391356038
Crypto,3,Q3 Mid,90,92.5,90-95,1272,1245,0.9787735849056604,0.9221305031446541,0.0566430817610063,0.969292393828163,0.9853715707266846
Crypto,3,Q3 Mid,95,97.5,95-100,4635,4584,0.9889967637540453,0.9772750809061489,0.01172168284789643,0.985562628628419,0.9916209854876569
Crypto,4,Q4 Mid-High,0,2.5,0-5,10903,49,0.004494175914885812,0.019365312299367145,-0.014871136384481332,0.0034013111969552253,0.005936094051508273
Crypto,4,Q4 Mid-High,5,7.5,5-10,4342,39,0.008982035928143712,0.06536619069553201,-0.0563841547673883,0.00657760629312993,0.012254557308967302
Crypto,4,Q4 Mid-High,10,12.5,10-15,2117,33,0.015588096362777516,0.11740670760510157,-0.10181861124232405,0.011120881409956337,0.021810196516844037
Crypto,4,Q4 Mid-High,15,17.5,15-20,1213,38,0.031327287716405604,0.16796372629843365,-0.13663643858202804,0.02290780874695754,0.042705990123824006
Crypto,4,Q4 Mid-High,20,22.5,20-25,834,37,0.04436450839328537,0.21817745803357316,-0.1738129496402878,0.032355549901206634,0.06055174904408327
Crypto,4,Q4 Mid-High,25,27.5,25-30,592,44,0.07432432432432433,0.26875,-0.19442567567567565,0.0558294229863587,0.09830818674079028
Crypto,4,Q4 Mid-High,30,32.5,30-35,401,39,0.09725685785536159,0.31805486284289275,-0.22079800498753116,0.07196269493053187,0.13019439564514015
Crypto,4,Q4 Mid-High,35,37.5,35-40,295,49,0.16610169491525423,0.36847457627118646,-0.20237288135593223,0.12797944410028783,0.21280845156082495
Crypto,4,Q4 Mid-High,40,42.5,40-45,247,59,0.2388663967611336,0.4166801619433198,-0.1778137651821862,0.1899470575740478,0.2957841767985603
Crypto,4,Q4 Mid-High,45,47.5,45-50,200,62,0.31,0.47090000000000004,-0.16090000000000004,0.24998842733633997,0.377173054912622
Crypto,4,Q4 Mid-High,50,52.5,50-55,220,102,0.4636363636363636,0.5155909090909091,-0.051954545454545475,0.39892875099436065,0.5295921316297806
Crypto,4,Q4 Mid-High,55,57.5,55-60,201,108,0.5373134328358209,0.5713930348258707,-0.03407960199004978,0.46832837702684244,0.6048989361751634
Crypto,4,Q4 Mid-High,60,62.5,60-65,197,123,0.6243654822335025,0.617005076142132,0.007360406091370564,0.5549665660758544,0.6890067940248418
Crypto,4,Q4 Mid-High,65,67.5,65-70,239,171,0.7154811715481172,0.6721338912133891,0.04334728033472812,0.6552222934259359,0.7689224988995965
Crypto,4,Q4 Mid-High,70,72.5,70-75,267,224,0.8389513108614233,0.7180524344569288,0.12089887640449448,0.790103509034687,0.8781837850885202
Crypto,4,Q4 Mid-High,75,77.5,75-80,375,341,0.9093333333333333,0.7703733333333334,0.13895999999999997,0.8759718245354594,0.9343932462487418
Crypto,4,Q4 Mid-High,80,82.5,80-85,451,412,0.9135254988913526,0.8186031042128603,0.09492239467849228,0.8839674429354095,0.936098267852698
Crypto,4,Q4 Mid-High,85,87.5,85-90,762,724,0.9501312335958005,0.8713385826771654,0.07879265091863519,0.9322920765144215,0.9634545112917253
Crypto,4,Q4 Mid-High,90,92.5,90-95,1685,1620,0.9614243323442137,0.9232047477744807,0.038219584569732956,0.9511300251928463,0.9696194400027056
Crypto,4,Q4 Mid-High,95,97.5,95-100,8428,8356,0.9914570479354533,0.9784705742762222,0.012986473659231113,0.9892559906762116,0.9932102833581583
Crypto,5,Q5 Highest,0,2.5,0-5,12165,39,0.0032059186189889025,0.01575750102753802,-0.012551582408549119,0.0023461730067410773,0.004379331580318384
Crypto,5,Q5 Highest,5,7.5,5-10,1991,39,0.019588146659969864,0.0633199397287795,-0.043731793068809637,0.01436194868439815,0.02666466716319596
