platform,horizon_label,horizon_hours,freshness_filter,market_count,bucket_count,expected_calibration_error,signed_calibration_gap,low_tail_gap,high_tail_gap,median_staleness_age_hours,mean_staleness_age_hours,baseline_market_count,retained_share
kalshi,30d,720.0,all,11089,20,0.017342411398683387,-0.007850121742267112,-0.012928724024082345,0.014495602690118932,50.44833333333338,251.1416032905482,11089,1.0
kalshi,30d,720.0,<=1h,741,20,0.03753036437246965,0.004385964912280707,-0.025891089108910897,0.050360360360360394,0.3663888888888778,0.4017090268406071,11089,0.0668229777256741
kalshi,30d,720.0,<=6h,1857,20,0.03697361335487345,0.003920301561658574,-0.02517605633802817,0.04057046979865767,1.4441666666666606,1.9594408544246993,11089,0.16746325187122374
kalshi,30d,720.0,<=24h,4131,20,0.0185669329460179,-0.009702251270878714,-0.016487695749440714,0.006160714285714305,7.5961111111110995,8.741388149224026,11089,0.3725313373613491
kalshi,7d,168.0,all,22965,20,0.016595253646853922,-0.01224689745264532,-0.013504690790733295,0.010079569389188,23.411388888888894,175.14276710936932,22965,1.0
kalshi,7d,168.0,<=1h,3232,20,0.024390470297029704,-0.017948638613861378,-0.02616822429906542,-0.00751131221719452,0.29805555555556396,0.36235681380638035,22965,0.14073590246026563
kalshi,7d,168.0,<=6h,6634,20,0.019811576725957184,-0.01597377148025324,-0.018209704406023423,-0.0005804480651731055,1.056805555555556,1.6454358020969415,22965,0.2888743740474635
kalshi,7d,168.0,<=24h,11589,20,0.017590818879972395,-0.013635343860557446,-0.013098707726147924,0.0009935419771484953,3.9008333333333383,6.910020469602401,22965,0.5046374918354017
kalshi,3d,72.0,all,58329,20,0.009576882854154884,-0.00790361569716608,-0.0038795650056808934,0.004726722180166549,15.687222222222218,82.90512817618833,58329,1.0
kalshi,3d,72.0,<=1h,8711,20,0.019913901963035236,-0.009306623808977153,-0.008952861952861954,0.015142207053469848,0.29666666666666686,0.3672638681615837,58329,0.1493425225873922
kalshi,3d,72.0,<=6h,20135,20,0.011759125900173823,-0.00802731561956792,-0.007909916543937162,0.0032704402515722772,1.3536111111111069,1.8878358855503132,58329,0.3451970717824753
kalshi,3d,72.0,<=24h,35223,20,0.009537802004372157,-0.0077395451835448525,-0.0038524176240373686,0.0038009922822490982,4.415833333333339,7.075865335781229,58329,0.6038677158874659
kalshi,1d,24.0,all,157177,20,0.013080667018711386,-0.012937770793436696,-0.006954559168233191,-0.004458222615884225,5.599722222222223,39.86261407167998,157177,1.0
kalshi,1d,24.0,<=1h,40040,20,0.015083916083916085,-0.014627372627372634,-0.007989333333333333,4.061738424001753e-06,0.2702777777777783,0.347316385003885,157177,0.2547446509349332
kalshi,1d,24.0,<=6h,80382,20,0.01575402453285562,-0.015512428155557227,-0.010398866348448686,-0.009548330787693664,1.0066666666666677,1.6214721164771548,157177,0.5114107025837114
kalshi,1d,24.0,<=24h,116173,20,0.0155233143673659,-0.0155233143673659,-0.0083960740464654,-0.010884495317377745,2.342500000000001,5.166409112559143,157177,0.7391221361904096
kalshi,6h,6.0,all,327421,20,0.013251715681034507,-0.01292455279288744,-0.00976003328554385,-0.000491844840699694,3.7944444444444443,23.23715464273146,327421,1.0
kalshi,6h,6.0,<=1h,98901,20,0.014511885622996728,-0.014338783227672111,-0.012110827854555216,-0.001639801611903319,0.22722222222222221,0.3156362928585151,327421,0.3020606497445185
kalshi,6h,6.0,<=6h,188576,20,0.013546050398778209,-0.013316116578992024,-0.010844860174406116,-0.0012729266955090988,0.8943055555555559,1.523672160767483,327421,0.5759435100375357
kalshi,6h,6.0,<=24h,275529,20,0.014623832700006167,-0.014371880999822157,-0.011297034621557591,-0.0016647179187371816,2.238888888888889,5.087933022577579,327421,0.8415129145656509
kalshi,1h,1.0,all,428582,20,0.020296862677387287,-0.01942790411169857,-0.014025176251340563,0.0020909110900974534,4.426666666666667,19.657842246187556,428582,1.0
kalshi,1h,1.0,<=1h,100708,20,0.01214114072367636,-0.009456944830599345,-0.008369834071936517,-0.0021004566210045222,0.14250000000000007,0.2645766721610994,428582,0.23497953717141642
kalshi,1h,1.0,<=6h,253415,20,0.02304165104670205,-0.02261484126827535,-0.016768065081037332,0.0006393647007806039,1.9258333333333333,2.1637729164063337,428582,0.591287081585321
kalshi,1h,1.0,<=24h,369823,20,0.02214359301611852,-0.021408322359615276,-0.015782418181973182,0.0014799792482195874,3.589444444444444,5.413551695300485,428582,0.8628990484901372
polymarket,30d,720.0,all,19852,20,0.010064166574223357,-0.008926707681007173,-0.004683930695929428,-0.005339790039377809,29.296944444444478,864.7609095501152,19852,1.0
polymarket,30d,720.0,<=1h,2797,20,0.017934783022692052,-0.011168731394680045,-7.62787765135725e-05,-0.019311425728983676,0.3372222222221808,0.3791139315933748,19852,0.14089260527906508
polymarket,30d,720.0,<=6h,6306,20,0.01096873845745573,-0.008834557979331109,-0.004944283917366147,-0.007467044547424,1.243055555555543,1.8169784508580902,19852,0.31765061454765264
polymarket,30d,720.0,<=24h,9505,20,0.0127580639108626,-0.010985379980612067,-0.0058486900151632345,-0.014927263683275838,3.0155555555555793,5.5098826640949214,19852,0.47879306870844246
polymarket,7d,168.0,all,59287,20,0.009615975818987361,-0.00820564537542257,0.0006413591276595388,-0.020940992231726293,11.910277777777765,396.4444221049021,59287,1.0
polymarket,7d,168.0,<=1h,15946,20,0.0120595064535705,-0.009465186388842157,-0.0012301808815369617,-0.018860098246866994,0.08722222222220921,0.2230921373524535,59287,0.26896284176969654
polymarket,7d,168.0,<=6h,25860,20,0.0109605497771691,-0.00939079960918163,-0.00032089343449585015,-0.019118865694498843,0.47652777777777544,1.2401641209074505,59287,0.4361833116872164
polymarket,7d,168.0,<=24h,33474,20,0.011359957167602994,-0.009959636332190313,-0.0005243427123980977,-0.031280616768032,1.184444444444452,3.926663953117843,59287,0.5646094422048679
polymarket,3d,72.0,all,100511,20,0.009311014856179075,-0.008892281569249514,-0.001544198210810484,-0.014855474652025765,24.239722222222227,270.7008735583391,100511,1.0
polymarket,3d,72.0,<=1h,15572,20,0.00832155957622996,-0.007017002313391065,-0.0023166450294097437,-0.017990360248565467,0.2969444444444491,0.36454282258755033,100511,0.15492831630368814
polymarket,3d,72.0,<=6h,34043,20,0.009286366911696424,-0.008819504962025958,-0.003514983428335075,-0.019991087745494227,1.1997222222222206,1.7420246942592212,100511,0.33869924684860364
polymarket,3d,72.0,<=24h,50138,20,0.01234935851662804,-0.011412562508748248,-0.0036878817843853566,-0.024457388149809283,2.669166666666669,5.354207326667287,100511,0.498830973724269
polymarket,1d,24.0,all,134413,20,0.008140716531181678,-0.005978501343715786,0.0005811707388854964,-0.016422215626475955,7.75888888888889,216.08523831193577,134413,1.0
polymarket,1d,24.0,<=1h,33668,20,0.007937583910147664,-0.006082738644181523,-0.0018213329297690397,-0.011200973586279991,0.2497222222222213,0.33186364731429774,134413,0.25048172423798293
polymarket,1d,24.0,<=6h,63142,20,0.0075573922414096315,-0.005680387544416303,-0.0007758524116821116,-0.018786466051127687,0.8616666666666681,1.4756775689011363,134413,0.4697611094164999
polymarket,1d,24.0,<=24h,82901,20,0.008765958845780781,-0.006102844793364401,0.000334118385635576,-0.027530424443889326,1.6563888888888876,4.143806494761489,134413,0.616763259506149
polymarket,6h,6.0,all,181455,20,0.008253622102166255,-0.006662295529574711,0.0016365682972651317,-0.020480382594994115,2.7925000000000004,163.89347324252418,181455,1.0
polymarket,6h,6.0,<=1h,65162,20,0.01050546800172136,-0.008767914978878072,0.0025456368556689107,-0.01866925139212146,0.21027777777777779,0.30349137534145665,181455,0.3591083188669367
polymarket,6h,6.0,<=6h,108331,20,0.009658137477083233,-0.00836502653256421,0.0013307897933431758,-0.028703609381465135,0.6291666666666664,1.2735865387869891,181455,0.5970130335344851
polymarket,6h,6.0,<=24h,131127,20,0.009253427260307378,-0.007539984989820678,0.0023604388675275774,-0.03528794457156895,1.0180555555555557,3.1828376243387453,181455,0.7226419773497561
polymarket,1h,1.0,all,232300,20,0.00654441204417135,-0.005746779766122093,-0.0005364638994422633,-0.011588649603401781,0.9697222222222222,128.32089681924714,232300,1.0
polymarket,1h,1.0,<=1h,117370,20,0.006678547083666673,-0.005908289003133531,-0.002537937979838337,-0.00729340001053605,0.10805555555555557,0.22957898336694027,232300,0.5052518295307792
polymarket,1h,1.0,<=6h,166658,20,0.006743497355979549,-0.006338225755461551,-0.0016503906514854663,-0.009575250270101426,0.30194444444444435,0.9045725694402776,232300,0.7174257425742574
polymarket,1h,1.0,<=24h,183064,20,0.007282798053979526,-0.006288155079595916,-0.0007681322237144937,-0.01423454325588219,0.41666666666666674,1.9088984544567291,232300,0.7880499354283255
