platform,horizon_label,horizon_hours,freshness_filter,price_bucket_5c_floor,price_bucket_5c_mid,price_bucket_5c_label,market_count,wins,empirical_win_rate,avg_implied_probability,calibration_gap,empirical_win_rate_ci_low,empirical_win_rate_ci_high
kalshi,30d,720.0,<=24h,5,7.5,5-10,372,15,0.04032258064516129,0.06693548387096775,-0.026612903225806457,0.02458565032558009,0.0654565376599968
kalshi,30d,720.0,<=24h,10,12.5,10-15,282,29,0.10283687943262411,0.1200354609929078,-0.017198581560283685,0.07255930102269867,0.14378989377609896
kalshi,30d,720.0,<=24h,15,17.5,15-20,227,40,0.1762114537444934,0.16889867841409692,0.0073127753303964815,0.1321553120942869,0.2310443884796131
kalshi,30d,720.0,<=24h,20,22.5,20-25,209,51,0.24401913875598086,0.2185645933014354,0.025454545454545452,0.19075211897526523,0.30652660849154584
kalshi,30d,720.0,<=24h,25,27.5,25-30,160,41,0.25625,0.268625,-0.012375000000000025,0.19487319519495178,0.329057235171939
kalshi,30d,720.0,<=24h,30,32.5,30-35,161,53,0.32919254658385094,0.31763975155279506,0.011552795031055885,0.2613252647592849,0.4050210944121864
kalshi,30d,720.0,<=24h,35,37.5,35-40,146,55,0.3767123287671233,0.3678767123287671,0.008835616438356175,0.30222177132891903,0.4575245207555222
kalshi,30d,720.0,<=24h,40,42.5,40-45,131,53,0.40458015267175573,0.4194656488549618,-0.01488549618320606,0.3244106182615045,0.4901866573567022
kalshi,30d,720.0,<=24h,45,47.5,45-50,128,57,0.4453125,0.471875,-0.02656249999999999,0.36205379206482013,0.5317581762365354
kalshi,30d,720.0,<=24h,50,52.5,50-55,120,59,0.49166666666666664,0.5200833333333333,-0.0284166666666667,0.4038741586989492,0.5799761791519831
kalshi,30d,720.0,<=24h,55,57.5,55-60,121,67,0.5537190082644629,0.5701652892561984,-0.016446280991735507,0.46484853785152597,0.6392834181631359
kalshi,30d,720.0,<=24h,60,62.5,60-65,136,84,0.6176470588235294,0.6185294117647059,-0.0008823529411764452,0.5338050376414222,0.6950252961076197
kalshi,30d,720.0,<=24h,65,67.5,65-70,152,90,0.5921052631578947,0.6713815789473684,-0.0792763157894737,0.5126421793158427,0.6670274339324811
kalshi,30d,720.0,<=24h,70,72.5,70-75,127,87,0.6850393700787402,0.7196062992125983,-0.03456692913385817,0.5998293468067151,0.7593836252144159
kalshi,30d,720.0,<=24h,75,77.5,75-80,144,108,0.75,0.7705555555555555,-0.02055555555555555,0.6734017453693497,0.8136059709973562
kalshi,30d,720.0,<=24h,80,82.5,80-85,156,128,0.8205128205128205,0.820448717948718,6.410256410249726e-05,0.7528194163028651,0.8727999468666726
kalshi,30d,720.0,<=24h,85,87.5,85-90,171,151,0.8830409356725146,0.870701754385965,0.01233918128654965,0.8262504301633958,0.9229991763375741
kalshi,30d,720.0,<=24h,90,92.5,90-95,166,159,0.9578313253012049,0.9213253012048193,0.03650602409638559,0.9155255134669051,0.9794260178422676
kalshi,30d,720.0,<=24h,95,97.5,95-100,335,322,0.9611940298507463,0.9732238805970149,-0.012029850746268611,0.9347466965287532,0.9771838338429604
kalshi,7d,168.0,all,0,2.5,0-5,7187,66,0.009183247530262974,0.01679977737581745,-0.007616529845554474,0.00722516292961117,0.011665755207147677
kalshi,7d,168.0,all,5,7.5,5-10,2076,82,0.0394990366088632,0.06723025048169556,-0.027731213872832366,0.031935398573947546,0.04876382390530279
kalshi,7d,168.0,all,10,12.5,10-15,1183,111,0.09382924767540152,0.11814032121724428,-0.024311073541842768,0.07850241849236188,0.11178548513353055
kalshi,7d,168.0,all,15,17.5,15-20,889,138,0.15523059617547807,0.1688076490438695,-0.01357705286839142,0.13291430285938322,0.18051374529607905
kalshi,7d,168.0,all,20,22.5,20-25,849,157,0.18492343934040048,0.21756183745583038,-0.0326383981154299,0.16024750981891547,0.21243787513416382
kalshi,7d,168.0,all,25,27.5,25-30,709,188,0.2651622002820874,0.26819464033850493,-0.003032440056417507,0.23399813775315742,0.29885740827558155
kalshi,7d,168.0,all,30,32.5,30-35,575,162,0.2817391304347826,0.3180695652173913,-0.03633043478260872,0.24651183869323845,0.31986348747544047
kalshi,7d,168.0,all,35,37.5,35-40,520,168,0.3230769230769231,0.36817307692307694,-0.04509615384615384,0.28430557474580676,0.36444320732877455
kalshi,7d,168.0,all,40,42.5,40-45,483,197,0.4078674948240166,0.41927536231884055,-0.011407867494823976,0.3649337242713367,0.45225527518967884
kalshi,7d,168.0,all,45,47.5,45-50,543,233,0.429097605893186,0.46928176795580107,-0.04018416206261505,0.3881083612159431,0.47108303899940257
