platform,horizon_label,horizon_hours,freshness_filter,price_bucket_5c_floor,price_bucket_5c_mid,price_bucket_5c_label,market_count,wins,empirical_win_rate,avg_implied_probability,calibration_gap,empirical_win_rate_ci_low,empirical_win_rate_ci_high
kalshi,30d,720.0,<=1h,35,37.5,35-40,18,9,0.5,0.36611111111111116,0.13388888888888884,0.2903070395897999,0.7096929604102
kalshi,30d,720.0,<=1h,40,42.5,40-45,30,10,0.3333333333333333,0.41733333333333333,-0.08400000000000002,0.19230295526846194,0.5122027418616973
kalshi,30d,720.0,<=1h,45,47.5,45-50,25,12,0.48,0.4744,0.005599999999999994,0.30031003928960015,0.6650178204685269
kalshi,30d,720.0,<=1h,50,52.5,50-55,33,15,0.45454545454545453,0.5212121212121212,-0.06666666666666671,0.298426891258915,0.6201434205625044
kalshi,30d,720.0,<=1h,55,57.5,55-60,20,12,0.6,0.569,0.031000000000000028,0.3865779423152061,0.7811960325858074
kalshi,30d,720.0,<=1h,60,62.5,60-65,23,16,0.6956521739130435,0.6186956521739131,0.07695652173913037,0.49133870939427393,0.8439617197902755
kalshi,30d,720.0,<=1h,65,67.5,65-70,33,23,0.696969696969697,0.6696969696969697,0.027272727272727337,0.5266154602526555,0.8262465218545277
kalshi,30d,720.0,<=1h,70,72.5,70-75,33,23,0.696969696969697,0.7175757575757575,-0.020606060606060517,0.5266154602526555,0.8262465218545277
kalshi,30d,720.0,<=1h,75,77.5,75-80,20,16,0.8,0.772,0.028000000000000025,0.5839782779742401,0.9193436467288
kalshi,30d,720.0,<=1h,80,82.5,80-85,31,26,0.8387096774193549,0.8212903225806452,0.01741935483870971,0.6736529727502113,0.9290748009456006
kalshi,30d,720.0,<=1h,85,87.5,85-90,22,22,1.0,0.875,0.125,0.8513404742740388,1.0
kalshi,30d,720.0,<=1h,90,92.5,90-95,28,27,0.9642857142857143,0.9182142857142856,0.04607142857142865,0.8228742388150135,0.9936676435024582
kalshi,30d,720.0,<=1h,95,97.5,95-100,61,61,1.0,0.9745901639344262,0.025409836065573788,0.9407540837980555,1.0
kalshi,30d,720.0,<=6h,0,2.5,0-5,261,2,0.007662835249042145,0.022068965517241378,-0.014406130268199233,0.00210390324767175,0.027504738295046613
kalshi,30d,720.0,<=6h,5,7.5,5-10,161,7,0.043478260869565216,0.06869565217391305,-0.02521739130434783,0.021217725855230428,0.08701708865761099
kalshi,30d,720.0,<=6h,10,12.5,10-15,146,11,0.07534246575342465,0.11972602739726028,-0.044383561643835626,0.04258787980687761,0.12987157070619754
kalshi,30d,720.0,<=6h,15,17.5,15-20,102,20,0.19607843137254902,0.1692156862745098,0.02686274509803921,0.13066968570928417,0.2835492981307183
kalshi,30d,720.0,<=6h,20,22.5,20-25,103,24,0.23300970873786409,0.21922330097087378,0.013786407766990305,0.16187497360880482,0.32334426683686435
kalshi,30d,720.0,<=6h,25,27.5,25-30,83,18,0.21686746987951808,0.26783132530120485,-0.05096385542168677,0.14181449316941397,0.3169702367296206
kalshi,30d,720.0,<=6h,30,32.5,30-35,74,24,0.32432432432432434,0.317972972972973,0.006351351351351342,0.22863921647459506,0.43734914964326477
kalshi,30d,720.0,<=6h,35,37.5,35-40,65,33,0.5076923076923077,0.36769230769230765,0.14,0.3891624609220664,0.6253636395753072
kalshi,30d,720.0,<=6h,40,42.5,40-45,61,22,0.36065573770491804,0.4183606557377049,-0.05770491803278688,0.25173936505814554,0.48608326732600293
kalshi,30d,720.0,<=6h,45,47.5,45-50,63,32,0.5079365079365079,0.4719047619047619,0.036031746031746026,0.38762677115387556,0.6273339718564653
kalshi,30d,720.0,<=6h,50,52.5,50-55,58,27,0.46551724137931033,0.5196551724137931,-0.05413793103448278,0.34331815357826717,0.5920004668972703
kalshi,30d,720.0,<=6h,55,57.5,55-60,52,30,0.5769230769230769,0.5696153846153846,0.007307692307692237,0.4419408497943149,0.7013215209113954
kalshi,30d,720.0,<=6h,60,62.5,60-65,60,40,0.6666666666666666,0.6203333333333333,0.04633333333333334,0.540566298666634,0.7727090578407216
kalshi,30d,720.0,<=6h,65,67.5,65-70,74,52,0.7027027027027027,0.67,0.0327027027027027,0.5906687497464007,0.7947292893483764
kalshi,30d,720.0,<=6h,70,72.5,70-75,61,40,0.6557377049180327,0.7178688524590164,-0.0621311475409837,0.5304951542045838,0.7625266096013678
kalshi,30d,720.0,<=6h,75,77.5,75-80,67,56,0.835820895522388,0.7716417910447761,0.06417910447761188,0.7294451400759889,0.9057748436623794
kalshi,30d,720.0,<=6h,80,82.5,80-85,68,54,0.7941176470588235,0.8192647058823529,-0.02514705882352941,0.6835749340049412,0.8732055385903238
kalshi,30d,720.0,<=6h,85,87.5,85-90,69,66,0.9565217391304348,0.8727536231884058,0.08376811594202904,0.8797860261535665,0.9851043661497328
kalshi,30d,720.0,<=6h,90,92.5,90-95,82,78,0.9512195121951219,0.9195121951219513,0.03170731707317065,0.8811836534035687,0.9808692440261156
kalshi,30d,720.0,<=6h,95,97.5,95-100,147,147,1.0,0.9747619047619048,0.02523809523809517,0.9745322245322244,0.9999999999999999
kalshi,30d,720.0,<=24h,0,2.5,0-5,687,7,0.010189228529839884,0.020902474526928675,-0.010713245997088791,0.004944187503337838,0.020881703699508085
