platform,liquidity_quintile,liquidity_quintile_label,price_bucket_5c_floor,price_bucket_5c_mid,price_bucket_5c_label,market_count,wins,empirical_win_rate,avg_implied_probability,calibration_gap,empirical_win_rate_ci_low,empirical_win_rate_ci_high
polymarket,2,Q2 Low-Mid,65,67.5,65-70,459,315,0.6862745098039216,0.6712888640118162,0.014985645792105373,0.6424270989647719,0.7270297519319496
polymarket,2,Q2 Low-Mid,70,72.5,70-75,382,274,0.7172774869109948,0.7193925985334877,-0.0021151116224928934,0.6701281095108497,0.7601002536309164
polymarket,2,Q2 Low-Mid,75,77.5,75-80,354,285,0.8050847457627118,0.7705292643217116,0.03455548144100018,0.7606346025991739,0.8429844288381994
polymarket,2,Q2 Low-Mid,80,82.5,80-85,353,279,0.7903682719546742,0.8208254142033793,-0.030457142248705105,0.7448928278107708,0.8295917614299454
polymarket,2,Q2 Low-Mid,85,87.5,85-90,347,302,0.8703170028818443,0.8732785449180043,-0.0029615420361599476,0.830874587100792,0.901649720164937
polymarket,2,Q2 Low-Mid,90,92.5,90-95,477,427,0.8951781970649895,0.9236015328242965,-0.028423335759307,0.8644594250732337,0.9195825546556416
polymarket,2,Q2 Low-Mid,95,97.5,95-100,11860,11752,0.990893760539629,0.9929207082578516,-0.002026947718222649,0.9890180983617424,0.9924515126283436
polymarket,3,Q3 Mid,0,2.5,0-5,22318,72,0.0032260955282731427,0.006162300866077932,-0.0029362053378047897,0.0025627709115439014,0.004060410215231946
polymarket,3,Q3 Mid,5,7.5,5-10,1112,65,0.05845323741007194,0.06943867876799499,-0.010985441357923051,0.04612458165228351,0.07382219215503823
polymarket,3,Q3 Mid,10,12.5,10-15,1024,111,0.1083984375,0.12074957438831894,-0.012351136888318945,0.09079982778236222,0.12892430091606757
polymarket,3,Q3 Mid,15,17.5,15-20,846,131,0.15484633569739953,0.17099106983686022,-0.016144734139460687,0.13203422597173758,0.1807788912020981
polymarket,3,Q3 Mid,20,22.5,20-25,1045,201,0.1923444976076555,0.22070416459588008,-0.028359666988224563,0.16959113997719893,0.2173515594733187
polymarket,3,Q3 Mid,25,27.5,25-30,1392,385,0.2765804597701149,0.2717952324886402,0.004785227281474735,0.2537210353341471,0.30066966343855034
polymarket,3,Q3 Mid,30,32.5,30-35,1064,337,0.3167293233082707,0.3200904573882148,-0.0033611340799440947,0.2894783535943107,0.34529893921765703
polymarket,3,Q3 Mid,35,37.5,35-40,868,307,0.35368663594470046,0.3719621066320058,-0.01827547068730534,0.32258762177466327,0.3860750527295127
polymarket,3,Q3 Mid,40,42.5,40-45,1174,484,0.4122657580919932,0.4233192597670376,-0.01105350167504443,0.3844384514167106,0.44066536559909186
polymarket,3,Q3 Mid,45,47.5,45-50,1571,747,0.475493316359007,0.4713814115368624,0.004111904822144574,0.45088778398082663,0.5002184098103457
polymarket,3,Q3 Mid,50,52.5,50-55,1773,904,0.5098702763677383,0.5200953810144946,-0.0102251046467563,0.4866045939796019,0.5330932789202673
polymarket,3,Q3 Mid,55,57.5,55-60,1116,650,0.5824372759856631,0.5693311855721224,0.013106090413540716,0.5532687007684814,0.6110402514976249
polymarket,3,Q3 Mid,60,62.5,60-65,650,404,0.6215384615384615,0.6204763401041848,0.0010621214342766416,0.5836413406624449,0.6580074011734981
polymarket,3,Q3 Mid,65,67.5,65-70,478,318,0.6652719665271967,0.6722220179265128,-0.006950051399316148,0.6217980586416161,0.7061105320653716
polymarket,3,Q3 Mid,70,72.5,70-75,431,300,0.6960556844547564,0.7191302331664471,-0.02307454871169068,0.6510565331760413,0.7375907351625907
polymarket,3,Q3 Mid,75,77.5,75-80,415,332,0.8,0.7710410457918431,0.028958954208156973,0.7588415696227542,0.8356552520874103
polymarket,3,Q3 Mid,80,82.5,80-85,376,306,0.8138297872340425,0.8205012960758374,-0.006671508841794904,0.7713823080706448,0.849929312352184
polymarket,3,Q3 Mid,85,87.5,85-90,376,323,0.8590425531914894,0.8722499633799656,-0.013207410188476265,0.8202284023047963,0.8905942142806436
polymarket,3,Q3 Mid,90,92.5,90-95,445,412,0.9258426966292135,0.9229210452460418,0.002921651383171686,0.8976842188739639,0.9467116659994527
