platform,horizon_label,horizon_hours,price_bucket_5c_floor,price_bucket_5c_mid,price_bucket_5c_label,market_count,wins,empirical_win_rate,avg_implied_probability,calibration_gap,empirical_win_rate_ci_low,empirical_win_rate_ci_high
polymarket,1d,24.0,45,47.5,45-50,5931,2863,0.4827179227786208,0.47783236771333215,0.004885555065288649,0.4700156979939802,0.4954425208066699
polymarket,1d,24.0,50,52.5,50-55,7529,3773,0.5011289679904369,0.5144536743097258,-0.013324706319288837,0.48983705050552107,0.5124197339727293
polymarket,1d,24.0,55,57.5,55-60,2657,1505,0.5664283025969138,0.5699062619910503,-0.0034779593941365317,0.547502187996294,0.5851626049774779
polymarket,1d,24.0,60,62.5,60-65,2099,1233,0.5874225821819914,0.6206630417957534,-0.033240459613761986,0.5662205665362856,0.6083051799583623
polymarket,1d,24.0,65,67.5,65-70,1774,1143,0.6443066516347238,0.6723298250031066,-0.02802317336838278,0.6217393820959529,0.666250279075211
polymarket,1d,24.0,70,72.5,70-75,1632,1108,0.678921568627451,0.7209950083358149,-0.04207343970836386,0.6558718520769853,0.701130928632345
polymarket,1d,24.0,75,77.5,75-80,1518,1110,0.7312252964426877,0.7704907177015161,-0.03926542125882837,0.7083603282694779,0.7529228959504408
polymarket,1d,24.0,80,82.5,80-85,1481,1169,0.7893315327481432,0.8200224617978901,-0.030690929049746907,0.7678277123723004,0.809338229099167
polymarket,1d,24.0,85,87.5,85-90,1178,966,0.8200339558573854,0.8728766968680489,-0.05284274101066355,0.7970667933532305,0.8409205646818902
polymarket,1d,24.0,90,92.5,90-95,1541,1325,0.8598312783906554,0.9228849196704947,-0.06305364127983926,0.8416014055271943,0.8762715466253113
polymarket,1d,24.0,95,97.5,95-100,18454,18162,0.9841768722228244,0.9943802515084308,-0.01020337928560644,0.9822729688021306,0.9858792337825966
polymarket,6h,6.0,0,2.5,0-5,62403,433,0.006938768969440572,0.005349212479462052,0.0015895564899785193,0.0063171314821239815,0.007621109545603338
polymarket,6h,6.0,5,7.5,5-10,5296,407,0.07685045317220544,0.06850003396980875,0.008350419202396694,0.06997954883956958,0.08433479897037252
polymarket,6h,6.0,10,12.5,10-15,4157,476,0.11450565311522733,0.12071678185512125,-0.00621112873989392,0.10517956135116797,0.12454357927499767
polymarket,6h,6.0,15,17.5,15-20,3891,639,0.16422513492675406,0.17119834475173806,-0.006973209824984006,0.15291635953933952,0.17619628011203942
polymarket,6h,6.0,20,22.5,20-25,4539,979,0.21568627450980393,0.22056860199954645,-0.004882327489742516,0.20396380953568566,0.22788959252878432
polymarket,6h,6.0,25,27.5,25-30,6065,1644,0.27106347897774113,0.2715987736100213,-0.0005352946322801921,0.2600238087702283,0.28239298457629775
polymarket,6h,6.0,30,32.5,30-35,4826,1485,0.30770824699544136,0.3215139843581148,-0.013805737362673431,0.29484350881281074,0.3208788784389782
polymarket,6h,6.0,35,37.5,35-40,3953,1468,0.37136352137617,0.3711206253795152,0.00024289599665483497,0.35643287987002026,0.38654394285646965
polymarket,6h,6.0,40,42.5,40-45,6003,2484,0.41379310344827586,0.42337940151281955,-0.009586298064543697,0.40139293227147915,0.42630353969808304
polymarket,6h,6.0,45,47.5,45-50,15473,7422,0.4796742713113165,0.4801020667042591,-0.00042779539294257596,0.47180839002661606,0.48755024293891086
polymarket,6h,6.0,50,52.5,50-55,23359,11730,0.5021619076159082,0.5116872074829932,-0.009525299867085057,0.4957500589519984,0.5085730453060041
polymarket,6h,6.0,55,57.5,55-60,5119,2851,0.5569447157647978,0.5689718701817291,-0.012027154416931363,0.5432989174866628,0.5705051087787597
polymarket,6h,6.0,60,62.5,60-65,3232,1882,0.5823019801980198,0.6206109787796129,-0.03830899858159309,0.5652110790241425,0.5991974630997983
polymarket,6h,6.0,65,67.5,65-70,2598,1690,0.6505003849114703,0.6720768147914699,-0.021576429879999526,0.6319552509698599,0.6686010934286614
polymarket,6h,6.0,70,72.5,70-75,2253,1536,0.681757656458056,0.7202344697925787,-0.038476813334522686,0.6622281612874219,0.700668375181952
polymarket,6h,6.0,75,77.5,75-80,2110,1575,0.7464454976303317,0.769368683567843,-0.022923185937511303,0.7274460274590608,0.7645492100270403
polymarket,6h,6.0,80,82.5,80-85,1928,1534,0.7956431535269709,0.8207922940895708,-0.02514914056259987,0.7770642147162028,0.8130462788149437
polymarket,6h,6.0,85,87.5,85-90,1495,1235,0.8260869565217391,0.8719289420899133,-0.045841985568174204,0.8060437754380246,0.8444585858521877
polymarket,6h,6.0,90,92.5,90-95,1843,1583,0.8589256646771568,0.9227805146387947,-0.06385484996163793,0.8422854496505556,0.8740726830664027
polymarket,6h,6.0,95,97.5,95-100,20912,20483,0.9794854628921194,0.9943300985570432,-0.014844635664923889,0.9774742861482761,0.9813205060249444
polymarket,1h,1.0,0,2.5,0-5,73746,399,0.005410462940362867,0.004904623710288526,0.0005058392300743408,0.004906161978456901,0.005966289847934548
polymarket,1h,1.0,5,7.5,5-10,5428,373,0.0687177597641857,0.06799050600172801,0.0007272537624576914,0.06228830599591994,0.07575725114992911
polymarket,1h,1.0,10,12.5,10-15,4338,436,0.10050714615029968,0.12034401255276742,-0.019836866402467734,0.09190994647700695,0.10981127707016253
polymarket,1h,1.0,15,17.5,15-20,3921,642,0.1637337413925019,0.17124618977613104,-0.007512448383629133,0.15248145521008705,0.17564429641260265
polymarket,1h,1.0,20,22.5,20-25,4533,980,0.21619236708581513,0.22047912608158513,-0.004286758995769996,0.20445172442220824,0.2284136416509648
polymarket,1h,1.0,25,27.5,25-30,6137,1687,0.27489001140622454,0.27149247805903487,0.003397533347189674,0.26386328167917394,0.28619839064925745
polymarket,1h,1.0,30,32.5,30-35,4880,1522,0.31188524590163935,0.32107768280641386,-0.009192436904774504,0.29903956179683183,0.3250268698417372
polymarket,1h,1.0,35,37.5,35-40,4151,1505,0.3625632377740304,0.3718340205414292,-0.009270782767398844,0.3480717163366661,0.3773089094855072
polymarket,1h,1.0,40,42.5,40-45,6789,2784,0.41007512152010606,0.424443379572091,-0.014368258051984939,0.39842924639312205,0.42182270825278045
polymarket,1h,1.0,45,47.5,45-50,24002,11502,0.4792100658278477,0.4779375396358621,0.0012725261919855901,0.4728937588918382,0.48553302669521664
polymarket,1h,1.0,50,52.5,50-55,41954,21094,0.5027887686513801,0.5115473110451202,-0.008758542393740076,0.4980042755886477,0.50757275104277
polymarket,1h,1.0,55,57.5,55-60,6975,3910,0.560573476702509,0.5661876461198188,-0.0056141694173097445,0.5488955060436042,0.5721847603432989
polymarket,1h,1.0,60,62.5,60-65,3315,1933,0.583107088989442,0.6204665664225935,-0.03735947743315149,0.5662361295593742,0.5997856534627503
polymarket,1h,1.0,65,67.5,65-70,2431,1601,0.6585767174002468,0.671993038655527,-0.01341632125528014,0.639489649396871,0.6771633928379913
polymarket,1h,1.0,70,72.5,70-75,2190,1516,0.6922374429223744,0.7196588380042425,-0.027421395081868027,0.6725831456806095,0.711218492505119
polymarket,1h,1.0,75,77.5,75-80,1978,1468,0.7421638018200202,0.7700569292412446,-0.027893127421224406,0.7224292420973685,0.7609595413452638
polymarket,1h,1.0,80,82.5,80-85,1988,1585,0.7972837022132797,0.8197996030652781,-0.022515900851998394,0.7790455566091119,0.8143751250354527
polymarket,1h,1.0,85,87.5,85-90,1556,1336,0.8586118251928021,0.8718195647617157,-0.013207739568913635,0.8404150622225472,0.8750421995917295
polymarket,1h,1.0,90,92.5,90-95,2045,1799,0.8797066014669926,0.9222933950058528,-0.04258679353886019,0.864890536542505,0.893098758481571
polymarket,1h,1.0,95,97.5,95-100,29943,29498,0.9851384296830645,0.9945258800634647,-0.00938745038040012,0.9837043387027907,0.98644805292705
