platform,close_month,price_bucket_5c_floor,price_bucket_5c_mid,price_bucket_5c_label,market_count,wins,empirical_win_rate,avg_implied_probability,calibration_gap,empirical_win_rate_ci_low,empirical_win_rate_ci_high
kalshi,2025-11,15,17.5,15-20,7972,775,0.097215253386854,0.1681886603110888,-0.07097340692423482,0.09090465975274929,0.10391385319264322
kalshi,2025-11,20,22.5,20-25,5599,810,0.14466869083764958,0.2183407751384176,-0.07367208430076802,0.13569811192472367,0.15412653705339488
kalshi,2025-11,25,27.5,25-30,4019,768,0.19109231152027867,0.2695297337646181,-0.07843742224433942,0.1792341572903355,0.20354044661154316
kalshi,2025-11,30,32.5,30-35,3147,676,0.2148077534159517,0.3182395932634255,-0.10343183984747378,0.200811034972508,0.2294999016356669
kalshi,2025-11,35,37.5,35-40,2442,671,0.2747747747747748,0.36959049959049955,-0.09481572481572476,0.2574334051071858,0.29282365160490864
kalshi,2025-11,40,42.5,40-45,1958,608,0.3105209397344229,0.4193871297242084,-0.10886618998978548,0.29041331740138554,0.331370622749542
kalshi,2025-11,45,47.5,45-50,1736,656,0.3778801843317972,0.46820852534562213,-0.09032834101382492,0.3553650014971013,0.40093465244840726
kalshi,2025-11,50,52.5,50-55,1203,514,0.42726517040731504,0.5164837905236908,-0.08921862011637571,0.39958595430540245,0.4554074433368398
kalshi,2025-11,55,57.5,55-60,699,350,0.5007153075822603,0.5679113018597998,-0.06719599427753942,0.463745870656742,0.5376769250343497
kalshi,2025-11,60,62.5,60-65,565,308,0.5451327433628319,0.6193451327433628,-0.07421238938053087,0.5039050909746071,0.5857507991712613
kalshi,2025-11,65,67.5,65-70,429,253,0.5897435897435898,0.6692307692307692,-0.07948717948717943,0.5426007932680159,0.6352933832621512
kalshi,2025-11,70,72.5,70-75,337,226,0.6706231454005934,0.7180118694362018,-0.04738872403560834,0.618767036194211,0.7186330933674385
kalshi,2025-11,75,77.5,75-80,384,279,0.7265625,0.7686979166666668,-0.04213541666666676,0.6799013618369028,0.7687354012127547
kalshi,2025-11,80,82.5,80-85,445,365,0.8202247191011236,0.8171910112359551,0.0030337078651685445,0.7818528127255531,0.8531150690394171
kalshi,2025-11,85,87.5,85-90,510,463,0.907843137254902,0.8704117647058824,0.037431372549019515,0.8795989941777217,0.929989018937604
kalshi,2025-11,90,92.5,90-95,997,924,0.9267803410230692,0.922998996990973,0.003781344032096179,0.9089203118436574,0.9413640888047569
kalshi,2025-11,95,97.5,95-100,18846,18651,0.989652976758994,0.9862904595139552,0.0033625172450387764,0.9881051302177872,0.9910012406283213
polymarket,2020-11,0,2.5,0-5,1,0,0.0,0.04433711107804882,-0.04433711107804882,0.0,0.7934567085261071
polymarket,2020-11,15,17.5,15-20,1,0,0.0,0.17918634060710026,-0.17918634060710026,0.0,0.7934567085261071
polymarket,2020-11,60,62.5,60-65,1,0,0.0,0.6198084545454545,-0.6198084545454545,0.0,0.7934567085261071
polymarket,2020-12,0,2.5,0-5,1,0,0.0,0.013498983261918139,-0.013498983261918139,0.0,0.7934567085261071
polymarket,2020-12,95,97.5,95-100,1,1,1.0,0.9987906662912858,0.001209333708714233,0.20654329147389294,1.0
polymarket,2021-01,0,2.5,0-5,7,0,0.0,0.00456027674915427,-0.00456027674915427,0.0,0.35433884297520657
polymarket,2021-01,40,42.5,40-45,1,0,0.0,0.4271660140294808,-0.4271660140294808,0.0,0.7934567085261071
polymarket,2021-01,75,77.5,75-80,1,0,0.0,0.7535715145144656,-0.7535715145144656,0.0,0.7934567085261071
polymarket,2021-01,90,92.5,90-95,1,1,1.0,0.9483075739647429,0.051692426035257144,0.20654329147389294,1.0
polymarket,2021-01,95,97.5,95-100,4,4,1.0,0.9815722862028121,0.018427713797187883,0.5100999795960008,1.0
polymarket,2021-02,0,2.5,0-5,10,0,0.0,0.006778791329518099,-0.006778791329518099,0.0,0.2775401687666166
polymarket,2021-02,10,12.5,10-15,2,0,0.0,0.13703577488350105,-0.13703577488350105,0.0,0.6576280471103807
polymarket,2021-02,25,27.5,25-30,1,0,0.0,0.2912709241628704,-0.2912709241628704,0.0,0.7934567085261071
polymarket,2021-02,30,32.5,30-35,2,0,0.0,0.3217238569761329,-0.3217238569761329,0.0,0.6576280471103807
polymarket,2021-02,35,37.5,35-40,1,0,0.0,0.3986650461729869,-0.3986650461729869,0.0,0.7934567085261071
polymarket,2021-02,40,42.5,40-45,3,2,0.6666666666666666,0.4140921465575326,0.252574520109134,0.2076549551264879,0.9385096847238394
polymarket,2021-02,50,52.5,50-55,1,1,1.0,0.5340363073982624,0.46596369260173764,0.20654329147389294,1.0
polymarket,2021-02,55,57.5,55-60,2,2,1.0,0.5546746059582166,0.4453253940417834,0.34237195288961925,1.0
polymarket,2021-02,60,62.5,60-65,2,1,0.5,0.6301082037998873,-0.1301082037998873,0.09452865480086614,0.9054713451991339
polymarket,2021-02,65,67.5,65-70,1,0,0.0,0.685782276128519,-0.685782276128519,0.0,0.7934567085261071
polymarket,2021-02,95,97.5,95-100,2,2,1.0,0.9929129407085313,0.007087059291468689,0.34237195288961925,1.0
polymarket,2021-03,0,2.5,0-5,6,0,0.0,0.012966366685840747,-0.012966366685840747,0.0,0.3903430336530645
polymarket,2021-03,5,7.5,5-10,1,0,0.0,0.05200515989252594,-0.05200515989252594,0.0,0.7934567085261071
polymarket,2021-03,15,17.5,15-20,1,0,0.0,0.18166898391683048,-0.18166898391683048,0.0,0.7934567085261071
polymarket,2021-03,25,27.5,25-30,1,1,1.0,0.29407207899627097,0.705927921003729,0.20654329147389294,1.0
polymarket,2021-03,75,77.5,75-80,2,2,1.0,0.7833994110273999,0.21660058897260015,0.34237195288961925,1.0
polymarket,2021-03,80,82.5,80-85,1,0,0.0,0.812684236241967,-0.812684236241967,0.0,0.7934567085261071
polymarket,2021-03,85,87.5,85-90,1,1,1.0,0.8713224393939395,0.1286775606060605,0.20654329147389294,1.0
polymarket,2021-03,95,97.5,95-100,15,15,1.0,0.9926470842405694,0.007352915759430645,0.7961107336956521,1.0
polymarket,2021-04,0,2.5,0-5,17,0,0.0,0.007694707738321827,-0.007694707738321827,0.0,0.18432366037156456
polymarket,2021-04,5,7.5,5-10,1,0,0.0,0.06231778783437789,-0.06231778783437789,0.0,0.7934567085261071
polymarket,2021-04,10,12.5,10-15,2,0,0.0,0.11515384844996973,-0.11515384844996973,0.0,0.6576280471103807
polymarket,2021-04,15,17.5,15-20,2,0,0.0,0.1722086477531679,-0.1722086477531679,0.0,0.6576280471103807
polymarket,2021-04,20,22.5,20-25,1,0,0.0,0.23336040150494766,-0.23336040150494766,0.0,0.7934567085261071
polymarket,2021-04,25,27.5,25-30,1,1,1.0,0.29658440244342466,0.7034155975565753,0.20654329147389294,1.0
polymarket,2021-04,30,32.5,30-35,1,0,0.0,0.3146724309083286,-0.3146724309083286,0.0,0.7934567085261071
polymarket,2021-04,40,42.5,40-45,1,1,1.0,0.4360897148871772,0.5639102851128228,0.20654329147389294,1.0
polymarket,2021-04,45,47.5,45-50,2,1,0.5,0.4598373920757325,0.04016260792426751,0.09452865480086614,0.9054713451991339
polymarket,2021-04,55,57.5,55-60,2,2,1.0,0.5809845830168174,0.41901541698318256,0.34237195288961925,1.0
polymarket,2021-04,60,62.5,60-65,2,1,0.5,0.6137511084015607,-0.11375110840156066,0.09452865480086614,0.9054713451991339
polymarket,2021-04,65,67.5,65-70,2,0,0.0,0.6698687232586857,-0.6698687232586857,0.0,0.6576280471103807
polymarket,2021-04,70,72.5,70-75,3,3,1.0,0.7108657539319957,0.2891342460680043,0.43849391955098227,1.0
polymarket,2021-04,75,77.5,75-80,4,4,1.0,0.7691296567153276,0.23087034328467237,0.5100999795960008,1.0
polymarket,2021-04,80,82.5,80-85,2,1,0.5,0.8316119386204491,-0.33161193862044913,0.09452865480086614,0.9054713451991339
polymarket,2021-04,85,87.5,85-90,1,1,1.0,0.8843756707196533,0.11562432928034672,0.20654329147389294,1.0
polymarket,2021-04,90,92.5,90-95,4,3,0.75,0.9289165131648126,-0.1789165131648126,0.3006360524426366,0.9544139373553637
polymarket,2021-04,95,97.5,95-100,15,14,0.9333333333333333,0.9911288153259528,-0.05779548199261941,0.7018292244757601,0.9881334113938051
polymarket,2021-05,0,2.5,0-5,14,0,0.0,0.009659599493636763,-0.009659599493636763,0.0,0.21531701192718142
polymarket,2021-05,15,17.5,15-20,1,0,0.0,0.1874518251776685,-0.1874518251776685,0.0,0.7934567085261071
polymarket,2021-05,20,22.5,20-25,2,0,0.0,0.2184936920657706,-0.2184936920657706,0.0,0.6576280471103807
polymarket,2021-05,25,27.5,25-30,2,1,0.5,0.29180157871015544,0.20819842128984456,0.09452865480086614,0.9054713451991339
polymarket,2021-05,30,32.5,30-35,4,1,0.25,0.3337702218659471,-0.08377022186594713,0.045586062644636216,0.6993639475573634
polymarket,2021-05,35,37.5,35-40,11,3,0.2727272727272727,0.38121930048490077,-0.10849202775762806,0.09745880573921467,0.5656502930102463
polymarket,2021-05,40,42.5,40-45,5,0,0.0,0.4153011882027828,-0.4153011882027828,0.0,0.43449149475208104
polymarket,2021-05,45,47.5,45-50,4,2,0.5,0.47178030511782754,0.028219694882172464,0.15003570882017148,0.8499642911798285
polymarket,2021-05,50,52.5,50-55,6,4,0.6666666666666666,0.5324383821316383,0.13422828453502833,0.29998832134152864,0.9032306674407831
polymarket,2021-05,55,57.5,55-60,5,4,0.8,0.5646290437002299,0.23537095629977012,0.3755282641185388,0.9637768390302125
polymarket,2021-05,60,62.5,60-65,1,1,1.0,0.6259300499008336,0.37406995009916644,0.20654329147389294,1.0
polymarket,2021-05,65,67.5,65-70,2,0,0.0,0.6684348995030542,-0.6684348995030542,0.0,0.6576280471103807
polymarket,2021-05,70,72.5,70-75,5,3,0.6,0.72007239297343,-0.12007239297342998,0.23071993220883708,0.8823817688407467
polymarket,2021-05,75,77.5,75-80,4,3,0.75,0.7683641089792271,-0.018364108979227134,0.3006360524426366,0.9544139373553637
polymarket,2021-05,80,82.5,80-85,4,4,1.0,0.8273556541730781,0.1726443458269219,0.5100999795960008,1.0
polymarket,2021-05,85,87.5,85-90,1,1,1.0,0.8581621842177034,0.1418378157822966,0.20654329147389294,1.0
polymarket,2021-05,95,97.5,95-100,15,15,1.0,0.9929766657177336,0.007023334282266425,0.7961107336956521,1.0
polymarket,2021-06,0,2.5,0-5,22,0,0.0,0.007183140031605248,-0.007183140031605248,1.3877787807814457e-17,0.14865952572596125
polymarket,2021-06,5,7.5,5-10,2,0,0.0,0.0714846959716275,-0.0714846959716275,0.0,0.6576280471103807
polymarket,2021-06,10,12.5,10-15,5,0,0.0,0.13998248442527914,-0.13998248442527914,0.0,0.43449149475208104
polymarket,2021-06,15,17.5,15-20,4,1,0.25,0.18899989165579417,0.06100010834420583,0.045586062644636216,0.6993639475573634
polymarket,2021-06,20,22.5,20-25,5,1,0.2,0.21101279321637642,-0.01101279321637641,0.03622316096978745,0.6244717358814613
polymarket,2021-06,25,27.5,25-30,9,1,0.1111111111111111,0.27206425766486003,-0.16095314655374893,0.019890371327130535,0.4350062147680601
polymarket,2021-06,30,32.5,30-35,6,1,0.16666666666666666,0.3157925140608637,-0.14912584739419707,0.03005258587173032,0.563509436563646
polymarket,2021-06,35,37.5,35-40,4,2,0.5,0.3811594627788075,0.11884053722119248,0.15003570882017148,0.8499642911798285
polymarket,2021-06,40,42.5,40-45,10,3,0.3,0.42344383139089264,-0.12344383139089266,0.10778928748621183,0.6032267800204347
polymarket,2021-06,45,47.5,45-50,9,3,0.3333333333333333,0.4691713145051786,-0.1358379811718453,0.12058159868274293,0.6458026525009102
polymarket,2021-06,50,52.5,50-55,7,3,0.42857142857142855,0.5297894891437015,-0.10121806057227295,0.15821692226262685,0.7495457695909742
polymarket,2021-06,55,57.5,55-60,11,6,0.5454545454545454,0.5725911077162252,-0.02713656226167982,0.28008775568998817,0.7872904245601196
polymarket,2021-06,60,62.5,60-65,8,5,0.625,0.6241458759724039,0.0008541240275961037,0.30573785458380187,0.863158240538479
polymarket,2021-06,65,67.5,65-70,7,5,0.7142857142857143,0.6745204092868932,0.03976530499882114,0.35892909014821267,0.9177828342909844
polymarket,2021-06,70,72.5,70-75,6,3,0.5,0.729992449590663,-0.229992449590663,0.18761280689940868,0.8123871931005913
polymarket,2021-06,75,77.5,75-80,4,2,0.5,0.77798336769855,-0.27798336769855003,0.15003570882017148,0.8499642911798285
polymarket,2021-06,85,87.5,85-90,1,1,1.0,0.8613238434263346,0.1386761565736654,0.20654329147389294,1.0
polymarket,2021-06,95,97.5,95-100,18,18,1.0,0.9974395362198498,0.0025604637801501795,0.8241154494176252,1.0
polymarket,2021-07,0,2.5,0-5,35,0,0.0,0.0029959424864543765,-0.0029959424864543765,0.0,0.09890426758938868
polymarket,2021-07,10,12.5,10-15,1,0,0.0,0.10493333333333339,-0.10493333333333339,0.0,0.7934567085261071
polymarket,2021-07,15,17.5,15-20,1,0,0.0,0.18128675681331388,-0.18128675681331388,0.0,0.7934567085261071
polymarket,2021-07,25,27.5,25-30,1,1,1.0,0.2513484783023803,0.7486515216976197,0.20654329147389294,1.0
polymarket,2021-07,30,32.5,30-35,2,0,0.0,0.34027087185635446,-0.34027087185635446,0.0,0.6576280471103807
polymarket,2021-07,35,37.5,35-40,4,3,0.75,0.38059725575219017,0.36940274424780983,0.3006360524426366,0.9544139373553637
polymarket,2021-07,40,42.5,40-45,4,2,0.5,0.42670091167526875,0.07329908832473125,0.15003570882017148,0.8499642911798285
polymarket,2021-07,45,47.5,45-50,3,1,0.3333333333333333,0.4676387448481338,-0.13430541151480047,0.0614903152761605,0.7923450448735121
polymarket,2021-07,50,52.5,50-55,2,1,0.5,0.5256228031499504,-0.025622803149950357,0.09452865480086614,0.9054713451991339
polymarket,2021-07,55,57.5,55-60,2,1,0.5,0.5776915328381506,-0.07769153283815056,0.09452865480086614,0.9054713451991339
polymarket,2021-07,60,62.5,60-65,2,2,1.0,0.6284829309648104,0.37151706903518955,0.34237195288961925,1.0
polymarket,2021-07,65,67.5,65-70,1,1,1.0,0.6572712844471491,0.3427287155528509,0.20654329147389294,1.0
polymarket,2021-07,70,72.5,70-75,1,1,1.0,0.7247467082729258,0.27525329172707425,0.20654329147389294,1.0
polymarket,2021-07,75,77.5,75-80,1,1,1.0,0.7940361532600941,0.20596384673990586,0.20654329147389294,1.0
polymarket,2021-07,90,92.5,90-95,1,0,0.0,0.9470734836824408,-0.9470734836824408,0.0,0.7934567085261071
polymarket,2021-07,95,97.5,95-100,21,21,1.0,0.9954345348028458,0.004565465197154173,0.8453561767357979,0.9999999999999999
polymarket,2021-08,0,2.5,0-5,24,0,0.0,0.008792182314151934,-0.008792182314151934,0.0,0.13798057582897535
polymarket,2021-08,15,17.5,15-20,1,0,0.0,0.18762320256474496,-0.18762320256474496,0.0,0.7934567085261071
polymarket,2021-08,20,22.5,20-25,3,1,0.3333333333333333,0.2192571310500218,0.11407620228331153,0.0614903152761605,0.7923450448735121
polymarket,2021-08,25,27.5,25-30,1,0,0.0,0.28911114118170983,-0.28911114118170983,0.0,0.7934567085261071
polymarket,2021-08,35,37.5,35-40,1,1,1.0,0.3856262457843937,0.6143737542156062,0.20654329147389294,1.0
polymarket,2021-08,40,42.5,40-45,2,0,0.0,0.4413746285702216,-0.4413746285702216,0.0,0.6576280471103807
polymarket,2021-08,45,47.5,45-50,2,0,0.0,0.48524943393046144,-0.48524943393046144,0.0,0.6576280471103807
polymarket,2021-08,50,52.5,50-55,1,1,1.0,0.5499645547844442,0.45003544521555583,0.20654329147389294,1.0
polymarket,2021-08,55,57.5,55-60,1,1,1.0,0.5551146152219907,0.4448853847780093,0.20654329147389294,1.0
polymarket,2021-08,60,62.5,60-65,2,1,0.5,0.6325822401447027,-0.13258224014470266,0.09452865480086614,0.9054713451991339
polymarket,2021-08,65,67.5,65-70,2,2,1.0,0.6595664370315403,0.3404335629684597,0.34237195288961925,1.0
polymarket,2021-08,90,92.5,90-95,1,1,1.0,0.9198583094911804,0.08014169050881959,0.20654329147389294,1.0
polymarket,2021-08,95,97.5,95-100,15,15,1.0,0.9900488965022842,0.009951103497715774,0.7961107336956521,1.0
polymarket,2021-09,0,2.5,0-5,14,0,0.0,0.002385113913010359,-0.002385113913010359,0.0,0.21531701192718142
polymarket,2021-09,5,7.5,5-10,1,0,0.0,0.05546379255955885,-0.05546379255955885,0.0,0.7934567085261071
polymarket,2021-09,15,17.5,15-20,1,0,0.0,0.16265372810477502,-0.16265372810477502,0.0,0.7934567085261071
polymarket,2021-09,35,37.5,35-40,2,1,0.5,0.3843643658497815,0.11563563415021849,0.09452865480086614,0.9054713451991339
polymarket,2021-09,40,42.5,40-45,1,0,0.0,0.42456994748566496,-0.42456994748566496,0.0,0.7934567085261071
polymarket,2021-09,45,47.5,45-50,12,5,0.4166666666666667,0.4836780160857402,-0.0670113494190735,0.19325746190524656,0.6804926643446272
polymarket,2021-09,50,52.5,50-55,13,6,0.46153846153846156,0.5219190620479705,-0.060380600509508886,0.2320575430148814,0.7085656756816796
polymarket,2021-09,55,57.5,55-60,3,1,0.3333333333333333,0.5755463176119622,-0.24221298427862886,0.0614903152761605,0.7923450448735121
polymarket,2021-09,60,62.5,60-65,2,2,1.0,0.6250948197948117,0.37490518020518826,0.34237195288961925,1.0
polymarket,2021-09,65,67.5,65-70,4,3,0.75,0.6808594098780322,0.06914059012196783,0.3006360524426366,0.9544139373553637
polymarket,2021-09,70,72.5,70-75,2,0,0.0,0.719178030209408,-0.719178030209408,0.0,0.6576280471103807
polymarket,2021-09,75,77.5,75-80,1,1,1.0,0.771960681887745,0.22803931811225497,0.20654329147389294,1.0
polymarket,2021-09,80,82.5,80-85,3,2,0.6666666666666666,0.8304402376875636,-0.16377357102089696,0.2076549551264879,0.9385096847238394
polymarket,2021-09,95,97.5,95-100,15,15,1.0,0.996906622863373,0.0030933771366270513,0.7961107336956521,1.0
polymarket,2021-10,0,2.5,0-5,22,0,0.0,0.0048472087601246485,-0.0048472087601246485,1.3877787807814457e-17,0.14865952572596125
polymarket,2021-10,5,7.5,5-10,1,0,0.0,0.056803908729431356,-0.056803908729431356,0.0,0.7934567085261071
polymarket,2021-10,10,12.5,10-15,1,0,0.0,0.11929245439900328,-0.11929245439900328,0.0,0.7934567085261071
polymarket,2021-10,15,17.5,15-20,1,0,0.0,0.18784886469312023,-0.18784886469312023,0.0,0.7934567085261071
polymarket,2021-10,20,22.5,20-25,1,0,0.0,0.2255674251547523,-0.2255674251547523,0.0,0.7934567085261071
polymarket,2021-10,35,37.5,35-40,2,2,1.0,0.37387401546747173,0.6261259845325282,0.34237195288961925,1.0
polymarket,2021-10,40,42.5,40-45,5,1,0.2,0.43784983575224246,-0.23784983575224244,0.03622316096978745,0.6244717358814613
polymarket,2021-10,45,47.5,45-50,18,7,0.3888888888888889,0.4746511445214951,-0.0857622556326062,0.20304991926931162,0.6138133141934384
polymarket,2021-10,50,52.5,50-55,9,6,0.6666666666666666,0.5268370308866261,0.13982963578004048,0.35419734749908977,0.879418401317257
polymarket,2021-10,55,57.5,55-60,1,1,1.0,0.5701393787811501,0.42986062121884994,0.20654329147389294,1.0
polymarket,2021-10,60,62.5,60-65,1,1,1.0,0.639298298054236,0.360701701945764,0.20654329147389294,1.0
polymarket,2021-10,65,67.5,65-70,3,1,0.3333333333333333,0.6680302544844526,-0.3346969211511193,0.0614903152761605,0.7923450448735121
polymarket,2021-10,70,72.5,70-75,2,2,1.0,0.7133416597971975,0.28665834020280245,0.34237195288961925,1.0
polymarket,2021-10,75,77.5,75-80,1,0,0.0,0.7938308899945109,-0.7938308899945109,0.0,0.7934567085261071
polymarket,2021-10,95,97.5,95-100,20,20,1.0,0.9930661331970292,0.006933866802970812,0.8388698745050667,1.0
polymarket,2021-11,0,2.5,0-5,46,2,0.043478260869565216,0.00977248622399295,0.03370577464557227,0.012005193588830829,0.1453252291905342
polymarket,2021-11,5,7.5,5-10,1,0,0.0,0.06676312400578743,-0.06676312400578743,0.0,0.7934567085261071
polymarket,2021-11,10,12.5,10-15,3,0,0.0,0.10719197584634868,-0.10719197584634868,0.0,0.5615060804490177
polymarket,2021-11,15,17.5,15-20,1,0,0.0,0.1700996036042516,-0.1700996036042516,0.0,0.7934567085261071
polymarket,2021-11,20,22.5,20-25,5,1,0.2,0.23370706835327115,-0.03370706835327114,0.03622316096978745,0.6244717358814613
polymarket,2021-11,25,27.5,25-30,1,0,0.0,0.2545745425457454,-0.2545745425457454,0.0,0.7934567085261071
polymarket,2021-11,30,32.5,30-35,1,0,0.0,0.3419698336230211,-0.3419698336230211,0.0,0.7934567085261071
polymarket,2021-11,35,37.5,35-40,5,2,0.4,0.38277259994486845,0.01722740005513157,0.1176182311592533,0.769280067791163
polymarket,2021-11,40,42.5,40-45,11,4,0.36363636363636365,0.4255400529037379,-0.06190368926737427,0.15166223614131383,0.6462032231083628
polymarket,2021-11,45,47.5,45-50,26,12,0.46153846153846156,0.4775885239232733,-0.016050062384811714,0.28755582695234905,0.6454236379556988
polymarket,2021-11,50,52.5,50-55,9,5,0.5555555555555556,0.5222666242651895,0.03328893129036603,0.2666473457440297,0.811224570528086
polymarket,2021-11,55,57.5,55-60,3,1,0.3333333333333333,0.5874277535128144,-0.2540944201794811,0.0614903152761605,0.7923450448735121
polymarket,2021-11,60,62.5,60-65,2,2,1.0,0.6221746246436175,0.3778253753563825,0.34237195288961925,1.0
polymarket,2021-11,65,67.5,65-70,4,4,1.0,0.6771178771401116,0.3228821228598884,0.5100999795960008,1.0
polymarket,2021-11,70,72.5,70-75,2,1,0.5,0.73197521320216,-0.23197521320215997,0.09452865480086614,0.9054713451991339
polymarket,2021-11,80,82.5,80-85,3,1,0.3333333333333333,0.8297304569323122,-0.49639712359897886,0.0614903152761605,0.7923450448735121
polymarket,2021-11,85,87.5,85-90,4,4,1.0,0.8715971235305076,0.12840287646949244,0.5100999795960008,1.0
polymarket,2021-11,90,92.5,90-95,4,4,1.0,0.9401281907537828,0.059871809246217156,0.5100999795960008,1.0
polymarket,2021-11,95,97.5,95-100,39,39,1.0,0.9936780200682493,0.006321979931750654,0.9103301463997611,1.0
polymarket,2021-12,0,2.5,0-5,44,1,0.022727272727272728,0.007343960420768302,0.015383312306504426,0.004023148385637013,0.11807979131537633
polymarket,2021-12,5,7.5,5-10,3,0,0.0,0.0850525637969843,-0.0850525637969843,0.0,0.5615060804490177
polymarket,2021-12,15,17.5,15-20,1,1,1.0,0.16801986207765524,0.8319801379223448,0.20654329147389294,1.0
polymarket,2021-12,25,27.5,25-30,2,2,1.0,0.2733793665109187,0.7266206334890812,0.34237195288961925,1.0
polymarket,2021-12,30,32.5,30-35,1,0,0.0,0.3071425,-0.3071425,0.0,0.7934567085261071
polymarket,2021-12,35,37.5,35-40,2,1,0.5,0.3736060056224453,0.12639399437755472,0.09452865480086614,0.9054713451991339
polymarket,2021-12,40,42.5,40-45,2,1,0.5,0.41535768555090485,0.08464231444909515,0.09452865480086614,0.9054713451991339
polymarket,2021-12,45,47.5,45-50,10,6,0.6,0.4785558309056892,0.12144416909431077,0.3126695474501864,0.8318224187964902
polymarket,2021-12,50,52.5,50-55,9,3,0.3333333333333333,0.5148554388356856,-0.18152210550235232,0.12058159868274293,0.6458026525009102
polymarket,2021-12,55,57.5,55-60,6,4,0.6666666666666666,0.5614639005213466,0.10520276614531998,0.29998832134152864,0.9032306674407831
polymarket,2021-12,60,62.5,60-65,3,2,0.6666666666666666,0.610123954255165,0.05654271241150166,0.2076549551264879,0.9385096847238394
polymarket,2021-12,65,67.5,65-70,1,1,1.0,0.6837905473516218,0.3162094526483782,0.20654329147389294,1.0
polymarket,2021-12,70,72.5,70-75,3,3,1.0,0.7250691629974098,0.27493083700259024,0.43849391955098227,1.0
polymarket,2021-12,75,77.5,75-80,3,2,0.6666666666666666,0.7793657876031549,-0.11269912093648826,0.2076549551264879,0.9385096847238394
polymarket,2021-12,85,87.5,85-90,1,1,1.0,0.8642065423862304,0.1357934576137696,0.20654329147389294,1.0
polymarket,2021-12,90,92.5,90-95,2,2,1.0,0.929119640472594,0.07088035952740601,0.34237195288961925,1.0
polymarket,2021-12,95,97.5,95-100,17,16,0.9411764705882353,0.9917149396786397,-0.05053846909040438,0.730174547964372,0.9895398693548358
polymarket,2022-01,0,2.5,0-5,46,0,0.0,0.00862044002602413,-0.00862044002602413,0.0,0.07707617732978073
polymarket,2022-01,5,7.5,5-10,1,0,0.0,0.08198599477833639,-0.08198599477833639,0.0,0.7934567085261071
polymarket,2022-01,10,12.5,10-15,2,0,0.0,0.1085160910945922,-0.1085160910945922,0.0,0.6576280471103807
polymarket,2022-01,15,17.5,15-20,1,1,1.0,0.1817547473459632,0.8182452526540368,0.20654329147389294,1.0
polymarket,2022-01,30,32.5,30-35,1,1,1.0,0.3070438873359615,0.6929561126640384,0.20654329147389294,1.0
polymarket,2022-01,35,37.5,35-40,2,1,0.5,0.37627621930383204,0.12372378069616796,0.09452865480086614,0.9054713451991339
polymarket,2022-01,40,42.5,40-45,3,2,0.6666666666666666,0.42532000202406783,0.2413466646425988,0.2076549551264879,0.9385096847238394
polymarket,2022-01,45,47.5,45-50,2,0,0.0,0.47729090095529403,-0.47729090095529403,0.0,0.6576280471103807
polymarket,2022-01,50,52.5,50-55,4,2,0.5,0.5302436608665859,-0.03024366086658592,0.15003570882017148,0.8499642911798285
polymarket,2022-01,55,57.5,55-60,1,0,0.0,0.5838342144364685,-0.5838342144364685,0.0,0.7934567085261071
polymarket,2022-01,60,62.5,60-65,1,1,1.0,0.6308306308306308,0.36916936916936915,0.20654329147389294,1.0
polymarket,2022-01,65,67.5,65-70,2,2,1.0,0.6767697326383026,0.32323026736169735,0.34237195288961925,1.0
polymarket,2022-01,80,82.5,80-85,1,1,1.0,0.8069861814844854,0.19301381851551458,0.20654329147389294,1.0
polymarket,2022-01,90,92.5,90-95,3,3,1.0,0.9306540232177474,0.06934597678225263,0.43849391955098227,1.0
polymarket,2022-01,95,97.5,95-100,39,39,1.0,0.9926719368391075,0.007328063160892517,0.9103301463997611,1.0
polymarket,2022-02,0,2.5,0-5,60,0,0.0,0.010926912510228854,-0.010926912510228854,0.0,0.06017393047793289
polymarket,2022-02,5,7.5,5-10,3,0,0.0,0.0645092564020576,-0.0645092564020576,0.0,0.5615060804490177
polymarket,2022-02,10,12.5,10-15,3,0,0.0,0.11398972105248267,-0.11398972105248267,0.0,0.5615060804490177
polymarket,2022-02,30,32.5,30-35,2,1,0.5,0.3212631380013446,0.1787368619986554,0.09452865480086614,0.9054713451991339
polymarket,2022-02,35,37.5,35-40,3,0,0.0,0.37600038112467055,-0.37600038112467055,0.0,0.5615060804490177
polymarket,2022-02,45,47.5,45-50,5,2,0.4,0.4793331847031526,-0.07933318470315259,0.1176182311592533,0.769280067791163
polymarket,2022-02,50,52.5,50-55,4,2,0.5,0.5148205255530762,-0.014820525553076225,0.15003570882017148,0.8499642911798285
polymarket,2022-02,55,57.5,55-60,2,2,1.0,0.5693950883191651,0.4306049116808349,0.34237195288961925,1.0
polymarket,2022-02,60,62.5,60-65,3,2,0.6666666666666666,0.6324204074525313,0.03424625921413538,0.2076549551264879,0.9385096847238394
polymarket,2022-02,65,67.5,65-70,3,2,0.6666666666666666,0.6658891084763677,0.0007775581902988993,0.2076549551264879,0.9385096847238394
polymarket,2022-02,70,72.5,70-75,1,1,1.0,0.7281188463832078,0.2718811536167922,0.20654329147389294,1.0
polymarket,2022-02,75,77.5,75-80,2,1,0.5,0.784292812912954,-0.28429281291295405,0.09452865480086614,0.9054713451991339
polymarket,2022-02,80,82.5,80-85,2,2,1.0,0.8375289371288325,0.16247106287116753,0.34237195288961925,1.0
