platform,close_month,price_bucket_5c_floor,price_bucket_5c_mid,price_bucket_5c_label,market_count,wins,empirical_win_rate,avg_implied_probability,calibration_gap,empirical_win_rate_ci_low,empirical_win_rate_ci_high
kalshi,2024-01,5,7.5,5-10,100,5,0.05,0.0677,-0.017699999999999994,0.02154336145631356,0.11175196527208817
kalshi,2024-01,10,12.5,10-15,60,2,0.03333333333333333,0.1155,-0.08216666666666667,0.009189126490150246,0.11363987528925378
kalshi,2024-01,15,17.5,15-20,31,3,0.0967741935483871,0.1664516129032258,-0.0696774193548387,0.03346403609464399,0.2490028999817704
kalshi,2024-01,20,22.5,20-25,28,2,0.07142857142857142,0.22071428571428572,-0.1492857142857143,0.019811647447770794,0.2264573842591786
kalshi,2024-01,25,27.5,25-30,31,4,0.12903225806451613,0.2693548387096774,-0.1403225806451613,0.05134201164644764,0.28852756954385356
kalshi,2024-01,30,32.5,30-35,23,5,0.21739130434782608,0.31652173913043474,-0.09913043478260866,0.09663835601719065,0.4190388018273492
kalshi,2024-01,35,37.5,35-40,20,9,0.45,0.3665,0.08350000000000002,0.25819502085709295,0.6579179916924003
kalshi,2024-01,40,42.5,40-45,11,3,0.2727272727272727,0.41727272727272724,-0.14454545454545453,0.09745880573921467,0.5656502930102463
kalshi,2024-01,45,47.5,45-50,23,11,0.4782608695652174,0.4669565217391305,0.011304347826086913,0.2923686953994572,0.6703757013578151
kalshi,2024-01,50,52.5,50-55,33,16,0.48484848484848486,0.5103030303030303,-0.025454545454545396,0.32503781646924224,0.6478189541378976
kalshi,2024-01,55,57.5,55-60,18,10,0.5555555555555556,0.5738888888888889,-0.018333333333333313,0.3371606942825164,0.7544076889861088
kalshi,2024-01,60,62.5,60-65,13,7,0.5384615384615384,0.62,-0.08153846153846156,0.2914343243183205,0.7679424569851186
kalshi,2024-01,65,67.5,65-70,19,16,0.8421052631578947,0.6668421052631579,0.1752631578947368,0.6243407235682331,0.9447962896007217
kalshi,2024-01,70,72.5,70-75,15,11,0.7333333333333333,0.7226666666666667,0.010666666666666602,0.4804911034231324,0.8910272389681718
kalshi,2024-01,75,77.5,75-80,8,7,0.875,0.7625,0.11250000000000004,0.5291051942301386,0.9775830911367038
kalshi,2024-01,80,82.5,80-85,17,15,0.8823529411764706,0.8229411764705883,0.059411764705882275,0.6566315750229009,0.967120919987079
kalshi,2024-01,85,87.5,85-90,21,20,0.9523809523809523,0.8647619047619048,0.08761904761904749,0.7733018341376452,0.9915442305280766
kalshi,2024-01,90,92.5,90-95,29,28,0.9655172413793104,0.9203448275862068,0.04517241379310355,0.8282410893529976,0.9938869433859677
kalshi,2024-01,95,97.5,95-100,313,310,0.9904153354632588,0.9836102236421724,0.00680511182108634,0.9722032642837533,0.996735157943631
kalshi,2024-02,0,2.5,0-5,683,0,0.0,0.016676427525622255,-0.016676427525622255,4.336808689942018e-19,0.005593138214109337
kalshi,2024-02,5,7.5,5-10,135,6,0.044444444444444446,0.0662962962962963,-0.02185185185185185,0.020525829072354243,0.09357253914005473
kalshi,2024-02,10,12.5,10-15,67,5,0.07462686567164178,0.11238805970149254,-0.03776119402985076,0.032295572977927914,0.16309244762013875
kalshi,2024-02,15,17.5,15-20,50,5,0.1,0.16519999999999999,-0.06519999999999998,0.04347512399157111,0.2136049033478839
kalshi,2024-02,20,22.5,20-25,36,6,0.16666666666666666,0.21416666666666667,-0.047500000000000014,0.07870340628564097,0.3189111473467432
kalshi,2024-02,25,27.5,25-30,25,7,0.28,0.2692,0.010800000000000032,0.1428367383738157,0.47576971896558296
kalshi,2024-02,30,32.5,30-35,21,8,0.38095238095238093,0.3157142857142857,0.0652380952380952,0.20750767797982506,0.5912170418449848
kalshi,2024-02,35,37.5,35-40,23,2,0.08695652173913043,0.3660869565217391,-0.2791304347826087,0.02417949540723341,0.2679640429809402
kalshi,2024-02,40,42.5,40-45,26,6,0.23076923076923078,0.4153846153846154,-0.18461538461538463,0.11033699683676687,0.42051925751956787
kalshi,2024-02,45,47.5,45-50,11,4,0.36363636363636365,0.4718181818181818,-0.10818181818181816,0.15166223614131383,0.6462032231083628
kalshi,2024-02,50,52.5,50-55,17,12,0.7058823529411765,0.5123529411764706,0.19352941176470595,0.468664666737861,0.8672020613444361
kalshi,2024-02,55,57.5,55-60,17,10,0.5882352941176471,0.5664705882352942,0.021764705882352908,0.36005074385515545,0.7838921396086862
kalshi,2024-02,60,62.5,60-65,14,8,0.5714285714285714,0.6207142857142857,-0.049285714285714266,0.3259026690286936,0.7861949006959948
kalshi,2024-02,65,67.5,65-70,16,9,0.5625,0.6675,-0.10499999999999998,0.33178195606776517,0.7690163666481448
kalshi,2024-02,70,72.5,70-75,12,12,1.0,0.7233333333333333,0.2766666666666667,0.7574992425007574,1.0
kalshi,2024-02,75,77.5,75-80,16,14,0.875,0.768125,0.10687500000000005,0.6397666856325173,0.9650232506629428
kalshi,2024-02,80,82.5,80-85,13,10,0.7692307692307693,0.8138461538461539,-0.04461538461538461,0.49743126004873084,0.918206209075343
kalshi,2024-02,85,87.5,85-90,23,23,1.0,0.8695652173913043,0.13043478260869568,0.8568788745827374,1.0
kalshi,2024-02,90,92.5,90-95,37,37,1.0,0.9178378378378379,0.0821621621621621,0.9059390425448564,1.0
kalshi,2024-02,95,97.5,95-100,298,296,0.9932885906040269,0.9816778523489933,0.01161073825503356,0.9758632164844907,0.9981575944309033
kalshi,2024-03,0,2.5,0-5,1032,1,0.0009689922480620155,0.016627906976744187,-0.015658914728682173,0.0001710670082030732,0.005468405281768675
kalshi,2024-03,5,7.5,5-10,178,4,0.02247191011235955,0.06651685393258427,-0.044044943820224725,0.008772632252331075,0.056347780238540104
kalshi,2024-03,10,12.5,10-15,94,3,0.031914893617021274,0.11670212765957447,-0.0847872340425532,0.01091242972824407,0.0896746416197306
kalshi,2024-03,15,17.5,15-20,50,4,0.08,0.165,-0.085,0.031549003255790686,0.18838502545063704
kalshi,2024-03,20,22.5,20-25,41,6,0.14634146341463414,0.2173170731707317,-0.07097560975609757,0.0688415452945541,0.2844375526858926
kalshi,2024-03,25,27.5,25-30,26,3,0.11538461538461539,0.2653846153846154,-0.15,0.04003171821149494,0.28976293086898336
kalshi,2024-03,30,32.5,30-35,23,9,0.391304347826087,0.31565217391304345,0.07565217391304352,0.22157377982382145,0.5921482039625402
kalshi,2024-03,35,37.5,35-40,17,4,0.23529411764705882,0.3670588235294117,-0.1317647058823529,0.0955488907167594,0.47262245889171595
kalshi,2024-03,40,42.5,40-45,18,3,0.16666666666666666,0.4227777777777778,-0.2561111111111112,0.05836470400465757,0.39222499638359243
kalshi,2024-03,45,47.5,45-50,21,11,0.5238095238095238,0.4738095238095238,0.050000000000000044,0.32369217900266756,0.7165628770323705
kalshi,2024-03,50,52.5,50-55,28,16,0.5714285714285714,0.5153571428571428,0.05607142857142855,0.390704789856154,0.7349170381926877
kalshi,2024-03,55,57.5,55-60,22,12,0.5454545454545454,0.5686363636363637,-0.023181818181818303,0.34659473289041554,0.7307998556799515
kalshi,2024-03,60,62.5,60-65,23,14,0.6086956521739131,0.6173913043478261,-0.008695652173912993,0.4078517960374599,0.7784262201761787
kalshi,2024-03,65,67.5,65-70,17,12,0.7058823529411765,0.6688235294117646,0.03705882352941192,0.468664666737861,0.8672020613444361
kalshi,2024-03,70,72.5,70-75,13,12,0.9230769230769231,0.72,0.20307692307692315,0.6668546607175265,0.9862899336203037
kalshi,2024-03,75,77.5,75-80,17,15,0.8823529411764706,0.7676470588235295,0.1147058823529411,0.6566315750229009,0.967120919987079
kalshi,2024-03,80,82.5,80-85,29,27,0.9310344827586207,0.8165517241379311,0.11448275862068957,0.7803505240414808,0.9808791359020055
kalshi,2024-03,85,87.5,85-90,26,25,0.9615384615384616,0.8723076923076922,0.08923076923076934,0.811068230080416,0.9931781910230102
kalshi,2024-03,90,92.5,90-95,51,48,0.9411764705882353,0.9209803921568627,0.02019607843137261,0.8407512606105803,0.9797937271359478
kalshi,2024-03,95,97.5,95-100,399,397,0.9949874686716792,0.9808521303258145,0.014135338345864668,0.9819099505226396,0.9986243339206751
kalshi,2024-04,0,2.5,0-5,1259,8,0.006354249404289118,0.018482922954725974,-0.012128673550436855,0.003223220044021957,0.012488647540954653
kalshi,2024-04,5,7.5,5-10,298,8,0.026845637583892617,0.06563758389261745,-0.03879194630872483,0.013664412568919967,0.05207072798162045
kalshi,2024-04,10,12.5,10-15,159,15,0.09433962264150944,0.11704402515723271,-0.022704402515723268,0.05800539639532591,0.14981373581659047
kalshi,2024-04,15,17.5,15-20,79,7,0.08860759493670886,0.16924050632911392,-0.08063291139240505,0.04358474184575353,0.1717853137784739
kalshi,2024-04,20,22.5,20-25,47,6,0.1276595744680851,0.2151063829787234,-0.0874468085106383,0.059845227802024795,0.25174213372869025
kalshi,2024-04,25,27.5,25-30,38,4,0.10526315789473684,0.26473684210526316,-0.15947368421052632,0.041701897932665793,0.24130831200194466
kalshi,2024-04,30,32.5,30-35,31,2,0.06451612903225806,0.32225806451612904,-0.257741935483871,0.017874407775063147,0.20718988318746434
kalshi,2024-04,35,37.5,35-40,26,4,0.15384615384615385,0.37,-0.21615384615384614,0.06149933998929477,0.33531584418313565
kalshi,2024-04,40,42.5,40-45,25,9,0.36,0.4192,-0.05920000000000003,0.20247656431735636,0.5548184539895337
kalshi,2024-04,45,47.5,45-50,23,9,0.391304347826087,0.46956521739130436,-0.07826086956521738,0.22157377982382145,0.5921482039625402
kalshi,2024-04,50,52.5,50-55,32,17,0.53125,0.514375,0.016874999999999973,0.3644923793257382,0.6913087009831766
kalshi,2024-04,55,57.5,55-60,13,8,0.6153846153846154,0.5653846153846154,0.050000000000000044,0.35522480972268555,0.8229055341876319
kalshi,2024-04,60,62.5,60-65,26,18,0.6923076923076923,0.6142307692307692,0.07807692307692304,0.5001138848576876,0.8349887906020732
kalshi,2024-04,65,67.5,65-70,32,26,0.8125,0.669375,0.14312499999999995,0.6469050424507756,0.9111057606383721
kalshi,2024-04,70,72.5,70-75,25,17,0.68,0.7136,-0.03359999999999996,0.48409913734576715,0.8279501248310887
kalshi,2024-04,75,77.5,75-80,38,34,0.8947368421052632,0.768157894736842,0.12657894736842112,0.7586916879980553,0.9582981020673341
kalshi,2024-04,80,82.5,80-85,48,47,0.9791666666666666,0.8189583333333332,0.1602083333333334,0.8910053086246883,0.9963129840206002
kalshi,2024-04,85,87.5,85-90,78,73,0.9358974358974359,0.8715384615384616,0.06435897435897431,0.8585622037936654,0.9723110929160764
kalshi,2024-04,90,92.5,90-95,113,110,0.9734513274336283,0.922566371681416,0.0508849557522123,0.9248390354028831,0.9909306904481835
kalshi,2024-04,95,97.5,95-100,495,483,0.9757575757575757,0.9784848484848484,-0.0027272727272726893,0.9581084080516558,0.9860790855334822
kalshi,2024-05,0,2.5,0-5,1074,7,0.006517690875232775,0.018528864059590318,-0.012011173184357543,0.0031606596476293257,0.013392421992567155
kalshi,2024-05,5,7.5,5-10,248,3,0.012096774193548387,0.06665322580645161,-0.05455645161290322,0.004122290881182709,0.034956241021410026
kalshi,2024-05,10,12.5,10-15,129,9,0.06976744186046512,0.11418604651162792,-0.044418604651162805,0.03713573649300738,0.12728263847387045
kalshi,2024-05,15,17.5,15-20,86,9,0.10465116279069768,0.16825581395348838,-0.0636046511627907,0.05604026272483177,0.18707205940656396
kalshi,2024-05,20,22.5,20-25,42,5,0.11904761904761904,0.215,-0.09595238095238096,0.05193726765019084,0.2500068180710754
kalshi,2024-05,25,27.5,25-30,28,7,0.25,0.2717857142857143,-0.021785714285714297,0.12676334942200781,0.433560252407046
kalshi,2024-05,30,32.5,30-35,20,6,0.3,0.3155,-0.015500000000000014,0.14547527396899385,0.5189767762289793
kalshi,2024-05,35,37.5,35-40,27,6,0.2222222222222222,0.3662962962962963,-0.14407407407407408,0.10607095489408958,0.4075729546307081
kalshi,2024-05,40,42.5,40-45,19,7,0.3684210526315789,0.4168421052631579,-0.048421052631578976,0.19149272376273843,0.5896084250184328
kalshi,2024-05,45,47.5,45-50,18,6,0.3333333333333333,0.46444444444444444,-0.13111111111111112,0.1627855436366286,0.5625093065574964
kalshi,2024-05,50,52.5,50-55,29,20,0.6896551724137931,0.5082758620689656,0.18137931034482757,0.5076952952728147,0.8272457551023193
kalshi,2024-05,55,57.5,55-60,10,7,0.7,0.578,0.122,0.39677321997956516,0.892210712513788
kalshi,2024-05,60,62.5,60-65,12,7,0.5833333333333334,0.6225,-0.03916666666666668,0.3195073356553728,0.8067425380947535
kalshi,2024-05,65,67.5,65-70,20,17,0.85,0.6715000000000001,0.17849999999999988,0.6395767041130426,0.9476322080405041
kalshi,2024-05,70,72.5,70-75,19,16,0.8421052631578947,0.7157894736842105,0.12631578947368416,0.6243407235682331,0.9447962896007217
kalshi,2024-05,75,77.5,75-80,29,27,0.9310344827586207,0.7762068965517241,0.15482758620689652,0.7803505240414808,0.9808791359020055
kalshi,2024-05,80,82.5,80-85,39,37,0.9487179487179487,0.8238461538461539,0.12487179487179478,0.8311406095436208,0.9858223423536004
kalshi,2024-05,85,87.5,85-90,55,50,0.9090909090909091,0.8707272727272728,0.038363636363636267,0.8042226375086602,0.9605424266636261
kalshi,2024-05,90,92.5,90-95,116,112,0.9655172413793104,0.9232758620689655,0.042241379310344884,0.9146791795449883,0.986510390687719
kalshi,2024-05,95,97.5,95-100,450,448,0.9955555555555555,0.9774888888888889,0.018066666666666675,0.9839413737132655,0.9987803512233643
kalshi,2024-06,0,2.5,0-5,1171,4,0.0034158838599487617,0.01973526900085397,-0.016319385140905206,0.0013291264453850833,0.008750189779031895
kalshi,2024-06,5,7.5,5-10,362,4,0.011049723756906077,0.06502762430939227,-0.05397790055248619,0.00430511028343041,0.028062996569371453
kalshi,2024-06,10,12.5,10-15,161,3,0.018633540372670808,0.11720496894409937,-0.09857142857142856,0.006356878364068758,0.05334649748280485
kalshi,2024-06,15,17.5,15-20,112,9,0.08035714285714286,0.16678571428571426,-0.0864285714285714,0.04285009181748941,0.14569702769743442
kalshi,2024-06,20,22.5,20-25,53,4,0.07547169811320754,0.2143396226415094,-0.13886792452830188,0.029739073598901808,0.17858722263484245
kalshi,2024-06,25,27.5,25-30,34,8,0.23529411764705882,0.265,-0.029705882352941193,0.12436838109244344,0.3999646280826443
kalshi,2024-06,30,32.5,30-35,30,8,0.26666666666666666,0.31933333333333336,-0.052666666666666695,0.14182495553910618,0.4444830204431169
kalshi,2024-06,35,37.5,35-40,24,9,0.375,0.36833333333333335,0.006666666666666654,0.21159133433631458,0.5729038096209293
kalshi,2024-06,40,42.5,40-45,22,10,0.45454545454545453,0.41590909090909095,0.03863636363636358,0.26920014432004846,0.6534052671095845
kalshi,2024-06,45,47.5,45-50,27,9,0.3333333333333333,0.47185185185185186,-0.13851851851851854,0.1864305444359335,0.5217558012789452
kalshi,2024-06,50,52.5,50-55,27,16,0.5925925925925926,0.5111111111111112,0.08148148148148138,0.4072638305536409,0.7548548662714265
kalshi,2024-06,55,57.5,55-60,18,10,0.5555555555555556,0.5694444444444444,-0.01388888888888884,0.3371606942825164,0.7544076889861088
kalshi,2024-06,60,62.5,60-65,20,14,0.7,0.625,0.07499999999999996,0.4810232237710206,0.854524726031006
kalshi,2024-06,65,67.5,65-70,27,18,0.6666666666666666,0.6737037037037037,-0.007037037037037064,0.47824419872105484,0.8135694555640665
kalshi,2024-06,70,72.5,70-75,30,25,0.8333333333333334,0.718,0.1153333333333334,0.6643529481431982,0.9266356575964831
kalshi,2024-06,75,77.5,75-80,30,22,0.7333333333333333,0.7753333333333333,-0.04200000000000004,0.5555169795568831,0.8581750444608938
kalshi,2024-06,80,82.5,80-85,37,35,0.9459459459459459,0.8218918918918919,0.12405405405405401,0.822950349364601,0.9850493372294601
kalshi,2024-06,85,87.5,85-90,52,47,0.9038461538461539,0.8701923076923077,0.033653846153846145,0.79390118138839,0.9582262648165898
kalshi,2024-06,90,92.5,90-95,86,86,1.0,0.9234883720930234,0.07651162790697663,0.9572402984808819,1.0
kalshi,2024-06,95,97.5,95-100,422,417,0.9881516587677726,0.9793838862559242,0.008767772511848348,0.9725670513166474,0.994928843870671
kalshi,2024-07,0,2.5,0-5,1468,3,0.0020435967302452314,0.014461852861035423,-0.01241825613079019,0.0006952327629291145,0.0059913563374197265
kalshi,2024-07,5,7.5,5-10,203,1,0.0049261083743842365,0.06591133004926109,-0.06098522167487685,0.0008700866124296512,0.02737181443648894
kalshi,2024-07,10,12.5,10-15,124,2,0.016129032258064516,0.11830645161290322,-0.1021774193548387,0.00443427154444424,0.05690413473332449
kalshi,2024-07,15,17.5,15-20,78,3,0.038461538461538464,0.1682051282051282,-0.12974358974358974,0.013165586780815211,0.10708621670298764
kalshi,2024-07,20,22.5,20-25,49,6,0.12244897959183673,0.2206122448979592,-0.09816326530612246,0.057347477598098245,0.2424466240188096
kalshi,2024-07,25,27.5,25-30,44,8,0.18181818181818182,0.27022727272727276,-0.08840909090909094,0.09512692558258554,0.3196083675514233
kalshi,2024-07,30,32.5,30-35,28,4,0.14285714285714285,0.3167857142857143,-0.17392857142857143,0.056989129307017855,0.31490173044877334
kalshi,2024-07,35,37.5,35-40,32,6,0.1875,0.366875,-0.179375,0.08889423936162782,0.3530949575492244
kalshi,2024-07,40,42.5,40-45,22,3,0.13636363636363635,0.425,-0.28863636363636364,0.04748917264236269,0.3333541187947
kalshi,2024-07,45,47.5,45-50,23,14,0.6086956521739131,0.46434782608695646,0.14434782608695662,0.4078517960374599,0.7784262201761787
kalshi,2024-07,50,52.5,50-55,30,10,0.3333333333333333,0.5133333333333333,-0.18,0.19230295526846194,0.5122027418616973
kalshi,2024-07,55,57.5,55-60,14,8,0.5714285714285714,0.5728571428571428,-0.0014285714285714457,0.3259026690286936,0.7861949006959948
kalshi,2024-07,60,62.5,60-65,32,22,0.6875,0.6159375,0.07156249999999997,0.514330003019676,0.8204764788338126
kalshi,2024-07,65,67.5,65-70,26,20,0.7692307692307693,0.6703846153846154,0.09884615384615392,0.5794807424804321,0.8896630031632332
kalshi,2024-07,70,72.5,70-75,34,29,0.8529411764705882,0.7211764705882353,0.1317647058823529,0.6987161182594804,0.9355065361737359
kalshi,2024-07,75,77.5,75-80,45,37,0.8222222222222222,0.7693333333333334,0.05288888888888876,0.6866989315634587,0.9070572107414617
kalshi,2024-07,80,82.5,80-85,44,41,0.9318181818181818,0.8213636363636364,0.11045454545454536,0.8177467866338279,0.9765410298271597
kalshi,2024-07,85,87.5,85-90,80,70,0.875,0.86875,0.006249999999999978,0.7849700281693438,0.9306651696322249
kalshi,2024-07,90,92.5,90-95,110,104,0.9454545454545454,0.9210909090909091,0.024363636363636365,0.886080727682667,0.9747645169379286
kalshi,2024-07,95,97.5,95-100,586,579,0.9880546075085325,0.9817235494880546,0.006331058020477842,0.9755499464195093,0.9942019327290622
kalshi,2024-08,0,2.5,0-5,1341,6,0.0044742729306487695,0.01325130499627144,-0.008777032065622671,0.0020521360456232326,0.00972739248769995
kalshi,2024-08,5,7.5,5-10,123,5,0.04065040650406504,0.06739837398373984,-0.026747967479674797,0.017486098599673525,0.09163898339235432
kalshi,2024-08,10,12.5,10-15,63,2,0.031746031746031744,0.1153968253968254,-0.08365079365079366,0.00874934404029698,0.10856681834959193
kalshi,2024-08,15,17.5,15-20,44,2,0.045454545454545456,0.1684090909090909,-0.12295454545454544,0.012554846366981079,0.15135271525303162
kalshi,2024-08,20,22.5,20-25,45,5,0.1111111111111111,0.21755555555555556,-0.10644444444444445,0.04840400437825558,0.23499375490890945
kalshi,2024-08,25,27.5,25-30,22,5,0.22727272727272727,0.265,-0.03772727272727275,0.10122890794820358,0.4344035606295935
kalshi,2024-08,30,32.5,30-35,16,1,0.0625,0.32125,-0.25875,0.01111905730833121,0.2832926836802987
kalshi,2024-08,35,37.5,35-40,20,7,0.35,0.36450000000000005,-0.014500000000000068,0.18118954786794464,0.5671494897805354
kalshi,2024-08,40,42.5,40-45,16,8,0.5,0.41875,0.08124999999999999,0.2799923761135083,0.7200076238864916
kalshi,2024-08,45,47.5,45-50,9,2,0.2222222222222222,0.4733333333333334,-0.2511111111111112,0.06322376231222723,0.5474166563271946
kalshi,2024-08,50,52.5,50-55,10,5,0.5,0.511,-0.01100000000000001,0.23658959361548731,0.7634104063845126
kalshi,2024-08,55,57.5,55-60,12,5,0.4166666666666667,0.5725,-0.15583333333333332,0.19325746190524656,0.6804926643446272
kalshi,2024-08,60,62.5,60-65,18,14,0.7777777777777778,0.6244444444444445,0.15333333333333332,0.5478497354769452,0.90999218086618
kalshi,2024-08,65,67.5,65-70,21,19,0.9047619047619048,0.6704761904761906,0.2342857142857142,0.7108541613925933,0.9734817912030528
kalshi,2024-08,70,72.5,70-75,18,13,0.7222222222222222,0.715,0.007222222222222241,0.49126922453805477,0.8750043085364452
kalshi,2024-08,75,77.5,75-80,28,24,0.8571428571428571,0.7735714285714286,0.08357142857142852,0.6850982695512267,0.9430108706929821
kalshi,2024-08,80,82.5,80-85,33,30,0.9090909090909091,0.8175757575757575,0.09151515151515155,0.7642705646564897,0.968596628950737
kalshi,2024-08,85,87.5,85-90,41,36,0.8780487804878049,0.871951219512195,0.0060975609756098725,0.7445549235115514,0.9467674200265919
kalshi,2024-08,90,92.5,90-95,79,74,0.9367088607594937,0.9227848101265823,0.013924050632911356,0.8602493258443956,0.9726655381852706
kalshi,2024-08,95,97.5,95-100,609,599,0.9835796387520526,0.9852380952380951,-0.00165845648604257,0.9700397575458244,0.9910568781916973
kalshi,2024-09,0,2.5,0-5,1072,5,0.0046641791044776115,0.01332089552238806,-0.008656716417910448,0.00199382516095665,0.010872009363382248
kalshi,2024-09,5,7.5,5-10,70,0,0.0,0.06814285714285714,-0.06814285714285714,0.0,0.05202487486728348
kalshi,2024-09,10,12.5,10-15,46,2,0.043478260869565216,0.11847826086956521,-0.075,0.012005193588830829,0.1453252291905342
kalshi,2024-09,15,17.5,15-20,23,0,0.0,0.17130434782608694,-0.17130434782608694,0.0,0.14312112541726274
kalshi,2024-09,20,22.5,20-25,22,2,0.09090909090909091,0.21909090909090911,-0.1281818181818182,0.025294896282837792,0.2781538065838578
kalshi,2024-09,25,27.5,25-30,12,1,0.08333333333333333,0.2608333333333333,-0.1775,0.014864709450773478,0.35388592179859524
kalshi,2024-09,30,32.5,30-35,8,1,0.125,0.32125,-0.19624999999999998,0.02241690886329617,0.4708948057698615
kalshi,2024-09,35,37.5,35-40,6,1,0.16666666666666666,0.36166666666666664,-0.19499999999999998,0.03005258587173032,0.563509436563646
kalshi,2024-09,40,42.5,40-45,7,5,0.7142857142857143,0.4242857142857143,0.29,0.35892909014821267,0.9177828342909844
kalshi,2024-09,45,47.5,45-50,9,5,0.5555555555555556,0.46555555555555556,0.09000000000000002,0.2666473457440297,0.811224570528086
kalshi,2024-09,50,52.5,50-55,12,6,0.5,0.5158333333333334,-0.015833333333333366,0.2537781703934222,0.7462218296065778
kalshi,2024-09,55,57.5,55-60,6,4,0.6666666666666666,0.5783333333333334,0.08833333333333326,0.29998832134152864,0.9032306674407831
kalshi,2024-09,60,62.5,60-65,10,8,0.8,0.623,0.17700000000000005,0.49015684672072335,0.9433190520193067
kalshi,2024-09,65,67.5,65-70,7,5,0.7142857142857143,0.6685714285714286,0.04571428571428571,0.35892909014821267,0.9177828342909844
kalshi,2024-09,70,72.5,70-75,21,19,0.9047619047619048,0.7223809523809525,0.1823809523809523,0.7108541613925933,0.9734817912030528
kalshi,2024-09,75,77.5,75-80,10,9,0.9,0.7759999999999999,0.12400000000000011,0.5958436145024278,0.9821242504842788
kalshi,2024-09,80,82.5,80-85,18,15,0.8333333333333334,0.81,0.023333333333333317,0.6077750036164076,0.9416352959953425
kalshi,2024-09,85,87.5,85-90,21,17,0.8095238095238095,0.8671428571428571,-0.05761904761904757,0.599990134607267,0.9233255938482269
kalshi,2024-09,90,92.5,90-95,33,33,1.0,0.9257575757575758,0.07424242424242422,0.8957265699643882,1.0
kalshi,2024-09,95,97.5,95-100,491,487,0.9918533604887984,0.985498981670061,0.0063543788187373496,0.9792423655140018,0.9968275526173761
kalshi,2024-10,0,2.5,0-5,891,5,0.005611672278338945,0.01611672278338945,-0.010505050505050507,0.0023992467826074015,0.013068965692092031
kalshi,2024-10,5,7.5,5-10,183,2,0.01092896174863388,0.0648087431693989,-0.05387978142076502,0.003002187140958061,0.03896705311388883
kalshi,2024-10,10,12.5,10-15,94,2,0.02127659574468085,0.1171276595744681,-0.09585106382978724,0.005854213528540098,0.07429165489552492
kalshi,2024-10,15,17.5,15-20,73,5,0.0684931506849315,0.16671232876712327,-0.09821917808219177,0.029608602066378893,0.15052299331945376
kalshi,2024-10,20,22.5,20-25,40,3,0.075,0.21725000000000003,-0.14225000000000004,0.025835556771858226,0.19864530159097524
kalshi,2024-10,25,27.5,25-30,27,4,0.14814814814814814,0.27037037037037037,-0.12222222222222223,0.059158318596448906,0.32479063346829484
kalshi,2024-10,30,32.5,30-35,26,7,0.2692307692307692,0.3207692307692308,-0.05153846153846159,0.13704275525067386,0.46083403419761304
kalshi,2024-10,35,37.5,35-40,16,5,0.3125,0.3675,-0.05499999999999999,0.14164435051961052,0.5559606813326594
kalshi,2024-10,40,42.5,40-45,9,2,0.2222222222222222,0.41111111111111115,-0.18888888888888894,0.06322376231222723,0.5474166563271946
kalshi,2024-10,45,47.5,45-50,6,0,0.0,0.465,-0.465,0.0,0.3903430336530645
kalshi,2024-10,50,52.5,50-55,12,8,0.6666666666666666,0.5125,0.15416666666666667,0.3906175873976139,0.8618821601026385
kalshi,2024-10,55,57.5,55-60,14,10,0.7142857142857143,0.5721428571428572,0.14214285714285713,0.4535045882751561,0.882788120898909
kalshi,2024-10,60,62.5,60-65,11,7,0.6363636363636364,0.619090909090909,0.01727272727272733,0.35379677689163724,0.8483377638586862
kalshi,2024-10,65,67.5,65-70,8,7,0.875,0.66875,0.20625000000000004,0.5291051942301386,0.9775830911367038
kalshi,2024-10,70,72.5,70-75,26,18,0.6923076923076923,0.7203846153846153,-0.028076923076923,0.5001138848576876,0.8349887906020732
kalshi,2024-10,75,77.5,75-80,16,10,0.625,0.77375,-0.14875000000000005,0.3864064709793481,0.815190174452472
kalshi,2024-10,80,82.5,80-85,27,23,0.8518518518518519,0.8177777777777777,0.034074074074074145,0.6752093665317052,0.9408416814035512
kalshi,2024-10,85,87.5,85-90,38,34,0.8947368421052632,0.868157894736842,0.026578947368421146,0.7586916879980553,0.9582981020673341
kalshi,2024-10,90,92.5,90-95,84,83,0.9880952380952381,0.9214285714285714,0.06666666666666676,0.9356030079821146,0.9978954710984119
kalshi,2024-10,95,97.5,95-100,464,458,0.9870689655172413,0.980021551724138,0.007047413793103363,0.9720784064752316,0.9940605602177687
kalshi,2024-11,0,2.5,0-5,2881,12,0.004165220409580007,0.012707393266227005,-0.008542172856646997,0.0023842939703485532,0.007266703852200871
kalshi,2024-11,5,7.5,5-10,151,3,0.019867549668874173,0.06370860927152318,-0.043841059602649,0.00677927946976414,0.056779867426160466
kalshi,2024-11,10,12.5,10-15,53,2,0.03773584905660377,0.11245283018867924,-0.07471698113207548,0.010410068833819265,0.12754523150959116
kalshi,2024-11,15,17.5,15-20,31,3,0.0967741935483871,0.1706451612903226,-0.0738709677419355,0.03346403609464399,0.2490028999817704
kalshi,2024-11,20,22.5,20-25,21,4,0.19047619047619047,0.21523809523809526,-0.02476190476190479,0.07667440615177301,0.40000986539273287
kalshi,2024-11,25,27.5,25-30,15,2,0.13333333333333333,0.26666666666666666,-0.13333333333333333,0.0373604698913593,0.3788249920651624
kalshi,2024-11,30,32.5,30-35,16,2,0.125,0.31125,-0.18625000000000003,0.034976749337057134,0.3602333143674828
