category_group,category_mid,horizon_label,horizon_hours,freshness_filter,market_count,bucket_count,expected_calibration_error,signed_calibration_gap,low_tail_gap,high_tail_gap,baseline_market_count,retained_share
Sports,NCAA Football,6h,6.0,<=24h,10048,20,0.0130533439490446,-0.005511544585987271,0.02064732142857143,-0.010772946859903406,10507,0.9563148377272295
Sports,NCAA Football,1h,1.0,all,14784,20,0.0360639880952381,-0.03449066558441557,-0.004168073532170323,-0.006164358264081247,14784,1.0
Sports,NCAA Football,1h,1.0,<=1h,11493,20,0.023705733924997825,-0.020333246323849294,-0.002935903182429402,-0.0072324055216112185,14784,0.7773944805194806
Sports,NCAA Football,1h,1.0,<=6h,14601,20,0.0352523799739744,-0.03362372440243817,-0.00405639097744361,-0.006090253375254254,14784,0.9876217532467533
Sports,NCAA Football,1h,1.0,<=24h,14742,20,0.03581874915208248,-0.03423823090489757,-0.00415133308298911,-0.006046210720887255,14784,0.9971590909090909
Sports,NFL,3d,72.0,all,15842,20,0.011406388082312837,0.0021057947228885197,0.006956963053187168,0.0025837320574162576,15842,1.0
Sports,NFL,3d,72.0,<=1h,1356,20,0.03460176991150442,-0.029719764011799408,-0.013798449612403098,0.06433333333333334,15842,0.08559525312460547
Sports,NFL,3d,72.0,<=6h,4001,20,0.01507623094226444,-0.008957760559860035,-0.003663086489542113,0.010937500000000079,15842,0.252556495391996
Sports,NFL,3d,72.0,<=24h,8802,20,0.013696887071120201,0.002588048170870251,0.008113879003558717,0.009565217391304264,15842,0.5556116651937887
Sports,NFL,1d,24.0,all,63284,20,0.010404051577017884,-0.009864262688831298,-0.0034821214302855775,-0.017847682119205285,63284,1.0
Sports,NFL,1d,24.0,<=1h,6816,20,0.029088908450704214,-0.02682365023474178,-0.015371530886302593,-0.024935064935064914,63284,0.10770494911826053
Sports,NFL,1d,24.0,<=6h,21965,20,0.022295014796266787,-0.02195538356476212,-0.01288870884584223,-0.014154929577464757,63284,0.34708615131786863
Sports,NFL,1d,24.0,<=24h,42430,20,0.015291303323120429,-0.015291303323120429,-0.006901355292503004,-0.026820512820512878,63284,0.6704696289741483
Sports,NFL,6h,6.0,all,164194,20,0.015508910191602615,-0.015508910191602615,-0.009615041924551718,-0.022224334600760405,164194,1.0
Sports,NFL,6h,6.0,<=1h,27412,20,0.02964942361009777,-0.02964942361009777,-0.02071553119940217,-0.04461538461538462,164194,0.1669488531858655
