category_group,horizon_label,horizon_hours,freshness_filter,price_bucket_5c_floor,price_bucket_5c_mid,price_bucket_5c_label,market_count,wins,empirical_win_rate,avg_implied_probability,calibration_gap,empirical_win_rate_ci_low,empirical_win_rate_ci_high
Finance,3d,72.0,<=1h,55,57.5,55-60,16,7,0.4375,0.56625,-0.12875000000000003,0.2309836333518552,0.6682180439322347
Finance,3d,72.0,<=1h,60,62.5,60-65,15,10,0.6666666666666666,0.624,0.04266666666666663,0.41713125151212976,0.8482389930530876
Finance,3d,72.0,<=1h,65,67.5,65-70,17,10,0.5882352941176471,0.6705882352941177,-0.08235294117647063,0.36005074385515545,0.7838921396086862
Finance,3d,72.0,<=1h,70,72.5,70-75,11,6,0.5454545454545454,0.72,-0.17454545454545456,0.28008775568998817,0.7872904245601196
Finance,3d,72.0,<=1h,75,77.5,75-80,15,9,0.6,0.7733333333333333,-0.17333333333333334,0.357464427565077,0.8017577191740534
Finance,3d,72.0,<=1h,80,82.5,80-85,18,17,0.9444444444444444,0.8216666666666668,0.12277777777777765,0.7424220019799247,0.9901250641690756
Finance,3d,72.0,<=1h,85,87.5,85-90,14,13,0.9285714285714286,0.8742857142857143,0.05428571428571427,0.6853073044604219,0.9872781138877085
Finance,3d,72.0,<=1h,90,92.5,90-95,26,26,1.0,0.9173076923076923,0.08269230769230773,0.8712669561953784,1.0
Finance,3d,72.0,<=1h,95,97.5,95-100,62,61,0.9838709677419355,0.9740322580645162,0.009838709677419288,0.914130769926111,0.9971472063077598
Finance,3d,72.0,<=6h,0,2.5,0-5,480,12,0.025,0.023937499999999997,0.0010625000000000044,0.014357663033763207,0.04318513609719205
Finance,3d,72.0,<=6h,5,7.5,5-10,466,37,0.07939914163090128,0.06929184549356222,0.010107296137339059,0.05815052408021493,0.10752573787700637
Finance,3d,72.0,<=6h,10,12.5,10-15,458,46,0.10043668122270742,0.11893013100436681,-0.018493449781659385,0.07614556786981366,0.1313749326654348
Finance,3d,72.0,<=6h,15,17.5,15-20,243,22,0.09053497942386832,0.16744855967078187,-0.07691358024691355,0.06054758449763152,0.13326739644561303
Finance,3d,72.0,<=6h,20,22.5,20-25,140,25,0.17857142857142858,0.21735714285714283,-0.03878571428571426,0.12397995549218581,0.25033178742502316
Finance,3d,72.0,<=6h,25,27.5,25-30,59,10,0.1694915254237288,0.2649152542372881,-0.09542372881355932,0.0947573785633763,0.28463461654814215
Finance,3d,72.0,<=6h,30,32.5,30-35,35,12,0.34285714285714286,0.316,0.026857142857142857,0.20831495282688925,0.5084835312726328
Finance,3d,72.0,<=6h,35,37.5,35-40,34,10,0.29411764705882354,0.37,-0.07588235294117646,0.16834452609931952,0.4616922588146376
Finance,3d,72.0,<=6h,40,42.5,40-45,25,13,0.52,0.42200000000000004,0.09799999999999998,0.334982179531473,0.6996899607103998
Finance,3d,72.0,<=6h,45,47.5,45-50,26,12,0.46153846153846156,0.4757692307692308,-0.014230769230769214,0.28755582695234905,0.6454236379556988
Finance,3d,72.0,<=6h,50,52.5,50-55,18,2,0.1111111111111111,0.5233333333333333,-0.4122222222222222,0.031018868453582787,0.3280024486660421
Finance,3d,72.0,<=6h,55,57.5,55-60,34,11,0.3235294117647059,0.5664705882352942,-0.24294117647058827,0.19131451326458573,0.4915741595188061
Finance,3d,72.0,<=6h,60,62.5,60-65,27,18,0.6666666666666666,0.6192592592592593,0.04740740740740734,0.47824419872105484,0.8135694555640665
Finance,3d,72.0,<=6h,65,67.5,65-70,28,14,0.5,0.67,-0.17000000000000004,0.3263284683244634,0.6736715316755366
Finance,3d,72.0,<=6h,70,72.5,70-75,20,12,0.6,0.721,-0.121,0.3865779423152061,0.7811960325858074
Finance,3d,72.0,<=6h,75,77.5,75-80,29,14,0.4827586206896552,0.7731034482758621,-0.2903448275862069,0.3138581933079522,0.6556926202943085
Finance,3d,72.0,<=6h,80,82.5,80-85,28,24,0.8571428571428571,0.8214285714285714,0.0357142857142857,0.6850982695512267,0.9430108706929821
Finance,3d,72.0,<=6h,85,87.5,85-90,32,29,0.90625,0.873125,0.03312499999999996,0.7578150066422116,0.9675990373736805
Finance,3d,72.0,<=6h,90,92.5,90-95,64,61,0.953125,0.91953125,0.03359374999999998,0.8710013921145747,0.9839312745678148
Finance,3d,72.0,<=6h,95,97.5,95-100,139,135,0.9712230215827338,0.9746762589928057,-0.0034532374100719743,0.9283461068773485,0.9887536735787649
Finance,3d,72.0,<=24h,0,2.5,0-5,916,21,0.02292576419213974,0.02373362445414847,-0.0008078602620087312,0.015042918297586892,0.034793488318508745
Finance,3d,72.0,<=24h,5,7.5,5-10,788,56,0.07106598984771574,0.0698730964467005,0.0011928934010152353,0.055130195579750296,0.09116370966594531
Finance,3d,72.0,<=24h,10,12.5,10-15,711,73,0.10267229254571027,0.11807313642756681,-0.015400843881856544,0.08245414313287908,0.1271609660045858
Finance,3d,72.0,<=24h,15,17.5,15-20,345,37,0.1072463768115942,0.16805797101449277,-0.06081159420289857,0.07881351068038892,0.14432960069164924
Finance,3d,72.0,<=24h,20,22.5,20-25,204,37,0.18137254901960784,0.21745098039215688,-0.03607843137254904,0.1345454147948475,0.2399782609274333
Finance,3d,72.0,<=24h,25,27.5,25-30,100,16,0.16,0.26530000000000004,-0.10530000000000003,0.10095202349473717,0.24420444558894414
Finance,3d,72.0,<=24h,30,32.5,30-35,74,22,0.2972972972972973,0.31513513513513514,-0.017837837837837822,0.20527071065162364,0.4093312502535993
Finance,3d,72.0,<=24h,35,37.5,35-40,66,22,0.3333333333333333,0.3678787878787879,-0.0345454545454546,0.2315626700450802,0.4534388190387895
Finance,3d,72.0,<=24h,40,42.5,40-45,49,26,0.5306122448979592,0.4208163265306123,0.10979591836734692,0.39380627019919845,0.6629671810210522
Finance,3d,72.0,<=24h,45,47.5,45-50,47,21,0.44680851063829785,0.4697872340425532,-0.02297872340425533,0.31410747474911305,0.5875478626124176
Finance,3d,72.0,<=24h,50,52.5,50-55,41,12,0.2926829268292683,0.521219512195122,-0.2285365853658537,0.1760901763305888,0.44479757076139725
Finance,3d,72.0,<=24h,55,57.5,55-60,56,18,0.32142857142857145,0.5683928571428571,-0.2469642857142857,0.21400827887722298,0.45177605843996116
Finance,3d,72.0,<=24h,60,62.5,60-65,53,29,0.5471698113207547,0.620754716981132,-0.07358490566037734,0.41453742646439184,0.6734263183985253
Finance,3d,72.0,<=24h,65,67.5,65-70,61,36,0.5901639344262295,0.6698360655737704,-0.0796721311475409,0.46499566253828867,0.7046485165072622
Finance,3d,72.0,<=24h,70,72.5,70-75,57,41,0.7192982456140351,0.7191228070175438,0.00017543859649127302,0.5916955491727645,0.8192075171502777
Finance,3d,72.0,<=24h,75,77.5,75-80,59,37,0.6271186440677966,0.7723728813559322,-0.14525423728813558,0.49953356682142136,0.7391618196741485
Finance,3d,72.0,<=24h,80,82.5,80-85,60,48,0.8,0.8193333333333334,-0.019333333333333313,0.6821795390818299,0.8817161026314104
Finance,3d,72.0,<=24h,85,87.5,85-90,81,68,0.8395061728395061,0.8737037037037036,-0.03419753086419752,0.7445275209556033,0.9037393669861611
Finance,3d,72.0,<=24h,90,92.5,90-95,140,136,0.9714285714285714,0.9208571428571429,0.05057142857142849,0.928841706594433,0.9888344037936607
Finance,3d,72.0,<=24h,95,97.5,95-100,348,332,0.9540229885057471,0.9747988505747126,-0.020775862068965534,0.9266269933330679,0.9715044385385468
Finance,1d,24.0,all,0,2.5,0-5,3091,59,0.019087673891944355,0.020420575865415725,-0.0013329019734713704,0.014826904017012772,0.024542348354417157
Finance,1d,24.0,all,5,7.5,5-10,1775,125,0.07042253521126761,0.0683774647887324,0.002045070422535211,0.0594240016160124,0.08327650639999083
Finance,1d,24.0,all,10,12.5,10-15,1299,156,0.12009237875288684,0.11799076212471132,0.002101616628175512,0.10352537742359869,0.13889979536793637
Finance,1d,24.0,all,15,17.5,15-20,867,132,0.1522491349480969,0.16769319492502885,-0.015444059976931962,0.1298724139085357,0.17769396785365849
Finance,1d,24.0,all,20,22.5,20-25,537,110,0.2048417132216015,0.21765363128491622,-0.01281191806331472,0.1728597275830023,0.24101671979086833
Finance,1d,24.0,all,25,27.5,25-30,333,84,0.25225225225225223,0.267027027027027,-0.01477477477477479,0.20861096660330658,0.30154454862996627
Finance,1d,24.0,all,30,32.5,30-35,235,68,0.28936170212765955,0.3168510638297872,-0.02748936170212768,0.23513962714319844,0.35035971635475166
Finance,1d,24.0,all,35,37.5,35-40,195,67,0.3435897435897436,0.36758974358974356,-0.023999999999999966,0.28053236895825917,0.4126907795177136
Finance,1d,24.0,all,40,42.5,40-45,136,60,0.4411764705882353,0.41786764705882357,0.023308823529411715,0.3604800479449154,0.5251047851805636
Finance,1d,24.0,all,45,47.5,45-50,125,59,0.472,0.47208,-8.00000000000245e-05,0.38662908900238147,0.559040632578226
Finance,1d,24.0,all,50,52.5,50-55,110,52,0.4727272727272727,0.5167272727272727,-0.043999999999999984,0.38193047126891827,0.5653647178359432
Finance,1d,24.0,all,55,57.5,55-60,97,62,0.6391752577319587,0.5706185567010309,0.06855670103092781,0.5399900990872682,0.7277565451547904
Finance,1d,24.0,all,60,62.5,60-65,87,57,0.6551724137931034,0.6181609195402299,0.037011494252873534,0.550645767576964,0.7465748890385073
Finance,1d,24.0,all,65,67.5,65-70,103,71,0.6893203883495146,0.667378640776699,0.02194174757281564,0.5944983926937447,0.7705279640811445
Finance,1d,24.0,all,70,72.5,70-75,111,82,0.7387387387387387,0.7190990990990991,0.01963963963963966,0.6500060698577332,0.8114991686621063
Finance,1d,24.0,all,75,77.5,75-80,103,79,0.7669902912621359,0.7688349514563108,-0.0018446601941748408,0.6766557331631358,0.8381250263911952
Finance,1d,24.0,all,80,82.5,80-85,129,109,0.8449612403100775,0.8202325581395349,0.024728682170542582,0.7726323134774068,0.8973385390266281
Finance,1d,24.0,all,85,87.5,85-90,183,154,0.8415300546448088,0.8701639344262295,-0.028633879781420735,0.781675834922484,0.8873400587542989
Finance,1d,24.0,all,90,92.5,90-95,285,274,0.9614035087719298,0.9223859649122806,0.03901754385964917,0.9322194857388411,0.9783141770022599
Finance,1d,24.0,all,95,97.5,95-100,1129,1082,0.95837023914969,0.9784233835252435,-0.0200531443755535,0.9450808338883385,0.9685508689022369
Finance,1d,24.0,<=1h,0,2.5,0-5,331,9,0.027190332326283987,0.022477341389728095,0.004712990936555892,0.014369423112182575,0.050860225772543816
Finance,1d,24.0,<=1h,5,7.5,5-10,213,16,0.07511737089201878,0.06957746478873239,0.0055399061032863905,0.046763107348921994,0.11852620983006948
Finance,1d,24.0,<=1h,10,12.5,10-15,206,25,0.12135922330097088,0.11786407766990291,0.003495145631067967,0.08356788176808436,0.17301422587882645
Finance,1d,24.0,<=1h,15,17.5,15-20,175,26,0.14857142857142858,0.16931428571428572,-0.020742857142857146,0.10344941553276561,0.2087911370008731
Finance,1d,24.0,<=1h,20,22.5,20-25,138,32,0.2318840579710145,0.21862318840579711,0.013260869565217381,0.16931213470916084,0.3089791423209911
Finance,1d,24.0,<=1h,25,27.5,25-30,101,21,0.2079207920792079,0.26643564356435645,-0.05851485148514854,0.14020699355070065,0.29703929036713345
Finance,1d,24.0,<=1h,30,32.5,30-35,64,22,0.34375,0.3171875,0.02656249999999999,0.2392297503546903,0.46596588182379606
Finance,1d,24.0,<=1h,35,37.5,35-40,73,25,0.3424657534246575,0.36589041095890407,-0.02342465753424655,0.24394708089529715,0.4567358824995307
Finance,1d,24.0,<=1h,40,42.5,40-45,31,16,0.5161290322580645,0.41645161290322585,0.09967741935483865,0.34840118286973176,0.6803001396872117
Finance,1d,24.0,<=1h,45,47.5,45-50,40,17,0.425,0.47025,-0.04525000000000001,0.28509168524815875,0.5780519956394001
Finance,1d,24.0,<=1h,50,52.5,50-55,26,13,0.5,0.5146153846153846,-0.014615384615384586,0.32060306315002074,0.6793969368499793
Finance,1d,24.0,<=1h,55,57.5,55-60,31,18,0.5806451612903226,0.5748387096774193,0.005806451612903274,0.40765964352020967,0.7358469692645074
Finance,1d,24.0,<=1h,60,62.5,60-65,18,8,0.4444444444444444,0.615,-0.17055555555555557,0.24559231101389126,0.6628393057174837
Finance,1d,24.0,<=1h,65,67.5,65-70,31,18,0.5806451612903226,0.6693548387096775,-0.08870967741935487,0.40765964352020967,0.7358469692645074
Finance,1d,24.0,<=1h,70,72.5,70-75,24,16,0.6666666666666666,0.7175,-0.0508333333333334,0.4670595949408046,0.8202802131162036
Finance,1d,24.0,<=1h,75,77.5,75-80,29,21,0.7241379310344828,0.7706896551724138,-0.04655172413793107,0.5428252365556403,0.8530141866149725
Finance,1d,24.0,<=1h,80,82.5,80-85,35,26,0.7428571428571429,0.8225714285714285,-0.07971428571428563,0.5793037572935127,0.8583713127344985
Finance,1d,24.0,<=1h,85,87.5,85-90,37,30,0.8108108108108109,0.8702702702702703,-0.05945945945945941,0.6579498842904441,0.9052014124266288
Finance,1d,24.0,<=1h,90,92.5,90-95,32,29,0.90625,0.9184375,-0.012187500000000018,0.7578150066422116,0.9675990373736805
Finance,1d,24.0,<=1h,95,97.5,95-100,104,104,1.0,0.974423076923077,0.025576923076923053,0.9643773831248793,0.9999999999999999
Finance,1d,24.0,<=6h,0,2.5,0-5,908,16,0.01762114537444934,0.021277533039647575,-0.003656387665198234,0.010875027654171832,0.02843179932103966
Finance,1d,24.0,<=6h,5,7.5,5-10,534,38,0.07116104868913857,0.06906367041198502,0.002097378277153547,0.05228122023745639,0.09616694740149158
Finance,1d,24.0,<=6h,10,12.5,10-15,509,60,0.11787819253438114,0.11895874263261297,-0.001080550098231825,0.09268511647955974,0.1487960738138954
Finance,1d,24.0,<=6h,15,17.5,15-20,411,62,0.15085158150851583,0.1689294403892944,-0.018077858880778563,0.11949193708045946,0.18867773539211807
Finance,1d,24.0,<=6h,20,22.5,20-25,289,60,0.20761245674740483,0.2181660899653979,-0.010553633217993075,0.1648347280768172,0.25806147246299677
Finance,1d,24.0,<=6h,25,27.5,25-30,188,47,0.25,0.26648936170212767,-0.01648936170212767,0.19352676756262174,0.316485659356253
Finance,1d,24.0,<=6h,30,32.5,30-35,118,38,0.3220338983050847,0.31652542372881354,0.005508474576271183,0.2444870818355514,0.41080306537197037
Finance,1d,24.0,<=6h,35,37.5,35-40,112,40,0.35714285714285715,0.36669642857142853,-0.009553571428571384,0.27449449776286317,0.44926622377413217
Finance,1d,24.0,<=6h,40,42.5,40-45,61,27,0.4426229508196721,0.4167213114754098,0.025901639344262317,0.32507608033920443,0.5669685329954449
Finance,1d,24.0,<=6h,45,47.5,45-50,65,30,0.46153846153846156,0.4715384615384615,-0.009999999999999953,0.34590137149936684,0.5814681260137647
Finance,1d,24.0,<=6h,50,52.5,50-55,46,27,0.5869565217391305,0.5147826086956522,0.07217391304347831,0.4433924238701789,0.7171160670289898
Finance,1d,24.0,<=6h,55,57.5,55-60,46,27,0.5869565217391305,0.5747826086956522,0.012173913043478257,0.4433924238701789,0.7171160670289898
Finance,1d,24.0,<=6h,60,62.5,60-65,26,12,0.46153846153846156,0.6157692307692308,-0.15423076923076928,0.28755582695234905,0.6454236379556988
Finance,1d,24.0,<=6h,65,67.5,65-70,39,24,0.6153846153846154,0.666923076923077,-0.05153846153846153,0.45898781310078474,0.7510883745299295
Finance,1d,24.0,<=6h,70,72.5,70-75,40,27,0.675,0.7170000000000001,-0.04200000000000004,0.52017458088898,0.7991568303733828
Finance,1d,24.0,<=6h,75,77.5,75-80,42,32,0.7619047619047619,0.7692857142857144,-0.007380952380952488,0.6147216491768113,0.8651917918898182
Finance,1d,24.0,<=6h,80,82.5,80-85,52,37,0.7115384615384616,0.8213461538461538,-0.10980769230769227,0.5772695428589907,0.816701976581713
Finance,1d,24.0,<=6h,85,87.5,85-90,58,46,0.7931034482758621,0.8693103448275862,-0.07620689655172408,0.6723053695067633,0.8774863564511679
Finance,1d,24.0,<=6h,90,92.5,90-95,70,64,0.9142857142857143,0.9207142857142857,-0.00642857142857145,0.825341230221722,0.9601238734596715
Finance,1d,24.0,<=6h,95,97.5,95-100,254,246,0.968503937007874,0.9766929133858269,-0.008188976377952906,0.9390914029099507,0.9839559253722191
Finance,1d,24.0,<=24h,0,2.5,0-5,1518,30,0.019762845849802372,0.021080368906455864,-0.001317523056653492,0.013877844663311645,0.028072381956856973
Finance,1d,24.0,<=24h,5,7.5,5-10,856,60,0.07009345794392523,0.06837616822429907,0.001717289719626161,0.05484148215793633,0.08918690632664036
Finance,1d,24.0,<=24h,10,12.5,10-15,752,93,0.12367021276595745,0.11897606382978725,0.004694148936170206,0.1020354430909998,0.149130409648516
Finance,1d,24.0,<=24h,15,17.5,15-20,612,93,0.15196078431372548,0.16784313725490196,-0.015882352941176486,0.12569608421395842,0.18256759917475704
Finance,1d,24.0,<=24h,20,22.5,20-25,391,78,0.19948849104859334,0.21739130434782608,-0.01790281329923274,0.1628866776898377,0.24193794058746645
Finance,1d,24.0,<=24h,25,27.5,25-30,264,66,0.25,0.26670454545454547,-0.016704545454545472,0.20160365349603246,0.30556774930323394
Finance,1d,24.0,<=24h,30,32.5,30-35,169,53,0.3136094674556213,0.3167455621301775,-0.0031360946745562224,0.24845915328097581,0.3870452623226751
Finance,1d,24.0,<=24h,35,37.5,35-40,159,54,0.33962264150943394,0.3676100628930818,-0.027987421383647848,0.270568698290443,0.41624351677008214
Finance,1d,24.0,<=24h,40,42.5,40-45,104,43,0.41346153846153844,0.4179807692307692,-0.004519230769230775,0.3235475820993937,0.5095409477443771
Finance,1d,24.0,<=24h,45,47.5,45-50,93,41,0.44086021505376344,0.47161290322580646,-0.03075268817204302,0.34429218763853453,0.5421202632090351
Finance,1d,24.0,<=24h,50,52.5,50-55,79,39,0.4936708860759494,0.5158227848101266,-0.022151898734177167,0.38630084542959936,0.6016279246569272
Finance,1d,24.0,<=24h,55,57.5,55-60,70,39,0.5571428571428572,0.5718571428571428,-0.01471428571428568,0.44083343136188763,0.6675065829389943
Finance,1d,24.0,<=24h,60,62.5,60-65,56,31,0.5535714285714286,0.6183928571428572,-0.06482142857142859,0.42412986131783886,0.676134837487006
Finance,1d,24.0,<=24h,65,67.5,65-70,67,44,0.6567164179104478,0.6674626865671642,-0.010746268656716462,0.5373244120046358,0.7591115804066028
Finance,1d,24.0,<=24h,70,72.5,70-75,78,54,0.6923076923076923,0.7178205128205128,-0.025512820512820555,0.5828795777564898,0.7836821707919256
Finance,1d,24.0,<=24h,75,77.5,75-80,66,50,0.7575757575757576,0.7692424242424242,-0.011666666666666603,0.6419064250894373,0.8449094554173093
Finance,1d,24.0,<=24h,80,82.5,80-85,94,75,0.7978723404255319,0.8206382978723404,-0.022765957446808538,0.7057474647924858,0.8666062170769847
Finance,1d,24.0,<=24h,85,87.5,85-90,129,104,0.8062015503875969,0.87,-0.06379844961240311,0.7295478109645339,0.8651454176626432
Finance,1d,24.0,<=24h,90,92.5,90-95,142,132,0.9295774647887324,0.9226056338028169,0.006971830985915473,0.8752224911727352,0.9613015184376913
Finance,1d,24.0,<=24h,95,97.5,95-100,483,459,0.9503105590062112,0.9766459627329191,-0.02633540372670795,0.9271297934312018,0.9663846474054071
Finance,6h,6.0,all,0,2.5,0-5,7644,174,0.022762951334379906,0.02097985347985348,0.0017830978545264262,0.019651361595482125,0.026353984540347885
Finance,6h,6.0,all,5,7.5,5-10,4091,271,0.06624297237839159,0.06754583231483745,-0.0013028599364458548,0.05902133410493779,0.07427847412207642
Finance,6h,6.0,all,10,12.5,10-15,2940,375,0.12755102040816327,0.11908163265306122,0.008469387755102045,0.11597659437744794,0.1400975096096688
Finance,6h,6.0,all,15,17.5,15-20,2553,461,0.18057187622405013,0.16877790834312573,0.011793967880924405,0.1661338476016025,0.19596977273999394
Finance,6h,6.0,all,20,22.5,20-25,2118,481,0.2271010387157696,0.21860717658168086,0.008493862134088731,0.20976159548009168,0.24542865057786098
Finance,6h,6.0,all,25,27.5,25-30,1622,430,0.2651048088779285,0.267731196054254,-0.0026263871763255175,0.24419715941029072,0.28712249682190316
Finance,6h,6.0,all,30,32.5,30-35,1160,363,0.3129310344827586,0.3176551724137931,-0.004724137931034489,0.28690139225313466,0.34019562850982826
Finance,6h,6.0,all,35,37.5,35-40,854,312,0.36533957845433257,0.3681264637002342,-0.002786885245901649,0.33371355783949247,0.398171675984561
Finance,6h,6.0,all,40,42.5,40-45,607,248,0.4085667215815486,0.4188632619439868,-0.010296540362438211,0.37015442790471725,0.4481290681767545
Finance,6h,6.0,all,45,47.5,45-50,505,249,0.49306930693069306,0.4692871287128713,0.023782178217821748,0.44968127716317696,0.5365619859662526
Finance,6h,6.0,all,50,52.5,50-55,449,223,0.49665924276169265,0.5174387527839643,-0.020779510022271686,0.45063613385206525,0.5427390330937278
Finance,6h,6.0,all,55,57.5,55-60,405,243,0.6,0.5680493827160494,0.031950617283950544,0.5515630445296971,0.6465576946514431
Finance,6h,6.0,all,60,62.5,60-65,382,243,0.6361256544502618,0.618324607329843,0.017801047120418856,0.5867448488783586,0.6827958123670852
Finance,6h,6.0,all,65,67.5,65-70,380,261,0.6868421052631579,0.6689473684210526,0.017894736842105297,0.6385374354697109,0.7314068332077854
Finance,6h,6.0,all,70,72.5,70-75,409,311,0.7603911980440098,0.7189242053789731,0.04146699266503673,0.7167218953326422,0.7992144831718495
Finance,6h,6.0,all,75,77.5,75-80,430,336,0.7813953488372093,0.7697441860465116,0.011651162790697667,0.7399323189588949,0.8178749544791526
Finance,6h,6.0,all,80,82.5,80-85,538,460,0.8550185873605948,0.8186431226765799,0.03637546468401487,0.8227490360012232,0.8822540497714454
Finance,6h,6.0,all,85,87.5,85-90,618,544,0.8802588996763754,0.8694983818770227,0.01076051779935272,0.852284053584161,0.9035354348514791
Finance,6h,6.0,all,90,92.5,90-95,860,808,0.9395348837209302,0.9213139534883722,0.018220930232557997,0.9215659467949435,0.9535944992868381
Finance,6h,6.0,all,95,97.5,95-100,2549,2426,0.9517457826598666,0.97690466849745,-0.0251588858375833,0.942724955245049,0.9594070062522879
Finance,6h,6.0,<=1h,0,2.5,0-5,3453,96,0.02780191138140747,0.02210251954821894,0.00569939183318853,0.02282096512089704,0.03383236837289105
Finance,6h,6.0,<=1h,5,7.5,5-10,2230,149,0.06681614349775784,0.06736771300448431,-0.0005515695067264681,0.05717924231457761,0.07794296151581037
Finance,6h,6.0,<=1h,10,12.5,10-15,1644,198,0.12043795620437957,0.11903284671532846,0.0014051094890511068,0.1055829738978352,0.13706267845127407
Finance,6h,6.0,<=1h,15,17.5,15-20,1552,262,0.16881443298969073,0.16952963917525776,-0.00071520618556703,0.15100076177568839,0.18826359521283803
Finance,6h,6.0,<=1h,20,22.5,20-25,1491,329,0.22065727699530516,0.21936955063715627,0.0012877263581488885,0.20034052870046629,0.24240979347413735
Finance,6h,6.0,<=1h,25,27.5,25-30,1292,341,0.26393188854489164,0.2683978328173374,-0.004465944272445788,0.24062297208070643,0.2886404811067818
Finance,6h,6.0,<=1h,30,32.5,30-35,980,323,0.3295918367346939,0.3178061224489796,0.011785714285714288,0.3008764868343715,0.35963796996436526
Finance,6h,6.0,<=1h,35,37.5,35-40,726,270,0.371900826446281,0.3684435261707989,0.003457300275482078,0.33750396304343466,0.4076462174888891
Finance,6h,6.0,<=1h,40,42.5,40-45,521,212,0.4069097888675624,0.41923224568138195,-0.012322456813819549,0.3655564176099007,0.44962591549784076
Finance,6h,6.0,<=1h,45,47.5,45-50,411,205,0.49878345498783455,0.4692944038929441,0.029489051094890473,0.4506793704060844,0.546910070961416
Finance,6h,6.0,<=1h,50,52.5,50-55,349,181,0.5186246418338109,0.5181375358166189,0.0004871060171919295,0.4662858330893872,0.5705578950877891
Finance,6h,6.0,<=1h,55,57.5,55-60,335,195,0.582089552238806,0.5679701492537313,0.014119402985074636,0.5286343071361809,0.6336834248070043
Finance,6h,6.0,<=1h,60,62.5,60-65,313,196,0.6261980830670927,0.6188498402555911,0.007348242811501593,0.5713724581592333,0.6779634876256636
Finance,6h,6.0,<=1h,65,67.5,65-70,293,198,0.6757679180887372,0.6688395904436859,0.0069283276450512465,0.6201945353021632,0.7267918709158332
Finance,6h,6.0,<=1h,70,72.5,70-75,312,235,0.7532051282051282,0.7187820512820512,0.034423076923077,0.7024762305632297,0.7977745280448827
Finance,6h,6.0,<=1h,75,77.5,75-80,321,250,0.778816199376947,0.7697819314641744,0.00903426791277262,0.7302635200347811,0.820774278079746
Finance,6h,6.0,<=1h,80,82.5,80-85,365,305,0.8356164383561644,0.8194520547945205,0.016164383561643847,0.7941355925690993,0.8701061849310524
Finance,6h,6.0,<=1h,85,87.5,85-90,387,334,0.8630490956072352,0.8695348837209302,-0.006485788113695046,0.8252099644378182,0.8937513743756552
Finance,6h,6.0,<=1h,90,92.5,90-95,508,472,0.9291338582677166,0.9208858267716535,0.008248031496063013,0.9034505267728379,0.9483755069063315
Finance,6h,6.0,<=1h,95,97.5,95-100,1077,1026,0.9526462395543176,0.9737975858867223,-0.021151346332404675,0.9382731578015173,0.9638016698142962
Finance,6h,6.0,<=6h,0,2.5,0-5,4420,110,0.024886877828054297,0.021846153846153845,0.003040723981900452,0.02069036085612412,0.029908557513828357
Finance,6h,6.0,<=6h,5,7.5,5-10,2794,190,0.06800286327845383,0.0674874731567645,0.0005153901216893297,0.059248604714800784,0.07794343646437102
Finance,6h,6.0,<=6h,10,12.5,10-15,2032,246,0.12106299212598425,0.11903051181102363,0.0020324803149606163,0.10759004906202208,0.13596603113596584
Finance,6h,6.0,<=6h,15,17.5,15-20,1876,332,0.17697228144989338,0.1694829424307036,0.007489339019189772,0.16036715907111782,0.1948976674972483
Finance,6h,6.0,<=6h,20,22.5,20-25,1788,395,0.220917225950783,0.21884787472035794,0.002069351230425065,0.20229688802963544,0.24073423704302724
Finance,6h,6.0,<=6h,25,27.5,25-30,1434,373,0.2601115760111576,0.2680962343096234,-0.007984658298465841,0.23806760326300747,0.2834374081374139
Finance,6h,6.0,<=6h,30,32.5,30-35,1059,343,0.323890462700661,0.31781869688385267,0.00607176581680835,0.29638593803253654,0.35266806963897346
Finance,6h,6.0,<=6h,35,37.5,35-40,784,289,0.36862244897959184,0.36831632653061225,0.0003061224489795955,0.33556921416540014,0.4029569058059242
Finance,6h,6.0,<=6h,40,42.5,40-45,565,233,0.41238938053097346,0.41906194690265486,-0.006672566371681399,0.37252295586752854,0.4534391397316681
Finance,6h,6.0,<=6h,45,47.5,45-50,451,226,0.5011086474501109,0.46904656319290466,0.03206208425720619,0.45514828794692097,0.5470502796423232
Finance,6h,6.0,<=6h,50,52.5,50-55,388,200,0.5154639175257731,0.517860824742268,-0.0023969072164948813,0.4658282827843001,0.5647963369600046
Finance,6h,6.0,<=6h,55,57.5,55-60,376,221,0.5877659574468085,0.5678723404255319,0.019893617021276566,0.5373676552261089,0.6363889843836652
Finance,6h,6.0,<=6h,60,62.5,60-65,348,217,0.6235632183908046,0.6186494252873563,0.004913793103448305,0.5715706809983927,0.6728574934983127
Finance,6h,6.0,<=6h,65,67.5,65-70,348,239,0.6867816091954023,0.6689080459770115,0.017873563218390842,0.6362357610371756,0.7332486887834255
Finance,6h,6.0,<=6h,70,72.5,70-75,365,279,0.7643835616438356,0.7187671232876712,0.04561643835616436,0.7182318380421164,0.8050280111722887
Finance,6h,6.0,<=6h,75,77.5,75-80,377,295,0.7824933687002652,0.769867374005305,0.012625994694960174,0.7381116068068755,0.8211760340390825
Finance,6h,6.0,<=6h,80,82.5,80-85,449,377,0.8396436525612472,0.8193986636971047,0.0202449888641425,0.8028431099140948,0.8706815839302869
Finance,6h,6.0,<=6h,85,87.5,85-90,506,443,0.8754940711462451,0.8695652173913043,0.005928853754940788,0.8438665085351045,0.9014630212639547
