category_group,horizon_label,horizon_hours,freshness_filter,market_count,bucket_count,expected_calibration_error,signed_calibration_gap,low_tail_gap,high_tail_gap,median_staleness_age_hours,baseline_market_count,retained_share
Sports,6h,6.0,<=24h,170684,20,0.017708221040050615,-0.017708221040050615,-0.013062882121865493,-0.0220756143667296,3.0388888888888896,208027,0.8204896479783874
Sports,1h,1.0,all,296487,20,0.02116349114800986,-0.02116349114800986,-0.01201206795604438,-0.011701943376820213,4.731944444444444,296487,1.0
Sports,1h,1.0,<=1h,59617,20,0.012003958602412042,-0.01039066038210576,-0.0028669423040781805,-0.006909127275151619,0.09583333333333344,296487,0.2010779562004405
Sports,1h,1.0,<=6h,169795,20,0.02714791366059069,-0.02714791366059069,-0.015842581526378692,-0.011456964703262388,2.533888888888889,296487,0.5726895277027323
Sports,1h,1.0,<=24h,252425,20,0.02457276418738239,-0.02457276418738239,-0.014612921724170886,-0.0119538596107588,3.852222222222222,296487,0.8513864014273813
Finance,30d,720.0,all,2100,20,0.031219047619047632,-0.0032761904761904686,-0.001301684532924961,0.021738437001594935,57.877916666666636,2100,1.0
Finance,30d,720.0,<=1h,132,20,0.1084090909090909,0.0006818181818181672,-0.018421052631578956,0.05285714285714283,0.3895833333333485,2100,0.06285714285714286
Finance,30d,720.0,<=6h,286,20,0.08122377622377623,-0.0033916083916083945,-0.030754716981132083,0.04531250000000001,1.1744444444444753,2100,0.1361904761904762
Finance,30d,720.0,<=24h,761,20,0.05674113009198423,0.0010249671484888262,-0.00860335195530726,0.04219512195121952,9.224722222222226,2100,0.36238095238095236
Finance,7d,168.0,all,3274,20,0.023231521075137446,-0.001844838118509479,-0.008361629881154504,0.019312267657992547,39.08583333333334,3274,1.0
Finance,7d,168.0,<=1h,266,20,0.10447368421052634,-0.048157894736842115,-0.045000000000000005,-0.05529411764705884,0.2576388888888914,3274,0.08124618204031765
Finance,7d,168.0,<=6h,532,20,0.0631390977443609,-0.03479323308270678,-0.020482758620689653,0.0007534246575342168,0.9898611111111109,3274,0.1624923640806353
Finance,7d,168.0,<=24h,1477,20,0.038632362897765754,-0.014014895057549066,-0.020309523809523805,0.01641826923076932,9.88055555555556,3274,0.45113011606597436
Finance,3d,72.0,all,7405,20,0.02347197839297771,-0.008565833896016206,0.004218533886583681,0.007777777777777774,18.21527777777777,7405,1.0
Finance,3d,72.0,<=1h,966,20,0.047795031055900605,-0.027567287784679092,-0.013651115618661254,0.0345098039215686,0.33083333333333087,7405,0.13045239702903444
Finance,3d,72.0,<=6h,2385,20,0.036490566037735844,-0.024666666666666663,-0.0023148148148148117,0.011617021276595715,1.5980555555555611,7405,0.32207967589466574
Finance,3d,72.0,<=24h,4256,20,0.02827537593984962,-0.02197368421052632,-0.0044513457556935795,-0.0051318101933216466,5.1243055555555515,7405,0.57474679270763
Finance,1d,24.0,all,10930,20,0.010203110704483069,-0.0032223238792314663,0.0003633414436334118,-0.010494677520350583,18.797777777777778,10930,1.0
Finance,1d,24.0,<=1h,1739,20,0.023076480736055203,-0.00821736630247269,0.0046133333333333365,0.00040462427745664134,0.3099999999999987,10930,0.15910338517840805
Finance,1d,24.0,<=6h,3868,20,0.012169079627714586,-0.008430713547052748,-0.0014095335725269097,-0.018193717277487004,1.3166666666666664,10930,0.35388838060384264
Finance,1d,24.0,<=24h,6182,20,0.011389517955354247,-0.00945163377547719,0.000959692898272549,-0.026472148541113984,3.68986111111111,10930,0.5655992680695334
Finance,6h,6.0,all,31114,20,0.009198431574210953,0.002953011506074435,0.002262350936967633,-0.010382418673950827,0.41888888888888864,31114,1.0
Finance,6h,6.0,<=1h,18560,20,0.006620150862068956,0.0023292025862069084,0.0028333560802511247,-0.010699797160243309,0.1287499999999997,31114,0.5965160377964903
Finance,6h,6.0,<=6h,22521,20,0.0067656853603303676,0.0036308334443408323,0.002056024226692619,-0.0022047244094488567,0.1911111111111108,31114,0.7238220736645883
Finance,6h,6.0,<=24h,27800,20,0.009403237410071949,0.004776618705035979,0.004955523208798323,-0.010490816019271272,0.3136111111111113,31114,0.8934884617856913
Finance,1h,1.0,all,36721,20,0.02392091718635114,-0.010940333868903354,-0.01825714575309143,0.004644357976653691,1.0852777777777778,36721,1.0
Finance,1h,1.0,<=1h,18005,20,0.020980283254651497,-0.0034529297417384,-0.012680250783699058,0.00441656710473917,0.1511111111111112,36721,0.49031889109773696
Finance,1h,1.0,<=6h,29291,20,0.024783380560581755,-0.009721416134648869,-0.01893506493506493,0.010605504587155963,0.5605555555555555,36721,0.7976634623240108
Finance,1h,1.0,<=24h,33707,20,0.023298127985284946,-0.00994422523511436,-0.017679423120599592,0.0069662138627656365,0.8472222222222223,36721,0.9179216252280711
Weather,30d,720.0,all,424,20,0.0667688679245283,-0.01247641509433962,-0.03962616822429907,-0.04154929577464786,13.417222222222222,424,1.0
Weather,30d,720.0,<=1h,36,19,0.24833333333333332,-0.026666666666666658,-0.051666666666666666,0.08249999999999999,0.6716666666666242,424,0.08490566037735849
Weather,30d,720.0,<=6h,117,20,0.1252991452991453,0.025299145299145297,-0.08,0.017500000000000043,1.7808333333333621,424,0.2759433962264151
Weather,30d,720.0,<=24h,255,20,0.09878431372549021,-0.016431372549019618,-0.053478260869565225,-0.07071428571428572,6.825833333333321,424,0.6014150943396226
Weather,7d,168.0,all,749,20,0.0385313751668892,0.018558077436582113,-0.0008579088471849849,0.02085858585858587,24.44638888888889,749,1.0
Weather,7d,168.0,<=1h,71,18,0.16267605633802815,-0.10014084507042252,-0.0445,-0.014999999999999921,0.4449999999999932,749,0.09479305740987984
Weather,7d,168.0,<=6h,190,20,0.10510526315789472,0.023210526315789494,0.039117647058823535,0.01815789473684216,1.6409722222222172,749,0.253671562082777
Weather,7d,168.0,<=24h,372,20,0.06620967741935482,0.03626344086021506,0.02543749999999999,0.025466666666666703,5.517638888888882,749,0.49666221628838453
Weather,3d,72.0,all,821,20,0.042253349573690625,0.02140073081607796,-0.012616407982261641,0.0181609195402299,32.058055555555555,821,1.0
Weather,3d,72.0,<=1h,99,20,0.1423232323232323,0.09181818181818181,0.006874999999999992,0.021538461538461576,0.3125,821,0.12058465286236297
Weather,3d,72.0,<=6h,222,20,0.10324324324324326,0.06225225225225226,0.004673913043478267,0.012786885245901665,1.2390277777777712,821,0.27040194884287455
Weather,3d,72.0,<=24h,377,20,0.07777188328912467,0.05432360742705569,0.0010982658959537595,0.020344827586206902,3.7361111111111143,821,0.4591961023142509
Weather,1d,24.0,all,28723,20,0.014767259687358565,-0.01255439891376249,-0.013050298804780876,-0.0009726962457337616,1.024166666666666,28723,1.0
Weather,1d,24.0,<=1h,14108,20,0.013334278423589453,-0.008216614686702583,-0.011959134615384613,-0.008287671232876721,0.23638888888888943,28723,0.49117432023117363
Weather,1d,24.0,<=6h,25522,20,0.013540866703236417,-0.01116801191129221,-0.011162034299231226,-0.011687898089171934,0.7788888888888899,28723,0.8885562093096125
Weather,1d,24.0,<=24h,28225,20,0.014855978742249778,-0.012582108060230286,-0.012860671095213761,-0.00782608695652174,1.0005555555555539,28723,0.9826619782056192
Weather,6h,6.0,all,30450,20,0.014190804597701138,-0.00790443349753696,-0.012457334785766157,0.003966865227103427,2.0573611111111108,30450,1.0
Weather,6h,6.0,<=1h,9814,20,0.012829631139188913,-0.0022366007744039117,-0.008758741258741256,0.006678876678876689,0.34125000000000005,30450,0.32229885057471264
Weather,6h,6.0,<=6h,24481,20,0.012887545443405073,-0.004737551570605791,-0.009883807452349609,0.003941664978731946,1.4219444444444447,30450,0.8039737274220032
Weather,6h,6.0,<=24h,29612,20,0.013804538700526808,-0.007265297852222079,-0.011913793103448277,0.00391061452513963,1.9643055555555553,30450,0.9724794745484401
Weather,1h,1.0,all,30550,20,0.015002945990180028,-0.00873060556464812,-0.013544013073627488,0.0078034289594296246,5.754722222222222,30550,1.0
Weather,1h,1.0,<=1h,3810,20,0.013089238845144359,-0.0020918635170603644,-0.008754052802223253,0.007885638297872349,0.4241666666666667,30550,0.12471358428805238
Weather,1h,1.0,<=6h,15914,20,0.01264609777554354,-0.003811109714716608,-0.010604139474174903,0.0086325878594249,2.4891666666666667,30550,0.5209165302782324
Weather,1h,1.0,<=24h,29337,20,0.01446978218631762,-0.00762791014759519,-0.012864941737774109,0.007874430024552771,5.503333333333333,30550,0.9602945990180033
Crypto,30d,720.0,all,103,19,0.18194174757281553,0.14485436893203885,0.035454545454545454,0.07999999999999999,9.269444444444389,103,1.0
Crypto,30d,720.0,<=1h,23,16,0.3773913043478261,0.3591304347826087,0.09166666666666667,0.12,0.3291666666666515,103,0.22330097087378642
Crypto,30d,720.0,<=6h,44,16,0.2222727272727273,0.2,0.0006666666666666673,0.12,0.7698611111110836,103,0.42718446601941745
Crypto,30d,720.0,<=24h,75,17,0.19799999999999998,0.1684,0.014827586206896549,0.12,3.2811111111111586,103,0.7281553398058253
Crypto,7d,168.0,all,247,20,0.13040485829959514,0.10327935222672067,0.006168224299065419,-0.09608695652173913,1.9897222222222126,247,1.0
Crypto,7d,168.0,<=1h,99,20,0.20202020202020202,0.11474747474747474,-0.011923076923076922,-0.25416666666666665,0.4838888888888846,247,0.4008097165991903
Crypto,7d,168.0,<=6h,151,20,0.18119205298013244,0.12158940397350995,-0.0036956521739130417,-0.20357142857142854,0.755833333333328,247,0.611336032388664
Crypto,7d,168.0,<=24h,184,20,0.16358695652173913,0.1166304347826087,0.003283582089552239,-0.18266666666666664,0.926249999999996,247,0.7449392712550608
Crypto,3d,72.0,all,1325,20,0.037788679245283,0.01555471698113207,0.010836236933797911,-0.03957894736842101,6.084166666666661,1325,1.0
Crypto,3d,72.0,<=1h,274,20,0.10875912408759124,0.0524087591240876,-0.022222222222222216,-0.02406249999999994,0.38319444444444173,1325,0.20679245283018868
Crypto,3d,72.0,<=6h,656,20,0.052606707317073155,0.035625,-0.01768421052631579,-0.01666666666666661,1.4309722222222234,1325,0.4950943396226415
Crypto,3d,72.0,<=24h,956,20,0.041945606694560655,0.019665271966527193,-0.011242236024844726,-0.042941176470588184,3.322638888888889,1325,0.7215094339622642
Crypto,1d,24.0,all,3673,20,0.023539341138034315,-0.0011216988837462359,0.02471524288107203,-0.007637931034482655,0.799722222222222,3673,1.0
Crypto,1d,24.0,<=1h,2429,20,0.032906545903664056,0.002260189378344998,0.04387755102040816,-0.022163120567375932,0.432500000000001,3673,0.6613122787911788
Crypto,1d,24.0,<=6h,2829,20,0.02500530222693532,0.0042205726405089945,0.03651612903225806,-0.006200527704485527,0.5491666666666681,3673,0.7702150830383883
Crypto,1d,24.0,<=24h,3116,20,0.023684210526315794,0.0010012836970474852,0.0312909632571996,-0.005476718403547716,0.6343055555555548,3673,0.8483528450857609
Crypto,6h,6.0,all,19733,20,0.02328079866213956,-0.014006993361374346,-0.006956113273386118,0.010753166723724743,1.1727777777777781,19733,1.0
Crypto,6h,6.0,<=1h,9176,20,0.02194638186573671,-0.01888622493461205,-0.014616949152542375,0.003969335604769919,0.30277777777777803,19733,0.4650078548624132
Crypto,6h,6.0,<=6h,14864,20,0.019488024757804086,-0.014810952637244343,-0.009832308552263833,0.006532492725509245,0.6809722222222221,19733,0.7532559671616075
Crypto,6h,6.0,<=24h,19337,20,0.022094947509955023,-0.014137146403268344,-0.006289412088668591,0.010566371681415962,1.1275000000000004,19733,0.9799320934475244
Crypto,1h,1.0,all,22481,20,0.05097148703349495,-0.019321649392820606,-0.03440686839074442,0.0366457539771454,1.7844444444444445,22481,1.0
Crypto,1h,1.0,<=1h,9081,20,0.030568219359101423,-0.010715780200418456,-0.03196237431073629,0.013628879037365385,0.22416666666666663,22481,0.4039411058226947
Crypto,1h,1.0,<=6h,17467,20,0.045889391423827794,-0.018099845422797266,-0.0344359410430839,0.03205364868762622,0.9230555555555555,22481,0.7769672167608203
Crypto,1h,1.0,<=24h,22086,20,0.05041519514624648,-0.019666304446255552,-0.03444765265746979,0.036049015116811724,1.7041666666666666,22481,0.982429607223878
Entertainment,30d,720.0,all,1795,20,0.04105849582172701,-0.03323676880222841,-0.017644492911668485,-0.0010043668122270606,45.43083333333334,1795,1.0
Entertainment,30d,720.0,<=1h,98,19,0.15785714285714286,-0.04051020408163265,-0.06153846153846154,0.09599999999999997,0.48500000000001364,1795,0.05459610027855153
Entertainment,30d,720.0,<=6h,251,20,0.090398406374502,-0.029601593625498007,-0.026627906976744192,0.07888888888888886,1.4099999999999682,1795,0.13983286908077994
Entertainment,30d,720.0,<=24h,713,20,0.05568022440392707,-0.041374474053295925,-0.01858870967741935,-0.033013698630137,9.961666666666702,1795,0.39721448467966575
Entertainment,7d,168.0,all,3725,20,0.0327489932885906,-0.029919463087248323,-0.024273696017947276,0.00022156573116687532,20.407777777777767,3725,1.0
Entertainment,7d,168.0,<=1h,519,20,0.07173410404624278,-0.04934489402697496,-0.03979166666666667,0.053750000000000034,0.35527777777778624,3725,0.13932885906040268
Entertainment,7d,168.0,<=6h,1003,20,0.05379860418743768,-0.03234297108673978,-0.027840531561461795,0.04418918918918917,0.9116666666666617,3725,0.26926174496644295
Entertainment,7d,168.0,<=24h,2007,20,0.03585450921773793,-0.03369207772795218,-0.0248103186646434,-0.010306905370843979,6.00777777777779,3725,0.5387919463087248
Entertainment,3d,72.0,all,5626,20,0.028562033416281548,-0.016123355847849283,-0.01829390203265578,0.00771263418662261,16.577777777777776,5626,1.0
Entertainment,3d,72.0,<=1h,875,20,0.02976000000000001,0.001302857142857139,-0.0032394366197183127,0.014466019417475719,0.29083333333333883,5626,0.15552790615001777
Entertainment,3d,72.0,<=6h,1765,20,0.022968838526912182,-0.009688385269121818,-0.012681481481481483,0.000551181102362165,1.0136111111111177,5626,0.313722004976893
Entertainment,3d,72.0,<=24h,3201,20,0.025535770071852544,-0.012396126210559208,-0.014673913043478256,0.0061507936507936255,4.374166666666667,5626,0.5689655172413793
Entertainment,1d,24.0,all,8189,20,0.024579313713518118,-0.022942972279887675,-0.017210229938995774,-0.0012283464566929861,10.2725,8189,1.0
Entertainment,1d,24.0,<=1h,1861,20,0.033256313809779676,-0.02005910800644816,-0.00845890410958904,-0.006458852867830448,0.30194444444444457,8189,0.22725607522285993
Entertainment,1d,24.0,<=6h,3360,20,0.023836309523809513,-0.02038988095238096,-0.009736842105263158,-0.013236074270557065,0.8165277777777771,8189,0.4103065087312248
Entertainment,1d,24.0,<=24h,5427,20,0.026585590565690067,-0.026154413119587234,-0.01395463917525773,-0.010296643247462881,2.7283333333333317,8189,0.6627182806203443
Entertainment,6h,6.0,all,10370,20,0.01939247830279654,-0.01684281581485052,-0.014280587275693313,0.0032741760231800514,5.3788888888888895,10370,1.0
Entertainment,6h,6.0,<=1h,1978,20,0.03042467138523762,-0.019514661274014158,-0.0012694877505567946,-0.009103585657370504,0.2599999999999998,10370,0.19074252651880425
Entertainment,6h,6.0,<=6h,5456,20,0.018931451612903202,-0.015745967741935457,-0.005396938412246351,-0.0035065748278020363,1.5355555555555558,10370,0.5261330761812922
Entertainment,6h,6.0,<=24h,7590,20,0.017358366271409725,-0.01610935441370221,-0.00975270843146491,-0.0025542965061377603,2.8015277777777783,10370,0.7319189971070396
Entertainment,1h,1.0,all,10632,20,0.01898607975921745,-0.01547027840481566,-0.01605004605465152,0.00330940170940168,7.116388888888888,10632,1.0
Entertainment,1h,1.0,<=1h,3028,20,0.016162483487450464,-0.009953764861294572,-0.0013078470824949703,-0.004735772357723544,0.2843055555555556,10632,0.28480060195635815
Entertainment,1h,1.0,<=6h,4949,20,0.014093756314406942,-0.010278844210951701,-0.005824990730441228,-0.0036405529953916936,0.7433333333333334,10632,0.4654815650865312
Entertainment,1h,1.0,<=24h,7916,20,0.016445174330469936,-0.01423698837796868,-0.012553009209680874,-0.0017992177314211527,2.5044444444444443,10632,0.7445447705041385
Other,30d,720.0,all,2787,20,0.022400430570505916,-0.004653749551489041,-0.01814925373134328,0.010380116959064382,63.82055555555553,2787,1.0
Other,30d,720.0,<=1h,128,19,0.09859375000000001,0.03328125,-0.027000000000000003,0.08500000000000005,0.3547222222222217,2787,0.04592752063150341
Other,30d,720.0,<=6h,388,20,0.08296391752577321,0.013994845360824732,-0.03445378151260504,0.02750000000000001,1.7286111111110927,2787,0.1392177969142447
Other,30d,720.0,<=24h,921,20,0.0428013029315961,-0.0011726384364820987,-0.024864864864864864,0.0013761467889908004,8.200000000000045,2787,0.3304628632938644
Other,7d,168.0,all,5185,20,0.01610800385728062,0.0020443587270974023,-0.007396061269146606,0.015883777239709483,51.294166666666655,5185,1.0
Other,7d,168.0,<=1h,355,20,0.07845070422535212,0.017323943661971833,0.012111111111111107,0.023387096774193608,0.3394444444444389,5185,0.06846673095467695
Other,7d,168.0,<=6h,929,20,0.03146393972012917,0.01559741657696448,-0.006055045871559632,0.010410958904109572,1.5713888888888903,5185,0.17917068466730954
Other,7d,168.0,<=24h,1915,20,0.02688250652741513,0.02186945169712792,0.0016099476439790541,0.01025974025974019,6.305833333333339,5185,0.36933461909353904
Other,3d,72.0,all,6812,20,0.019243981209630064,-0.010694362889019373,-0.010087671232876714,0.01301614273576892,27.853055555555557,6812,1.0
Other,3d,72.0,<=1h,617,20,0.03748784440842787,0.0017990275526742242,0.010053191489361705,-0.01391304347826087,0.3986111111111086,6812,0.09057545507927188
Other,3d,72.0,<=6h,1665,20,0.02640240240240241,-0.004756756756756765,-0.004188976377952755,0.0034385964912280564,1.5536111111111097,6812,0.24442160892542572
Other,3d,72.0,<=24h,3181,20,0.01828670229487582,-0.0050895944671487,-0.005286671630677591,0.012781690140845039,5.248333333333335,6812,0.46697005284791543
Other,1d,24.0,all,7652,20,0.019364871928907484,-0.015857292211186605,-0.01081676646706587,0.007501678979180693,21.844583333333333,7652,1.0
Other,1d,24.0,<=1h,1086,20,0.04312154696132597,-0.017062615101289147,0.008100890207715133,0.015132275132275075,0.3002777777777794,7652,0.14192368008363826
Other,1d,24.0,<=6h,2394,20,0.020401002506265652,-0.010935672514619861,0.0006159014557670801,-0.005391304347826022,1.1602777777777789,7652,0.31285938316779927
Other,1d,24.0,<=24h,3942,20,0.01576864535768644,-0.013231861998985277,-0.004034668260609688,0.0021847690387016786,3.3177777777777777,7652,0.5151594354417146
Other,6h,6.0,all,8712,20,0.018112947658402205,-0.016448576675849404,-0.012152577319587625,0.0008747412008281578,12.580277777777779,8712,1.0
Other,6h,6.0,<=1h,1287,20,0.03869463869463869,-0.029324009324009314,0.002790697674418604,-0.03227074235807856,0.25055555555555564,8712,0.14772727272727273
Other,6h,6.0,<=6h,3104,20,0.019690721649484533,-0.012822164948453611,0.004334085778781038,-0.02140866873065018,1.4159722222222224,8712,0.3562901744719926
Other,6h,6.0,<=24h,5297,20,0.014804606380970357,-0.013324523315084012,-0.0051542207792207775,-0.00412749003984068,4.608888888888888,8712,0.6080119375573921
Other,1h,1.0,all,9126,20,0.021245890861275454,-0.018008985316677655,-0.01711924882629108,0.005087260034903915,11.301111111111112,9126,1.0
Other,1h,1.0,<=1h,2144,20,0.0357089552238806,-0.022929104477611945,-0.016936026936026936,-0.005818815331010473,0.20166666666666666,9126,0.23493315801008108
Other,1h,1.0,<=6h,3689,20,0.02229059365681756,-0.01641366223908918,-0.013829431438127088,-0.0011864406779660923,0.6944444444444444,9126,0.4042296734604427
Other,1h,1.0,<=24h,5873,20,0.01863783415630854,-0.01497360803677849,-0.01310378590078329,0.0014489164086686822,2.443611111111111,9126,0.643545912776682
Esports,30d,720.0,all,9,5,0.15777777777777777,-0.033333333333333326,-0.041999999999999996,,57.296111111111145,9,1.0
Esports,30d,720.0,<=1h,0,0,,,,,,9,0.0
Esports,30d,720.0,<=6h,0,0,,,,,,9,0.0
Esports,30d,720.0,<=24h,4,3,0.2775,0.0025000000000000022,-0.06,,10.913055555555559,9,0.4444444444444444
Esports,7d,168.0,all,12,3,0.07166666666666667,-0.013333333333333336,-0.013000000000000001,,89.33083333333333,12,1.0
Esports,7d,168.0,<=1h,1,1,0.35,0.35,,,0.1580555555555634,12,0.08333333333333333
Esports,7d,168.0,<=6h,3,3,0.24666666666666667,-0.013333333333333345,-0.01,,1.1266666666666652,12,0.25
Esports,7d,168.0,<=24h,3,3,0.24666666666666667,-0.013333333333333345,-0.01,,1.1266666666666652,12,0.25
Esports,3d,72.0,all,23,8,0.1282608695652174,0.00999999999999998,-0.013000000000000001,,14.15805555555555,23,1.0
Esports,3d,72.0,<=1h,4,3,0.2875,0.17750000000000002,,,0.6231944444444437,23,0.17391304347826086
Esports,3d,72.0,<=6h,10,6,0.22400000000000003,-0.11800000000000002,,,1.2465277777777786,23,0.43478260869565216
Esports,3d,72.0,<=24h,12,7,0.18666666666666668,-0.018333333333333358,,,1.4313888888888897,23,0.5217391304347826
Esports,1d,24.0,all,1396,20,0.06787249283667622,-0.06546561604584528,-0.029011680143755613,-0.12181818181818178,10.060277777777781,1396,1.0
Esports,1d,24.0,<=1h,117,18,0.11008547008547008,-0.07555555555555556,-0.023125,0.039999999999999994,0.4044444444444437,1396,0.083810888252149
Esports,1d,24.0,<=6h,455,20,0.08650549450549451,-0.07639560439560439,-0.030880503144654087,-0.05222222222222222,2.1622222222222227,1396,0.32593123209169056
Esports,1d,24.0,<=24h,1157,20,0.06993949870354364,-0.06703543647363873,-0.0282281284606866,-0.12181818181818178,7.960000000000001,1396,0.8287965616045845
Esports,6h,6.0,all,4955,20,0.03865590312815338,-0.0370736629667003,-0.020845188284518826,-0.005797101449275358,3.8647222222222215,4955,1.0
Esports,6h,6.0,<=1h,1072,20,0.031613805970149254,-0.01612873134328358,-0.006485148514851483,0.004565217391304391,0.3894444444444445,4955,0.21634712411705348
Esports,6h,6.0,<=6h,3096,20,0.033145994832041344,-0.030910852713178286,-0.017392787524366467,0.008507462686567116,1.7663888888888888,4955,0.6248234106962663
Esports,6h,6.0,<=24h,4108,20,0.035981012658227854,-0.03407254138266797,-0.01914728682170543,-0.005797101449275358,2.7676388888888894,4955,0.8290615539858729
Esports,1h,1.0,all,7908,20,0.05110015174506829,-0.05011633788568539,-0.029943799854967364,0.008739495798319334,5.1154166666666665,7908,1.0
Esports,1h,1.0,<=1h,524,20,0.09217557251908398,-0.06835877862595419,-0.04849137931034483,0.03362500000000006,0.45833333333333326,7908,0.06626201315123925
Esports,1h,1.0,<=6h,4499,20,0.05781951544787731,-0.056677039342076005,-0.03503628447024674,0.017368421052631568,3.262777777777778,7908,0.5689175518462317
Esports,1h,1.0,<=24h,6866,20,0.05139236819108651,-0.05025924847072532,-0.030540658382385,0.008739495798319334,4.415,7908,0.8682346990389479
Media,30d,720.0,all,450,20,0.08791111111111112,-0.061822222222222216,-0.06172839506172839,0.015734265734265753,57.48222222222222,450,1.0
Media,30d,720.0,<=1h,17,13,0.22235294117647061,-0.07058823529411765,-0.07,0.07500000000000001,0.5669444444444025,450,0.03777777777777778
Media,30d,720.0,<=6h,75,19,0.18359999999999999,-0.11879999999999996,-0.09166666666666667,0.07384615384615388,2.777500000000032,450,0.16666666666666666
Media,30d,720.0,<=24h,141,20,0.17035460992907803,-0.13929078014184404,-0.08263157894736843,0.033870967741935494,5.5866666666667015,450,0.31333333333333335
Media,7d,168.0,all,1133,20,0.08644307149161518,-0.07535745807590467,-0.054000000000000006,0.004224806201550411,19.40166666666667,1133,1.0
Media,7d,168.0,<=1h,88,20,0.18693181818181823,-0.08784090909090908,-0.06,-0.06000000000000002,0.5884722222222223,1133,0.07766990291262135
Media,7d,168.0,<=6h,309,20,0.12333333333333334,-0.09433656957928803,-0.04615384615384616,-0.08277777777777778,2.274166666666673,1133,0.2727272727272727
Media,7d,168.0,<=24h,622,20,0.10737942122186499,-0.09914790996784568,-0.0536986301369863,-0.03915789473684214,6.062638888888898,1133,0.5489849955869374
Media,3d,72.0,all,4904,20,0.03898042414355628,-0.03724714518760195,-0.012649191299498048,-0.011810699588477334,10.187638888888891,4904,1.0
Media,3d,72.0,<=1h,693,20,0.06936507936507938,-0.055541125541125544,0.003523316062176162,-0.027636363636363653,0.37333333333333485,4904,0.14131321370309952
Media,3d,72.0,<=6h,1947,20,0.04691833590138677,-0.03167437082691322,-0.014419795221843008,-0.01558510638297876,1.6808333333333394,4904,0.39702283849918435
Media,3d,72.0,<=24h,3572,20,0.041206606942889155,-0.0385582306830907,-0.011956896551724137,-0.006967032967032915,4.748472222222226,4904,0.7283849918433931
Media,1d,24.0,all,6091,20,0.048991955343950094,-0.046854375307831236,-0.02351555929352397,0.0005854126679462839,3.08861111111111,6091,1.0
Media,1d,24.0,<=1h,1675,20,0.0617910447761194,-0.05629850746268657,-0.018921832884097038,-0.004177777777777771,0.3583333333333343,6091,0.274995895583648
