platform,wallet_hhi_bucket,market_count,bucket_count,expected_calibration_error,signed_calibration_gap,low_tail_gap,high_tail_gap,coverage_note
polymarket,not_computed,0,0,,,,,wallet_hhi_not_computed_default_path_uses_facet1_filtered_trade_counts
